term_str,n,n_chars,p,i,max_pos,df,idf,dfidf,tfidf_mean,tfidf_sum,tfidf_median,tfidf_max
compliment,16,10,1.8216429397673763e-05,15.74440027024132,NN,15,4.121015400961366,61.81523101442049,7.264816046799272e-05,0.0189611698821461,0.0,0.0024647221297615825
complimentary,1,13,1.1385268373546102e-06,19.744400270241318,JJ,1,8.027905996569885,8.027905996569885,3.1778345410947683e-06,0.0008294148152257346,0.0,0.0008294148152257346
complimented,2,12,2.2770536747092203e-06,18.744400270241318,VB,2,7.027905996569885,14.05581199313977,9.398522254589218e-06,0.002453014308447786,0.0,0.0020465655202591393
complimenting,2,13,2.2770536747092203e-06,18.744400270241318,VB,2,7.027905996569885,14.05581199313977,8.911275480866287e-06,0.002325842900506101,0.0,0.0019724687051838018
compliments,10,11,1.1385268373546102e-05,16.422472175353956,NN,10,4.705977901682522,47.059779016825225,6.002470121152057e-05,0.01566644701620687,0.0,0.0025465248385727933
complot,1,7,1.1385268373546102e-06,19.744400270241318,NN,1,8.027905996569885,8.027905996569885,1.0433602619829126e-05,0.0027231702837754016,0.0,0.0027231702837754016
comply,3,6,3.4155805120638303e-06,18.159437769520164,VB,2,7.027905996569885,14.05581199313977,9.205859881871986e-06,0.0024027294291685884,0.0,0.001996280640979942
compose,1,7,1.1385268373546102e-06,19.744400270241318,NN,1,8.027905996569885,8.027905996569885,3.164104569823708e-06,0.0008258312927239878,0.0,0.0008258312927239878
composed,17,8,1.9354956235028373e-05,15.65693742899098,VB,16,4.027905996569885,64.44649594511816,7.018806487736421e-05,0.018319084932992058,0.0,0.002301660569468506
composedly,6,10,6.8311610241276606e-06,17.159437769520164,NN,6,5.442943495848728,32.65766097509237,4.3541771077021124e-05,0.011364402251102511,0.0,0.002299511405090295
composer,3,8,3.4155805120638303e-06,18.159437769520164,NN,2,7.027905996569885,14.05581199313977,1.4734100545385723e-05,0.0038456002423456737,0.0,0.003439151454157027
composing,2,9,2.2770536747092203e-06,18.744400270241318,NN,2,7.027905996569885,14.05581199313977,2.9973711968567563e-05,0.007823138823796134,0.0,0.004593402612137179
composition,4,11,4.554107349418441e-06,17.744400270241318,NN,4,6.027905996569885,24.11162398627954,2.9899407149990422e-05,0.0078037452661475,0.0,0.0023255810171951717
compositor,1,10,1.1385268373546102e-06,19.744400270241318,NN,1,8.027905996569885,8.027905996569885,3.0819900323904074e-06,0.0008043993984538963,0.0,0.0008043993984538963
compositors,3,11,3.4155805120638303e-06,18.159437769520164,NN,3,6.442943495848728,19.328830487546185,1.943603764472048e-05,0.005072805825272045,0.0,0.002175200369969186
composure,6,9,6.8311610241276606e-06,17.159437769520164,NN,6,5.442943495848728,32.65766097509237,4.669059016826603e-05,0.012186244033917434,0.0,0.003069906089029176
compound,1,8,1.1385268373546102e-06,19.744400270241318,NN,1,8.027905996569885,8.027905996569885,3.1857338708706644e-06,0.0008314765402972434,0.0,0.0008314765402972434
compounds,1,9,1.1385268373546102e-06,19.744400270241318,NN,1,8.027905996569885,8.027905996569885,1.622271124644318e-05,0.004234127635321669,0.0,0.004234127635321669
comprehend,30,10,3.4155805120638304e-05,14.8375096746328,VB,21,3.635588573791124,76.34736004961361,0.00016995913001779887,0.0443593329346455,0.0,0.00789201571734687
comprehended,1,12,1.1385268373546102e-06,19.744400270241318,NN,1,8.027905996569885,8.027905996569885,1.130818401590304e-05,0.002951436028150693,0.0,0.002951436028150693
comprehendingly,2,15,2.2770536747092203e-06,18.744400270241318,NN,2,7.027905996569885,14.05581199313977,1.3182350750932029e-05,0.0034405935459932598,0.0,0.0020033939556926695
comprehensible,1,14,1.1385268373546102e-06,19.744400270241318,JJ,1,8.027905996569885,8.027905996569885,7.3991485502180095e-06,0.0019311777716069004,0.0,0.0019311777716069004
comprehension,5,13,5.692634186773051e-06,17.422472175353956,NN,5,5.705977901682522,28.529889508412612,4.803630728881611e-05,0.012537476202381007,0.0,0.003973522215656352
comprehensive,2,13,2.2770536747092203e-06,18.744400270241318,JJ,2,7.027905996569885,14.05581199313977,7.144350536242511e-06,0.0018646754899592955,0.0,0.001153060869002442
compress,3,8,3.4155805120638303e-06,18.159437769520164,VB,2,7.027905996569885,14.05581199313977,1.0214111730988364e-05,0.002665883161787963,0.0,0.0016847431371376927
compressed,5,10,5.692634186773051e-06,17.422472175353956,VB,5,5.705977901682522,28.529889508412612,2.027117972474178e-05,0.005290777908157605,0.0,0.001706843524284332
compris,1,7,1.1385268373546102e-06,19.744400270241318,NN,1,8.027905996569885,8.027905996569885,7.812613798134687e-06,0.0020390922013131534,0.0,0.0020390922013131534
comprise,1,8,1.1385268373546102e-06,19.744400270241318,VB,1,8.027905996569885,8.027905996569885,9.377518452212277e-06,0.002447532316027404,0.0,0.002447532316027404
comprises,2,9,2.2770536747092203e-06,18.744400270241318,VB,2,7.027905996569885,14.05581199313977,1.4760766829901567e-05,0.003852560142604309,0.0,0.0019344635278199518
comprising,1,10,1.1385268373546102e-06,19.744400270241318,VB,1,8.027905996569885,8.027905996569885,5.201802895866102e-06,0.0013576705558210527,0.0,0.0013576705558210527
compromise,6,10,6.8311610241276606e-06,17.159437769520164,NN,5,5.705977901682522,28.529889508412612,4.5842443441639216e-05,0.011964877738267835,0.0,0.0035178655374121593
compromised,4,11,4.554107349418441e-06,17.744400270241318,JJ,4,6.027905996569885,24.11162398627954,2.5735585350858692e-05,0.006716987776574119,0.0,0.0018772675168389553
compromising,7,12,7.969687861482271e-06,16.937045348183716,NN,6,5.442943495848728,32.65766097509237,5.2825338300777586e-05,0.01378741329650295,0.0,0.006711397652094609
compunction,4,11,4.554107349418441e-06,17.744400270241318,NN,4,6.027905996569885,24.11162398627954,1.3579639873705676e-05,0.0035442860070371814,0.0,0.001492425351960853
computes,1,8,1.1385268373546102e-06,19.744400270241318,VB,1,8.027905996569885,8.027905996569885,7.97052617861007e-06,0.0020803073326172285,0.0,0.0020803073326172285
comrade,13,7,1.4800848885609931e-05,16.043960552100227,NN,12,4.442943495848728,53.31532195018474,4.9248595678014185e-05,0.012853883471961702,0.0,0.002392538231474813
comrades,38,8,4.326401981947519e-05,14.496472756797735,NN,21,3.635588573791124,76.34736004961361,0.00020348414627385485,0.05310936217747611,0.0,0.008852894254361504
comradeship,1,11,1.1385268373546102e-06,19.744400270241318,NN,1,8.027905996569885,8.027905996569885,1.036329532454726e-05,0.0027048200797068346,0.0,0.0027048200797068346
comtesse,5,8,5.692634186773051e-06,17.422472175353956,NN,3,6.442943495848728,19.328830487546185,4.908270688233011e-05,0.012810586496288159,0.0,0.0052296619284486435
comtesses,1,9,1.1385268373546102e-06,19.744400270241318,NN,1,8.027905996569885,8.027905996569885,9.374660324064695e-06,0.0024467863445808854,0.0,0.0024467863445808854
conceal,46,7,5.2372234518312064e-05,14.220838314184308,VB,39,2.742503777707636,106.95764733059781,0.00014810901237890799,0.03865645223089498,0.0,0.002378580900006623
concealed,51,9,5.806486870508512e-05,14.071974928269825,VB,37,2.818452630940935,104.28274734481458,0.000148053539936068,0.038641973923313755,0.0,0.003039746150712829
concealing,14,10,1.5939375722964542e-05,15.937045348183716,VB,11,4.568474377932588,50.253218157258466,0.00010287393134965007,0.026850096082258666,0.0,0.007924500221912554
concealment,9,11,1.0246741536191492e-05,16.574475268799006,NN,8,5.027905996569885,40.22324797255908,4.34529617743801e-05,0.011341223023113205,0.0,0.0018066496574092293
concealments,4,12,4.554107349418441e-06,17.744400270241318,NN,4,6.027905996569885,24.11162398627954,4.3154284937837885e-05,0.011263268368775689,0.0,0.003973570202089574
conceals,1,8,1.1385268373546102e-06,19.744400270241318,VB,1,8.027905996569885,8.027905996569885,9.666329517050995e-06,0.0025229120039503097,0.0,0.0025229120039503097
concede,1,7,1.1385268373546102e-06,19.744400270241318,VB,1,8.027905996569885,8.027905996569885,9.795624370463778e-06,0.002556657960691046,0.0,0.002556657960691046
conceit,3,7,3.4155805120638303e-06,18.159437769520164,NN,3,6.442943495848728,19.328830487546185,2.0586970100875887e-05,0.0053731991963286065,0.0,0.002919321928341064
conceited,3,9,3.4155805120638303e-06,18.159437769520164,JJ,3,6.442943495848728,19.328830487546185,3.077444591509495e-05,0.008032130383839781,0.0,0.0033176846013639174
conceits,1,8,1.1385268373546102e-06,19.744400270241318,NN,1,8.027905996569885,8.027905996569885,7.274896055642447e-06,0.0018987478705226786,0.0,0.0018987478705226786
conceivable,15,11,1.7077902560319152e-05,15.8375096746328,JJ,12,4.442943495848728,53.31532195018474,6.783251066963453e-05,0.017704285284774617,0.0,0.006651113017737617
conceivably,3,11,3.4155805120638303e-06,18.159437769520164,RB,3,6.442943495848728,19.328830487546185,2.2886630031420424e-05,0.00597341043820073,0.0,0.002457262965617364
conceive,10,8,1.1385268373546102e-05,16.422472175353956,VB,7,5.22055107451228,36.54385752158596,4.6443781821060876e-05,0.012121827055296889,0.0,0.0035369587225692954
conceived,13,9,1.4800848885609931e-05,16.043960552100227,VB,11,4.568474377932588,50.253218157258466,7.461903752186398e-05,0.019475568793206496,0.0,0.0030951723427727557
conceives,1,9,1.1385268373546102e-06,19.744400270241318,VB,1,8.027905996569885,8.027905996569885,1.7788595525566055e-06,0.00046428234321727404,0.0,0.00046428234321727404
concentrate,4,11,4.554107349418441e-06,17.744400270241318,VB,4,6.027905996569885,24.11162398627954,2.71421732329683e-05,0.0070841072138047275,0.0,0.0033864640430167894
concentrated,6,12,6.8311610241276606e-06,17.159437769520164,JJ,6,5.442943495848728,32.65766097509237,2.4517646746738408e-05,0.0063991058008987245,0.0,0.0018614717838059945
concentrating,1,13,1.1385268373546102e-06,19.744400270241318,VB,1,8.027905996569885,8.027905996569885,1.299461788054764e-05,0.003391595266822934,0.0,0.003391595266822934
concentration,9,13,1.0246741536191492e-05,16.574475268799006,NN,8,5.027905996569885,40.22324797255908,5.1274892215259164e-05,0.013382746868182638,0.0,0.003439060189172288
conception,7,10,7.969687861482271e-06,16.937045348183716,NN,7,5.22055107451228,36.54385752158596,4.356508172471826e-05,0.011370486330151466,0.0,0.0028234456865939865
concern,17,7,1.9354956235028373e-05,15.65693742899098,NN,16,4.027905996569885,64.44649594511816,8.070170889770357e-05,0.02106314602230063,0.0,0.0030583948341456986
concerned,53,9,6.034192237979434e-05,14.016479815678121,VB,48,2.4429434958487284,117.26128780073896,0.00011891915655057325,0.03103789985969961,0.0,0.0019286396019858381
concerning,11,10,1.252379521090071e-05,16.28496865160402,VB,10,4.705977901682522,47.059779016825225,6.716842981068617e-05,0.01753096018058909,0.0,0.0033819460306737494
concerns,7,8,7.969687861482271e-06,16.937045348183716,VB,7,5.22055107451228,36.54385752158596,5.4009114983481155e-05,0.014096379010688581,0.0,0.0030124357037001038
concert,4,7,4.554107349418441e-06,17.744400270241318,NN,3,6.442943495848728,19.328830487546185,3.055432826226831e-05,0.007974679676452028,0.0,0.005089212871918426
concerts,2,8,2.2770536747092203e-06,18.744400270241318,NN,2,7.027905996569885,14.05581199313977,1.4666366537749374e-05,0.0038279216663525866,0.0,0.0020879102782441726
concessions,9,11,1.0246741536191492e-05,16.574475268799006,NN,7,5.22055107451228,36.54385752158596,8.764024123795325e-05,0.0228741029631058,0.0,0.006882730487161872
concierge,1,9,1.1385268373546102e-06,19.744400270241318,NN,1,8.027905996569885,8.027905996569885,1.1258514100752659e-05,0.002938472180296444,0.0,0.002938472180296444
concise,2,7,2.2770536747092203e-06,18.744400270241318,NN,2,7.027905996569885,14.05581199313977,9.791453829933348e-06,0.002555569449612604,0.0,0.0016622294220837003
concisely,2,9,2.2770536747092203e-06,18.744400270241318,RB,2,7.027905996569885,14.05581199313977,1.4590474484069301e-05,0.0038081138403420877,0.0,0.0030503064221223458
conclave,1,8,1.1385268373546102e-06,19.744400270241318,NN,1,8.027905996569885,8.027905996569885,1.0515644623335476e-05,0.002744583246690559,0.0,0.002744583246690559
conclude,3,8,3.4155805120638303e-06,18.159437769520164,VB,3,6.442943495848728,19.328830487546185,3.230457009812985e-05,0.008431492795611891,0.0,0.003989438697119956
concluded,22,9,2.504759042180142e-05,15.284968651604022,VB,22,3.568474377932587,78.50643631451692,7.763352353807801e-05,0.02026234964343836,0.0,0.0016429440045730144
concluding,4,10,4.554107349418441e-06,17.744400270241318,NN,4,6.027905996569885,24.11162398627954,2.631687675912587e-05,0.006868704834131852,0.0,0.0023122002288338646
conclusion,67,10,7.628129810275888e-05,13.678311079783548,NN,49,2.4131961524546766,118.24661147027915,0.00016054559099654467,0.04190239925009816,0.0,0.00455105356427096
conclusions,32,11,3.6432858795347525e-05,14.74440027024132,NN,27,3.273018494406416,88.37149934897323,0.00011554272922621655,0.030156652328042523,0.0,0.0033194913736373385
conclusionsyes,1,14,1.1385268373546102e-06,19.744400270241318,NN,1,8.027905996569885,8.027905996569885,8.615759250211838e-06,0.0022487131643052897,0.0,0.0022487131643052897
conclusive,9,10,1.0246741536191492e-05,16.574475268799006,JJ,7,5.22055107451228,36.54385752158596,3.9723135487682555e-05,0.010367738362285148,0.0,0.004387017709674186
conclusively,4,12,4.554107349418441e-06,17.744400270241318,RB,3,6.442943495848728,19.328830487546185,2.4162399091452807e-05,0.006306386162869182,0.0,0.0038362271484660483
concocted,2,9,2.2770536747092203e-06,18.744400270241318,VB,2,7.027905996569885,14.05581199313977,2.3723435822162833e-05,0.0061918167495845,0.0,0.003706701474984116
concoction,1,10,1.1385268373546102e-06,19.744400270241318,NN,1,8.027905996569885,8.027905996569885,4.736412153257817e-06,0.0012362035720002902,0.0,0.0012362035720002902
concurred,2,9,2.2770536747092203e-06,18.744400270241318,VB,2,7.027905996569885,14.05581199313977,2.7926971689378296e-05,0.007288939610927735,0.0,0.0036737616291531022
concussion,2,10,2.2770536747092203e-06,18.744400270241318,NN,2,7.027905996569885,14.05581199313977,2.4018038217806594e-05,0.006268707974847521,0.0,0.004593402612137179
condemn,1,7,1.1385268373546102e-06,19.744400270241318,VB,1,8.027905996569885,8.027905996569885,8.53447850256833e-06,0.002227498889170334,0.0,0.002227498889170334
condemned,7,9,7.969687861482271e-06,16.937045348183716,VB,7,5.22055107451228,36.54385752158596,4.6146887047022114e-05,0.012044337519272771,0.0,0.004454395114771571
condemning,2,10,2.2770536747092203e-06,18.744400270241318,VB,2,7.027905996569885,14.05581199313977,1.8694730869503404e-05,0.004879324756940389,0.0,0.0031887050801133777
condensation,1,12,1.1385268373546102e-06,19.744400270241318,NN,1,8.027905996569885,8.027905996569885,9.579028503038389e-06,0.0025001264392930196,0.0,0.0025001264392930196
condense,2,8,2.2770536747092203e-06,18.744400270241318,VB,2,7.027905996569885,14.05581199313977,1.5446154968477457e-05,0.0040314464467726165,0.0,0.0030503064221223458
condensed,1,9,1.1385268373546102e-06,19.744400270241318,VB,1,8.027905996569885,8.027905996569885,1.5465738396649368e-06,0.0004036557721525485,0.0,0.0004036557721525485
condensing,1,10,1.1385268373546102e-06,19.744400270241318,VB,1,8.027905996569885,8.027905996569885,1.5465738396649368e-06,0.0004036557721525485,0.0,0.0004036557721525485
condescend,3,10,3.4155805120638303e-06,18.159437769520164,VB,3,6.442943495848728,19.328830487546185,1.4036939646188053e-05,0.003663641247655082,0.0,0.001863199391512067
condescended,1,12,1.1385268373546102e-06,19.744400270241318,VB,1,8.027905996569885,8.027905996569885,1.5465738396649368e-06,0.0004036557721525485,0.0,0.0004036557721525485
condescendingly,3,15,3.4155805120638303e-06,18.159437769520164,NN,3,6.442943495848728,19.328830487546185,4.782348832823472e-05,0.012481930453669262,0.0,0.006044037050514754
condescension,1,13,1.1385268373546102e-06,19.744400270241318,NN,1,8.027905996569885,8.027905996569885,1.0458436084072175e-05,0.0027296518179428376,0.0,0.0027296518179428376
condition,27,9,3.074022460857447e-05,14.989512768077851,NN,25,3.3840498067951597,84.601245169879,0.00010490620071155816,0.02738051838571668,0.0,0.0020571731348298845
conditioned,1,11,1.1385268373546102e-06,19.744400270241318,VB,1,8.027905996569885,8.027905996569885,1.554232467067017e-05,0.004056546739044914,0.0,0.004056546739044914
conditions,21,10,2.390906358444681e-05,15.35208284746256,NN,17,3.940443155319545,66.98753364043226,0.0001033842483772124,0.026983288826452435,0.0,0.005702522656034073
condole,1,7,1.1385268373546102e-06,19.744400270241318,VB,1,8.027905996569885,8.027905996569885,9.795624370463778e-06,0.002556657960691046,0.0,0.002556657960691046
condone,1,7,1.1385268373546102e-06,19.744400270241318,VB,1,8.027905996569885,8.027905996569885,7.4983570266348764e-06,0.0019570711839517027,0.0,0.0019570711839517027
condonement,1,11,1.1385268373546102e-06,19.744400270241318,NN,1,8.027905996569885,8.027905996569885,1.2147812212976408e-05,0.0031705789875868425,0.0,0.0031705789875868425
conduct,29,7,3.301727828328369e-05,14.886419275113747,NN,24,3.4429434958487284,82.63064390036948,8.378756937123368e-05,0.02186855560589199,0.0,0.0029860741507794697
conducted,9,9,1.0246741536191492e-05,16.574475268799006,VB,9,4.857980995127572,43.721828956148144,5.893103308840771e-05,0.015380999636074411,0.0,0.0035151816173137275
conducting,4,10,4.554107349418441e-06,17.744400270241318,VB,4,6.027905996569885,24.11162398627954,3.842381993666988e-05,0.010028617003470838,0.0,0.005143264502192734
conductor,2,9,2.2770536747092203e-06,18.744400270241318,NN,2,7.027905996569885,14.05581199313977,2.351804143605477e-05,0.006138208814810295,0.0,0.003090547931649026
conductors,1,10,1.1385268373546102e-06,19.744400270241318,NN,1,8.027905996569885,8.027905996569885,4.515305420325347e-06,0.0011784947147049155,0.0,0.0011784947147049155
conductress,1,11,1.1385268373546102e-06,19.744400270241318,NN,1,8.027905996569885,8.027905996569885,1.180739367495442e-05,0.0030817297491631036,0.0,0.0030817297491631036
confectioners,1,13,1.1385268373546102e-06,19.744400270241318,NN,1,8.027905996569885,8.027905996569885,3.774019696105063e-06,0.0009850191406834215,0.0,0.0009850191406834215
confederate,13,11,1.4800848885609931e-05,16.043960552100227,NN,11,4.568474377932588,50.253218157258466,3.8968181046427955e-05,0.010170695253117694,0.0,0.0021104747665226
confederates,1,12,1.1385268373546102e-06,19.744400270241318,JJ,1,8.027905996569885,8.027905996569885,3.774019696105063e-06,0.0009850191406834215,0.0,0.0009850191406834215
confer,2,6,2.2770536747092203e-06,18.744400270241318,VB,2,7.027905996569885,14.05581199313977,1.7649189963211848e-05,0.004606438580398292,0.0,0.0038785353181953006
conference,7,10,7.969687861482271e-06,16.937045348183716,NN,7,5.22055107451228,36.54385752158596,4.805248058024221e-05,0.012541697431443217,0.0,0.0025959975507271406
conferred,1,9,1.1385268373546102e-06,19.744400270241318,VB,1,8.027905996569885,8.027905996569885,8.615759250211838e-06,0.0022487131643052897,0.0,0.0022487131643052897
confess,82,7,9.335920066307803e-05,13.386848265623236,VB,59,2.1452629472080433,126.57051388527455,0.00017026738429199367,0.04443978730021035,0.0,0.0020372867494853216
confessed,24,9,2.7324644096510642e-05,15.159437769520164,VB,22,3.568474377932587,78.50643631451692,8.349398809606655e-05,0.021791930893073373,0.0,0.0024729552168625
confessing,2,10,2.2770536747092203e-06,18.744400270241318,VB,2,7.027905996569885,14.05581199313977,2.2777426133586106e-05,0.0059449082208659736,0.0,0.004894084955828611
confession,19,10,2.1632009909737594e-05,15.496472756797735,NN,15,4.121015400961366,61.81523101442049,0.00010088438409324319,0.026330824248336476,0.0,0.00409847379508838
confessor,3,9,3.4155805120638303e-06,18.159437769520164,NN,1,8.027905996569885,8.027905996569885,1.9721047567806966e-05,0.005147193415197618,0.0,0.005147193415197618
confidant,3,9,3.4155805120638303e-06,18.159437769520164,NN,3,6.442943495848728,19.328830487546185,1.4791563876393e-05,0.0038605981717385737,0.0,0.001595182841259898
confide,12,7,1.3662322048255321e-05,16.159437769520164,VB,9,4.857980995127572,43.721828956148144,7.247117574194256e-05,0.01891497686864701,0.0,0.004507869775868455
confided,6,8,6.8311610241276606e-06,17.159437769520164,VB,4,6.027905996569885,24.11162398627954,3.105180501610244e-05,0.008104521109202737,0.0,0.0037289860789173433
