term_str,n,n_chars,p,i,max_pos,df,idf,dfidf,tfidf_mean,tfidf_sum,tfidf_median,tfidf_max
15,1,2,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,9.721321277893889e-06,0.002537264853530305,0.0,0.002537264853530305
150,1,3,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,3.1778345410947683e-06,0.0008294148152257346,0.0,0.0008294148152257346
1543,1,4,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,9.137926477497404e-06,0.0023849988106268228,0.0,0.0023849988106268228
15th,2,4,2.2770536747092203e-06,18.744400270241318,CD,2,7.027905996569885,14.05581199313977,9.033924607702445e-06,0.002357854322610338,0.0,0.0013070310575729748
15º,2,3,2.2770536747092203e-06,18.744400270241318,CD,1,8.027905996569885,8.027905996569885,7.786901398292726e-06,0.0020323812649544015,0.0,0.0020323812649544015
16,1,2,1.1385268373546102e-06,19.744400270241318,NN,1,8.027905996569885,8.027905996569885,1.5465738396649368e-06,0.0004036557721525485,0.0,0.0004036557721525485
1607,1,4,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,4.047672130972005e-06,0.0010564424261836933,0.0,0.0010564424261836933
1642,1,4,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,1.2147812212976408e-05,0.0031705789875868425,0.0,0.0031705789875868425
1644,1,4,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,5.201802895866102e-06,0.0013576705558210527,0.0,0.0013576705558210527
1647,1,4,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,7.449324418323144e-06,0.0019442736731823407,0.0,0.0019442736731823407
16a,1,3,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,3.6867146737691796e-06,0.0009622325298537559,0.0,0.0009622325298537559
16th,8,4,9.108214698836881e-06,16.744400270241318,CD,5,5.705977901682522,28.529889508412612,5.551583344273483e-05,0.01448963252855379,0.0,0.006498835878909479
16th17th,1,8,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,2.141940147859071e-05,0.005590463785912176,0.0,0.005590463785912176
17,34,2,3.8709912470056746e-05,14.65693742899098,CD,11,4.568474377932588,50.253218157258466,0.00022670384612766883,0.05916970383932155,0.0,0.02091792297588181
171,1,3,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,1.0287043653262964e-05,0.0026849183935016337,0.0,0.0026849183935016337
17122,2,5,2.2770536747092203e-06,18.744400270241318,CD,1,8.027905996569885,8.027905996569885,1.664858485697227e-05,0.004345280647669762,0.0,0.004345280647669762
1730,1,4,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,7.947870936241927e-06,0.002074394314359143,0.0,0.002074394314359143
1742,2,4,2.2770536747092203e-06,18.744400270241318,NN,1,8.027905996569885,8.027905996569885,1.5895741872483854e-05,0.004148788628718286,0.0,0.004148788628718286
1750,2,4,2.2770536747092203e-06,18.744400270241318,CD,1,8.027905996569885,8.027905996569885,2.2699823264395766e-05,0.005924653872007295,0.0,0.005924653872007295
17i,1,3,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,9.388968413692387e-06,0.002450520755973713,0.0,0.002450520755973713
17s,1,3,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,1.663507870376218e-05,0.004341755541681929,0.0,0.004341755541681929
17th,17,4,1.9354956235028373e-05,15.65693742899098,CD,8,5.027905996569885,40.22324797255908,0.00011557972589235726,0.03016630845790524,0.0,0.007886911367168447
1800,1,4,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,1.1349911632197883e-05,0.0029623269360036474,0.0,0.0029623269360036474
1846,1,4,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,3.774019696105063e-06,0.0009850191406834215,0.0,0.0009850191406834215
1855,1,4,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,3.893450699146363e-06,0.0010161906324772008,0.0,0.0010161906324772008
1857,1,4,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,1.0384287820140535e-05,0.0027102991210566797,0.0,0.0027102991210566797
1858,1,4,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,8.894812181392788e-06,0.0023215459793435177,0.0,0.0023215459793435177
1860,1,4,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,8.678967416268696e-06,0.0022652104956461297,0.0,0.0022652104956461297
1865,1,4,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,1.1349911632197883e-05,0.0029623269360036474,0.0,0.0029623269360036474
1869,3,4,3.4155805120638303e-06,18.159437769520164,CD,1,8.027905996569885,8.027905996569885,1.2525421687222587e-05,0.003269135060365095,0.0,0.003269135060365095
1870,1,4,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,4.175140562407528e-06,0.0010897116867883648,0.0,0.0010897116867883648
1871,1,4,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,1.0384287820140535e-05,0.0027102991210566797,0.0,0.0027102991210566797
1872,1,4,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,5.610773535800121e-06,0.0014644118928438315,0.0,0.0014644118928438315
1874,1,4,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,5.610773535800121e-06,0.0014644118928438315,0.0,0.0014644118928438315
1875,3,4,3.4155805120638303e-06,18.159437769520164,CD,3,6.442943495848728,19.328830487546185,1.7175039220677803e-05,0.004482685236596906,0.0,0.0021263839920292833
1876,1,4,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,1.0519240945026082e-05,0.0027455218866518074,0.0,0.0027455218866518074
1878,3,4,3.4155805120638303e-06,18.159437769520164,CD,3,6.442943495848728,19.328830487546185,2.5584803754200746e-05,0.006677633779846394,0.0,0.003492110295852969
1878nearly,1,10,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,1.6671143915044046e-05,0.004351168561826496,0.0,0.004351168561826496
1882,5,4,5.692634186773051e-06,17.422472175353956,CD,3,6.442943495848728,19.328830487546185,5.3069717762250056e-05,0.013851196335947263,0.0,0.008499925456264813
1882an,1,6,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,1.6671143915044046e-05,0.004351168561826496,0.0,0.004351168561826496
1883,2,4,2.2770536747092203e-06,18.744400270241318,CD,2,7.027905996569885,14.05581199313977,1.549624197013411e-05,0.004044519154205003,0.0,0.003090547931649026
1883a,1,5,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,4.175140562407528e-06,0.0010897116867883648,0.0,0.0010897116867883648
1884,2,4,2.2770536747092203e-06,18.744400270241318,NN,1,8.027905996569885,8.027905996569885,2.705212007322451e-05,0.007060603339111597,0.0,0.007060603339111597
1884there,1,9,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,3.316612090064294e-06,0.0008656357555067807,0.0,0.0008656357555067807
1887,1,4,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,3.316612090064294e-06,0.0008656357555067807,0.0,0.0008656357555067807
1888i,1,5,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,8.894812181392788e-06,0.0023215459793435177,0.0,0.0023215459793435177
1890,3,4,3.4155805120638303e-06,18.159437769520164,CD,2,7.027905996569885,14.05581199313977,4.468474221071233e-06,0.0011662717716995918,0.0,0.0008128975763772928
1891,2,4,2.2770536747092203e-06,18.744400270241318,CD,1,8.027905996569885,8.027905996569885,3.0931476793298735e-06,0.000807311544305097,0.0,0.000807311544305097
18th,1,4,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,6.6923978510131125e-06,0.0017467158391144223,0.0,0.0017467158391144223
1904,1,4,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,8.615759250211838e-06,0.0022487131643052897,0.0,0.0022487131643052897
1909,1,4,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,1.1020516131585905e-05,0.002876354710343921,0.0,0.002876354710343921
1911,1,4,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,1.622271124644318e-05,0.004234127635321669,0.0,0.004234127635321669
1915,6,4,6.8311610241276606e-06,17.159437769520164,CD,3,6.442943495848728,19.328830487546185,0.00010359604923022211,0.027038568849087972,0.0,0.01283454879651141
1916,1,4,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,1.180739367495442e-05,0.0030817297491631036,0.0,0.0030817297491631036
1919,1,4,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,6.896470969339969e-06,0.001799978922997732,0.0,0.001799978922997732
1922,1,4,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,2.4124125900593148e-05,0.006296396860054811,0.0,0.006296396860054811
19th,1,4,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,3.316612090064294e-06,0.0008656357555067807,0.0,0.0008656357555067807
1mr,1,3,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,1.6011587987119344e-05,0.004179024464638149,0.0,0.004179024464638149
1s,2,2,2.2770536747092203e-06,18.744400270241318,CD,2,7.027905996569885,14.05581199313977,9.058735678350699e-06,0.0023643300120495324,0.0,0.0015020102578691783
2,27,1,3.074022460857447e-05,14.989512768077851,CD,22,3.568474377932587,78.50643631451692,0.00014039673989820498,0.0366435491134315,0.0,0.006608285885060346
20,8,2,9.108214698836881e-06,16.744400270241318,CD,5,5.705977901682522,28.529889508412612,6.29321088988926e-05,0.01642528042261097,0.0,0.0058946052703331845
200,3,3,3.4155805120638303e-06,18.159437769520164,CD,3,6.442943495848728,19.328830487546185,1.0467286428476238e-05,0.0027319617578322984,0.0,0.0014018588981394098
2000,1,4,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,1.7788595525566055e-06,0.00046428234321727404,0.0,0.00046428234321727404
20th,1,4,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,1.4312824813055498e-05,0.003735647276207485,0.0,0.003735647276207485
21,1,2,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,1.0287043653262964e-05,0.0026849183935016337,0.0,0.0026849183935016337
210,1,3,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,7.397369053212185e-06,0.0019307133228883802,0.0,0.0019307133228883802
21s,1,3,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,1.0097918753531274e-05,0.0026355567946716625,0.0,0.0026355567946716625
22,3,2,3.4155805120638303e-06,18.159437769520164,CD,3,6.442943495848728,19.328830487546185,3.776169379377041e-05,0.009855802080174078,0.0,0.005053289016351943
220,1,3,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,3.316612090064294e-06,0.0008656357555067807,0.0,0.0008656357555067807
221b,6,4,6.8311610241276606e-06,17.159437769520164,CD,6,5.442943495848728,32.65766097509237,2.813308599762143e-05,0.007342735445379193,0.0,0.002149661728218297
225,1,3,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,1.1258514100752659e-05,0.002938472180296444,0.0,0.002938472180296444
226,1,3,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,3.774019696105063e-06,0.0009850191406834215,0.0,0.0009850191406834215
22i,1,3,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,9.388968413692387e-06,0.002450520755973713,0.0,0.002450520755973713
22nd,12,4,1.3662322048255321e-05,16.159437769520164,CD,7,5.22055107451228,36.54385752158596,8.848572977562206e-05,0.023094775471437352,0.0,0.00919111104667655
22ndbut,1,7,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,1.353796677960223e-05,0.003533409329476182,0.0,0.003533409329476182
230,2,3,2.2770536747092203e-06,18.744400270241318,CD,2,7.027905996569885,14.05581199313977,1.790407063396121e-05,0.004672962435463876,0.0,0.002680360791979361
23rd,7,4,7.969687861482271e-06,16.937045348183716,CD,3,6.442943495848728,19.328830487546185,3.584758323427223e-05,0.009356219224145052,0.0,0.006834805688665553
24,1,2,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,5.610773535800121e-06,0.0014644118928438315,0.0,0.0014644118928438315
240,1,3,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,4.081510154359908e-06,0.001065274150287936,0.0,0.001065274150287936
2473,1,4,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,4.368450578505364e-06,0.0011401656009899,0.0,0.0011401656009899
249,1,3,1.1385268373546102e-06,19.744400270241318,CD,1,8.027905996569885,8.027905996569885,5.513221101139319e-06,0.0014389507073973623,0.0,0.0014389507073973623
24th,4,4,4.554107349418441e-06,17.744400270241318,CD,4,6.027905996569885,24.11162398627954,2.6113964088315585e-05,0.006815744627050368,0.0,0.0032600897764033993
25,2,2,2.2770536747092203e-06,18.744400270241318,CD,2,7.027905996569885,14.05581199313977,1.8090641333656373e-05,0.004721657388084314,0.0,0.003963849969864572
250,2,3,2.2770536747092203e-06,18.744400270241318,NN,2,7.027905996569885,14.05581199313977,1.4088029888674892e-05,0.003676975800944147,0.0,0.0029653611799872934
25º,2,3,2.2770536747092203e-06,18.744400270241318,CD,1,8.027905996569885,8.027905996569885,7.786901398292726e-06,0.0020323812649544015,0.0,0.0020323812649544015
