term_str,vector,x,y,index,n,n_chars,p,i,max_pos,df,idf,dfidf,tfidf_mean,tfidf_sum,tfidf_median,tfidf_max
year,"[ 1.68004185e-01 -1.53775662e-01  3.55772302e-02 -4.36508954e-02
  9.38043594e-02  4.31420840e-02 -4.03630547e-03 -4.30450998e-02
 -1.29740208e-01 -1.54039770e-01 -5.91644533e-02 -1.31439390e-02
  3.58056501e-02  6.15907833e-02 -1.35366768e-01  1.88080817e-01
 -2.17983350e-01 -1.13755301e-01  3.22508886e-02  9.52202752e-02
 -1.12556078e-01  3.90735567e-02 -1.20110009e-02 -4.91011068e-02
  2.29033545e-01  3.25049683e-02  4.58952114e-02 -9.05700028e-02
 -9.80540290e-02 -2.65598863e-01  1.03459917e-01  1.64384604e-01
  3.86124067e-02  5.16966693e-02 -1.57246292e-01  2.21564118e-02
 -2.86690276e-02  1.60551757e-01  1.52324185e-01 -3.61281373e-02
 -1.55943017e-02  7.01946542e-02  1.35555472e-02  2.86702495e-02
  2.78113574e-01 -1.86086386e-01  3.06290723e-02 -1.24846429e-01
 -4.29753028e-02  1.20360471e-01  7.02655688e-03  1.57918110e-02
  1.72427282e-01  5.18318191e-02 -1.85527746e-02 -2.99166963e-02
 -1.35079175e-02  8.74369591e-02 -1.62078068e-01 -9.96955559e-02
 -6.35661706e-02 -1.51175875e-02  1.56002238e-01 -1.62854984e-01
 -2.86922097e-01 -6.06816448e-02  1.20360963e-02 -2.75172647e-02
 -8.14140365e-02 -1.29180160e-04 -8.21073651e-02 -1.57225147e-01
  1.41318562e-02  1.36134168e-02  1.27392739e-01 -1.17637672e-01
  3.72315198e-02  1.01650823e-02  1.16234366e-02  1.30205661e-01
  4.27770615e-03  3.16735148e-01 -6.49254322e-02 -1.03257254e-01
  6.11661822e-02  1.77655727e-01  4.12714034e-02  5.53237982e-02
 -3.54033381e-01  2.54201591e-01  5.83632216e-02 -3.00326515e-02
 -1.04718558e-01 -6.32131100e-02 -6.25074562e-03 -1.58552811e-01
 -8.64408463e-02  1.46121860e-01  6.28035739e-02 -1.83818951e-01
 -1.04641214e-01  1.38704330e-02 -4.33393754e-02 -7.24686459e-02
  1.49296477e-01 -5.90931289e-02 -1.70288980e-01  8.09932277e-02
  8.84108692e-02 -7.05519021e-02 -7.39599317e-02 -5.45298085e-02
 -3.77797596e-02  1.41805023e-01 -6.94403574e-02  6.67265505e-02
 -2.15734076e-02  9.84809473e-02 -4.57521528e-02  6.09561913e-02
 -1.13221100e-02 -6.89050648e-03  1.08785309e-01 -9.42351073e-02
 -9.57624614e-02 -1.67134870e-02 -8.88650306e-03 -1.85337842e-01
  8.88845138e-03  1.53756380e-01 -8.26006681e-02  1.66965611e-02
  6.14058785e-02 -5.15432395e-02 -2.65561789e-01  2.69686896e-02
  9.73141417e-02  2.06461087e-01 -1.47641316e-01  8.93767625e-02
 -7.78162926e-02  5.97667657e-02  1.14378735e-01 -1.05462126e-01
  5.57123125e-03 -6.91528618e-02  1.37753353e-01 -2.54689176e-02
  1.12265617e-01 -9.73414406e-02  5.54357767e-02  2.85826232e-02
  3.13162535e-01  4.33079563e-02  4.39540967e-02 -8.91137272e-02
  9.93440300e-02  1.43776834e-01  1.56956330e-01 -5.20509183e-02
  3.24411341e-03  6.97864816e-02  9.12402123e-02 -1.75324902e-02
  2.65966821e-02 -1.55578658e-01  9.82579961e-02  5.54331206e-02
 -7.85191730e-02  9.67597868e-03  1.42819270e-01  1.41545296e-01
  1.90412700e-01 -1.58605967e-02  1.86048195e-01  1.79085895e-01
 -3.04727554e-02  6.52251095e-02  3.24271410e-03 -4.29358035e-02
  1.21709511e-01 -5.35512269e-02  6.47094771e-02  2.49080509e-02
 -8.96912068e-03 -3.86488438e-02 -8.20423663e-03  1.40724992e-02
  4.48053218e-02  9.32824314e-02 -2.54638903e-02  1.06641194e-02
  1.36486031e-02 -1.22983400e-02  1.50851132e-02  3.19251381e-02
  4.96590473e-02  1.62831414e-02  1.99890491e-02 -4.49768305e-02
  9.83637869e-02  8.41944944e-03  2.97157094e-02 -8.53101835e-02
  1.07199199e-01  2.64407285e-02  3.84151563e-02 -1.16652526e-01
  2.51431931e-02  3.40280011e-02 -1.63414907e-02  1.22120762e-02
 -9.46265366e-03 -9.51461308e-03 -1.51184916e-01 -1.26044843e-02
  2.03664638e-02 -2.86759958e-02  8.52448493e-02 -1.04602814e-01
 -6.39430955e-02  4.93902713e-02 -2.24854052e-02  3.24186422e-02
 -3.39725465e-02 -1.24112528e-03  6.66811168e-02 -1.81819364e-01
  7.32808933e-02  1.07784178e-02  5.48415668e-02 -7.92694390e-02
 -7.73708522e-03  5.68091795e-02  1.02665490e-02  9.55669358e-02
 -6.28951341e-02  4.44521196e-02 -1.02467254e-01 -5.05452752e-02
  8.40158612e-02 -8.12056009e-03 -3.71641479e-02 -1.18060678e-01
 -3.13718356e-02  8.84862319e-02]",6.1464624,-17.019222,24926,132,4,0.0001502786986775,12.700071851267731,NN,62,1.9586930258430864,121.43896760227136,0.0002474161173956,0.059627284292347,0.0,0.0036138247709282
took,"[-0.0754753   0.15873343 -0.11113936  0.01512418 -0.0082125   0.06458046
 -0.07781529  0.07745557 -0.13276099 -0.05367807  0.01243898  0.00560908
  0.03514545  0.05629433  0.01122596  0.06725345 -0.13186201 -0.10178313
 -0.0475429  -0.02097276 -0.00939547  0.06955895  0.03177566 -0.11475141
  0.15313523 -0.03931697 -0.00721568 -0.07295806  0.01023565 -0.03012512
  0.07940827  0.05597867  0.17719445  0.06903621 -0.01406993 -0.08739536
 -0.10888314 -0.02526641  0.01163547  0.0109193   0.1090511   0.08431987
 -0.11579013  0.07777884  0.13794963 -0.05465396  0.04262237  0.03476353
  0.00262204 -0.03860555  0.04934955  0.10521179  0.17270169  0.01834028
 -0.03845726 -0.04894966 -0.09821124 -0.0009932  -0.02881104  0.01103834
  0.02170885  0.01692675  0.11593907 -0.10503943 -0.08619322  0.0173713
  0.04222123  0.05022026 -0.07098619  0.08492358  0.00954446 -0.1529555
  0.09243358 -0.14576322  0.08224479 -0.02250182  0.07361744  0.01900205
 -0.12197683 -0.00668097  0.04227934  0.22930148  0.02851227  0.00941641
  0.01193334  0.09510726 -0.11958534  0.14938505 -0.06904845  0.06755456
  0.07067964 -0.00696256 -0.0042645   0.00160663 -0.00581013 -0.08855595
 -0.062704    0.03454718 -0.09113767 -0.13904224 -0.0401722   0.07010788
 -0.1389822  -0.01047057  0.01002911 -0.0226298  -0.07549326  0.07462268
 -0.02278451  0.05966077 -0.04815268 -0.05810802 -0.01618073  0.15296695
 -0.09618808  0.06057679  0.07599986  0.17076369 -0.14225437 -0.02533804
  0.06605179 -0.02173059  0.04206259  0.03481182 -0.06210012  0.13004263
 -0.05260204 -0.14838094  0.04495231  0.1522377   0.04972524 -0.00449472
  0.15902583 -0.07703168 -0.27681142  0.13937071  0.03273704  0.26762745
 -0.16654089  0.06127282  0.12514849 -0.02088707  0.03539478 -0.13605748
 -0.06093052 -0.09427045  0.07857543  0.01951324  0.02684052 -0.02241413
  0.06521475 -0.08089802  0.39828002  0.07196627  0.06300602 -0.20112716
  0.26028392  0.2517564   0.21625777 -0.14330065 -0.16319704  0.18712501
  0.1853968  -0.18042263 -0.00526652 -0.15218094  0.00797545  0.05622378
 -0.10544347  0.11849122  0.23310542  0.28641063  0.30015644 -0.07987029
  0.36216205  0.42322758 -0.02306606  0.31407946 -0.08199741 -0.09778301
  0.33337304 -0.25057414 -0.1275284   0.3506329  -0.12348359  0.09101991
  0.27414733  0.17394775  0.16944249  0.28169522 -0.04789427  0.15883873
  0.21158062  0.06102552  0.02800364  0.03359342 -0.08541105 -0.01901472
 -0.02008581 -0.17246886  0.28465962  0.10728124  0.04622579 -0.06591513
  0.4240904  -0.06583719  0.12745751 -0.29144317  0.09365772  0.18240334
  0.00877568 -0.14356612  0.06515501  0.00314211 -0.34018406  0.00247302
  0.07589696  0.05245788  0.13915455 -0.36327058 -0.21611318 -0.11936242
  0.03916643  0.03033745 -0.11923039  0.01212155  0.15387172 -0.35859284
 -0.01142863 -0.02947349  0.07575375 -0.10669854 -0.01618553  0.00833538
  0.2007875   0.06870338 -0.11476085 -0.02990417 -0.20231125 -0.11255964
  0.09534027 -0.03996219  0.05087648 -0.06749947 -0.05694212  0.00725674]",49.275402,3.7196736,22522,716,4,0.0008151480928266,10.26065019336193,VBD,202,0.2546778534781668,51.444926402589694,0.0002090755993836,0.0503872194514504,0.0001953800180116,0.0009674372401829
proceeded,"[ 0.10807902 -0.07477753  0.00587473 -0.02004179  0.10578106  0.05358852
  0.0209242  -0.07501549 -0.10912767 -0.11632974 -0.0540139  -0.03332609
  0.04354059  0.06727293 -0.09401149  0.15779078 -0.16522351 -0.0819814
  0.02036288  0.06710887 -0.0984391   0.03587027 -0.00570503 -0.06362239
  0.14923818  0.00121224  0.05664336 -0.05236021 -0.07988118 -0.16527605
  0.11910273  0.12145595  0.09006954  0.04733854 -0.11181848  0.00637622
 -0.01565745  0.1102224   0.12472538 -0.04183037  0.05403034  0.0662551
 -0.03517563  0.04785475  0.19282019 -0.07909493  0.03987513 -0.02960474
 -0.02946694  0.06036655  0.00779792  0.00552543  0.13355415 -0.00540627
 -0.02519003 -0.0377671  -0.00682663  0.0756024  -0.11213734 -0.04775601
 -0.03464996 -0.00698858  0.16027117 -0.11827499 -0.20090823 -0.01859985
 -0.01619114 -0.00062674 -0.07409871  0.02807169 -0.0364104  -0.13533811
  0.03695013 -0.02965257  0.09290193 -0.02400407  0.0398634   0.02009616
 -0.03710123  0.0699454   0.01680137  0.25385812 -0.04460848 -0.043885
  0.05055236  0.15977786  0.01022231  0.05148783 -0.23706362  0.18733913
  0.05217699 -0.02830106 -0.05782531 -0.04883234  0.00467911 -0.1153134
 -0.06425982  0.10805595  0.01764182 -0.1295231  -0.04847187  0.00445013
 -0.05057698 -0.04683629  0.09630474 -0.05558392 -0.13021895  0.07134226
  0.02594452 -0.02422602 -0.03507862 -0.04838729 -0.02921952  0.11888304
 -0.10022522  0.05862151  0.02893335  0.11541349 -0.06818673  0.01851148
  0.02808881 -0.04186967  0.09197342 -0.04550449 -0.06904098  0.02957464
 -0.03724639 -0.1555674   0.03981934  0.15121718 -0.03348623  0.01335032
  0.10149294 -0.02074685 -0.2866171   0.05951846  0.04595927  0.20839943
 -0.17668316  0.06332685 -0.00310021  0.04825016  0.09241569 -0.0839047
 -0.02270783 -0.07717702  0.10813841 -0.02801461  0.07437117 -0.08213196
  0.0365269  -0.02295655  0.31304288  0.0594807   0.04178516 -0.14140464
  0.14299804  0.14824037  0.16910915 -0.09449197 -0.08361116  0.105126
  0.15552546 -0.06103584  0.01652209 -0.15659696  0.06061452  0.04605101
 -0.08413706  0.04751615  0.16143444  0.20118514  0.20003787 -0.04299933
  0.22238927  0.2410703  -0.02508988  0.14912465 -0.01254398 -0.04218313
  0.15580851 -0.13139816 -0.04074132  0.18161213 -0.04208005  0.02417541
  0.11705747  0.06548957  0.06645738  0.11150207 -0.04764868  0.09740224
  0.09599583  0.03218624  0.02243099  0.01778748 -0.00567129 -0.02334061
  0.01003085 -0.07033595  0.20444483  0.04202307  0.04030515 -0.05611358
  0.27709523 -0.0340966   0.09675456 -0.16445558  0.05484635  0.09712473
  0.02635758 -0.0653882   0.0075284   0.0223606  -0.21253146  0.00307021
  0.0636773   0.02766357  0.13384332 -0.2510704  -0.15771851  0.00738885
 -0.01685039  0.07863633 -0.07659034 -0.00295862  0.09963313 -0.23937392
  0.05916698 -0.04116859  0.03967278 -0.06795212 -0.03938557  0.03508529
  0.11224649  0.09188526 -0.10589077 -0.02079823 -0.16934118 -0.06993105
  0.11564219 -0.03257297  0.00440169 -0.07990453 -0.05890219  0.03702871]",19.540169,3.6114402,17101,59,9,6.717002440890378e-05,13.861822921264343,VBD,46,2.389327380172949,109.90905948795564,0.0001653507103402,0.0398495211920106,0.0,0.0026952367514641
go,"[ 0.18712685 -0.1666992   0.07265671  0.08502003  0.16727358 -0.00723777
  0.24666965 -0.20048682  0.09300178 -0.04373891 -0.04156984 -0.12437618
  0.11296384  0.09960131 -0.11024279  0.10162602 -0.05954507  0.01480211
  0.17867377  0.1757553  -0.1236662  -0.00592009 -0.14204605 -0.08482361
 -0.0257029  -0.0011804   0.30122638  0.2179343  -0.186045   -0.1551726
  0.22886494  0.11691255  0.00849475 -0.07592047 -0.1726025   0.07625706
  0.09661742  0.17240456  0.18243627 -0.09770474  0.09450841 -0.05562393
  0.04874998  0.10006409  0.04692668  0.01919292 -0.10362425  0.09311898
 -0.05207061  0.04511189 -0.01459866 -0.01274074 -0.08926702 -0.13903718
 -0.06560812 -0.07526351  0.07869267  0.15537845 -0.02837174 -0.12653887
 -0.06324638 -0.1174404   0.23644733 -0.0977561  -0.17322767  0.06777959
 -0.26372677 -0.05272504 -0.08455937  0.09989075  0.08296483  0.07028884
 -0.11393169  0.17512071  0.15787603  0.07631412  0.05299398  0.15097807
 -0.03592008  0.11061148 -0.03489973  0.08595399 -0.18527411 -0.02531283
  0.08580843  0.21271148  0.18839364 -0.10207423 -0.21510613  0.28673297
 -0.02686284  0.0197228  -0.13586377 -0.243102    0.07817184 -0.06023991
 -0.07630093  0.12638508  0.03662029  0.0810051   0.02875125  0.10531604
  0.06501867 -0.04444702  0.06214845 -0.09533981  0.12202169 -0.1688271
 -0.01919961 -0.12467535  0.00763861 -0.11169297  0.06990939 -0.1545773
 -0.17618039  0.07803212  0.13179456  0.04981665  0.08364309  0.06950843
 -0.01988958 -0.08881393  0.18804005 -0.14198148 -0.10995381 -0.1691784
  0.00135397 -0.11842152 -0.00745802  0.10980181 -0.10290533  0.03927308
 -0.10212068  0.08780879 -0.2001225  -0.07406124  0.04808588  0.1170481
 -0.17673564 -0.03182963 -0.09361367  0.02663371  0.17321171 -0.10452785
 -0.10012732 -0.11381724  0.1327495  -0.11625455  0.06941757 -0.18405953
 -0.13881469  0.10115351  0.17796074  0.15570125  0.09784818 -0.2658768
  0.06982563  0.10380675  0.04339555 -0.15353088 -0.11299533 -0.03902975
  0.30311176  0.01778831 -0.00241267 -0.27075028  0.11323946 -0.02462015
 -0.11764544  0.10135689  0.17423727  0.35238922  0.13475673 -0.11576813
  0.10031113  0.03774985 -0.02417343 -0.0586823  -0.03638512  0.06865535
  0.06578032 -0.41021562 -0.00056188  0.27741078 -0.02865415 -0.00543325
  0.22899748 -0.05629992  0.06370237 -0.21117587 -0.18828166  0.24872914
  0.00196054  0.16769877 -0.01921809  0.17420644  0.03365403 -0.07209463
  0.13572535  0.06339366  0.23242481  0.026374    0.15963799  0.06438957
  0.4755182  -0.08208723  0.21030252  0.12529731  0.1422356   0.0797075
  0.18001631 -0.01887458 -0.00762224  0.14280258 -0.07954195 -0.06745254
  0.25703317  0.19362073  0.32601854 -0.19043788 -0.37999055  0.13036615
 -0.00485415  0.29648057 -0.00858323 -0.01461379  0.09796806 -0.05389922
  0.16049668 -0.04934513 -0.11549701 -0.00838833 -0.17665893 -0.10434816
  0.17508146  0.02322666 -0.13449094 -0.16507329 -0.189894   -0.00229898
  0.19027106  0.01794743 -0.11384919 -0.13624614 -0.15352932  0.07019822]",-50.062572,7.2041373,9615,996,2,0.0011339210900214,9.784464038558104,VB,220,0.131529622705302,28.936516995166446,0.0001644303306713,0.0396277096917863,0.000136938701411,0.0005761068379949
course,"[ 0.30043128 -0.32776192  0.14684898  0.00269862  0.28928927 -0.00067477
  0.26367018 -0.24619788  0.0332936  -0.14643492 -0.09921916 -0.11508559
  0.07349028  0.09307811 -0.18658096  0.16568711 -0.09694336 -0.01653636
  0.18487044  0.18590276 -0.1317853  -0.02088511 -0.10861669 -0.04124509
  0.04085389  0.0276439   0.2685354   0.09730885 -0.23143952 -0.3152105
  0.20821005  0.20151283 -0.04593579 -0.06161125 -0.22438303  0.13240886
  0.10656897  0.27959803  0.2756495  -0.11630579 -0.02089879 -0.041286
  0.14800993  0.05275902  0.20368962 -0.0910366  -0.04640114 -0.03803272
 -0.07066578  0.16812234 -0.04498538 -0.08791041 -0.03494036 -0.07770879
 -0.06297561 -0.04528932  0.0804261   0.20245281 -0.09714376 -0.17938109
 -0.12993851 -0.13779819  0.27799743 -0.10080632 -0.28790742 -0.04811342
 -0.20468594 -0.13708907 -0.06966098  0.00065165 -0.02287843  0.04375429
 -0.10319134  0.22232555  0.17919835 -0.02594786 -0.01045385  0.1206296
  0.07404558  0.21314679 -0.03084078  0.227831   -0.22594208 -0.09232877
  0.10303461  0.22164324  0.2640171  -0.12851909 -0.47468814  0.38804236
 -0.04223004  0.00590556 -0.1754459  -0.29690072  0.06985009 -0.153875
 -0.11985474  0.21318753  0.1594703  -0.03359708 -0.03993205  0.02031448
  0.06487572 -0.07177514  0.1747213  -0.10259043 -0.0617611  -0.06084549
  0.08383334 -0.18208908 -0.0099917  -0.11170723  0.01809214 -0.05033791
 -0.18775958  0.0670477   0.05257457  0.00804145  0.09969246  0.14221802
 -0.03236653 -0.10632112  0.28145066 -0.21535829 -0.08485606 -0.20651494
  0.00242915 -0.17487536  0.03751338  0.17093395 -0.1644387   0.03251167
 -0.04517245  0.10649893 -0.26688042 -0.08797188  0.07419977  0.17078947
 -0.20296644  0.04784289 -0.18566366  0.07052824  0.18860166 -0.09075271
  0.00497632 -0.09205636  0.18556543 -0.11362568  0.11202321 -0.20679472
 -0.07990809  0.12545067  0.1830421   0.05364479  0.03302151 -0.15923157
 -0.00901532  0.03613418  0.05815986 -0.05397731  0.00203614 -0.07910691
  0.23417063  0.08210963  0.0503585  -0.18760328  0.135164    0.05605951
 -0.09385452  0.01969552  0.10098207  0.2128919   0.08460907 -0.05384455
 -0.00558751 -0.08619982 -0.04837928 -0.11827634  0.02005978  0.09679356
 -0.00507859 -0.22425856  0.14209679  0.04011764  0.05503879 -0.05738894
  0.03027477 -0.11300258 -0.0114382  -0.2030162  -0.16249394  0.1221764
 -0.09422024  0.12459973  0.00874104  0.1345037   0.12972741  0.00458743
  0.09654913  0.12696858  0.0557274  -0.03439325  0.10993741  0.01544216
  0.18364692  0.00608321  0.10594306  0.18638836  0.06028241 -0.00531585
  0.12981337  0.06181818 -0.03995112  0.10080714  0.00950047 -0.05386286
  0.13387157  0.08430741  0.19275597 -0.04394651 -0.19717097  0.18560271
 -0.02811101  0.23406874  0.03408613 -0.04162428  0.00844423  0.07266723
  0.17476806 -0.03426852 -0.10424688  0.04241624 -0.13523936 -0.01119058
  0.04039361  0.10662533 -0.07101154 -0.07963412 -0.10151783 -0.0134083
  0.15576883  0.02246584 -0.13090543 -0.15304346 -0.09587467  0.10877275]",-47.13648,-5.1667953,5087,656,6,0.0007468395934278,10.386913966008102,NN,197,0.2908375167735854,57.29499080439632,0.000233674243753,0.0563154927444827,0.0001851878489484,0.0014940283395903
having,"[ 6.22071698e-02 -2.04028189e-02 -3.31758969e-02 -7.74718001e-02
  4.83868644e-02  5.84011227e-02 -1.10559940e-01  1.08258076e-01
 -1.64933681e-01 -1.49189308e-01  1.27085922e-02  5.77095188e-02
  6.09510858e-03  6.18375577e-02 -6.16948083e-02  1.19602747e-01
 -2.59110004e-01 -2.09027961e-01 -9.11580957e-03  2.62935869e-02
 -3.80699635e-02  8.18999857e-02  2.65612211e-02 -9.56121832e-02
  4.02196348e-01  5.95909059e-02 -5.27785532e-02 -2.22111434e-01
 -1.95481884e-03 -3.26347083e-01  4.14711274e-02  1.72913060e-01
  1.08614445e-01  1.13211349e-01 -1.26971051e-01  1.33750471e-03
 -1.32107005e-01  1.03607148e-01  8.83646607e-02  5.15827872e-02
 -3.92654017e-02  1.04649290e-01 -1.86114069e-02  5.25454283e-02
  3.45172256e-01 -3.33643258e-01  4.75755706e-02 -2.14876115e-01
 -3.86239514e-02  1.22387245e-01  2.35498324e-02  1.00526072e-01
  2.81112283e-01  1.75264388e-01 -3.20241936e-02 -4.08537835e-02
 -1.24566957e-01  4.05857041e-02 -1.73014730e-01 -1.05179429e-01
 -8.68250504e-02  1.85390399e-03  1.39824927e-01 -2.07104236e-01
 -3.06580901e-01 -8.78890380e-02  1.20463789e-01 -1.16990721e-02
 -1.17598012e-01  5.59546314e-02 -1.01436846e-01 -1.84934482e-01
  5.71591109e-02 -4.06411998e-02  1.88065320e-01 -2.41215229e-01
  4.58411910e-02 -3.11609171e-02 -4.79790033e-05  1.61624640e-01
 -6.99696364e-03  4.56959069e-01 -1.31135713e-02 -1.12690449e-01
  9.43102501e-03  1.25821084e-01 -5.16476706e-02  1.53361037e-01
 -3.85787994e-01  2.47297496e-01  1.10014260e-01 -2.29442660e-02
 -9.07976180e-02 -4.22501937e-02 -6.03599055e-03 -2.49625832e-01
 -1.62636295e-01  1.97533697e-01  3.34176272e-02 -2.97798216e-01
 -1.36470124e-01  6.26616925e-02 -1.27911687e-01 -5.43122068e-02
  1.82118163e-01 -3.02223042e-02 -1.96322650e-01  1.51390478e-01
  1.48271531e-01 -6.37258962e-02 -1.73013136e-01 -7.80809522e-02
 -6.34154901e-02  2.10260138e-01 -4.92712073e-02  5.07911146e-02
 -4.27730717e-02  1.47591293e-01 -1.24491014e-01  1.15419194e-01
 -2.31870357e-02  4.82467981e-03  1.55817658e-01 -9.98425931e-02
 -1.51666716e-01  5.84205426e-02 -5.10037353e-04 -2.59252995e-01
 -9.56636574e-03  2.07315952e-01 -8.36882517e-02  1.12254797e-02
  1.26465380e-01 -1.19750820e-01 -3.35797906e-01  1.26155078e-01
  1.94017693e-01  3.61930370e-01 -1.28832400e-01  1.20281681e-01
 -8.50177929e-02  2.06372309e-02  7.21670464e-02 -1.90637216e-01
  4.24004942e-02 -1.29452333e-01  1.72638908e-01  1.34412170e-04
  1.30870566e-01 -7.88126141e-02  1.14164993e-01  3.85781825e-02
  4.76065159e-01  1.47824138e-02  6.25294819e-02 -1.57088265e-01
  1.68232232e-01  2.66251057e-01  2.35730708e-01 -5.10693975e-02
  5.25035448e-02  1.34984225e-01  6.59256056e-02 -8.19425210e-02
  1.25569552e-02 -1.24329552e-01  1.20156310e-01  1.20828450e-01
 -9.96518061e-02  2.48641483e-02  2.04435974e-01  1.84824690e-01
  2.90169001e-01  7.44808419e-03  2.62797862e-01  2.90707529e-01
 -5.57475276e-02  1.63285136e-01 -6.12240061e-02 -7.67765343e-02
  2.66806751e-01 -7.99278244e-02  1.23688266e-01 -4.79876623e-02
 -8.80625695e-02 -4.74276841e-02 -1.93205159e-02  7.62535632e-02
  1.11237027e-01  2.49224722e-01 -1.09315589e-02 -1.20591726e-02
  2.15183087e-02 -9.28623229e-02 -1.57530338e-03  1.48605788e-02
  6.31487742e-02  9.41232815e-02 -4.96720113e-02 -1.22618467e-01
  8.19758233e-03  6.91401362e-02 -3.42238368e-03 -1.10701397e-01
  4.94807540e-03  7.06171617e-02  1.77872262e-03 -1.95400208e-01
  3.83687839e-02  4.99392636e-02 -9.07781869e-02  2.71036383e-02
  3.86365503e-02 -7.24029317e-02 -1.40610501e-01 -5.59820607e-02
 -6.01182319e-02 -9.75137949e-02 -1.42651536e-02  2.40007807e-02
  4.45262641e-02 -1.75015982e-02  3.15759256e-02 -1.17202260e-01
 -1.39422417e-02  6.95890514e-03  5.08167185e-02 -1.87158927e-01
 -1.04240449e-02  1.02646105e-01  9.84448269e-02 -1.02602549e-01
  8.50186199e-02  7.66354129e-02 -5.89869618e-02  7.47473985e-02
  2.30495594e-02  1.68676347e-01 -3.03384243e-03 -6.22461289e-02
 -1.48535206e-03 -5.32862869e-05 -7.93419965e-03 -1.53508767e-01
  1.18600484e-02  1.13320336e-01]",7.482467,-21.321144,10259,349,6,0.0003973277715035,11.297382744416533,VBG,139,0.7939482635064543,110.35880862739717,0.0002785259310514,0.0671247493833943,0.0002297968924765,0.0022389967949984
was,"[-0.1450247   0.16792648 -0.08816747 -0.10664976 -0.1502825  -0.04199646
 -0.16182783  0.27020025 -0.06689762 -0.05346804  0.13947646  0.06612363
  0.0182448   0.03300255  0.05956721  0.01027123 -0.13507499 -0.17239384
 -0.06513004 -0.02361347  0.08852332  0.05945132 -0.01232083 -0.08884367
  0.31756857  0.05275283 -0.05248272 -0.23050573  0.10505738 -0.10072028
 -0.06620716  0.07437041  0.05188301 -0.02939975  0.05251755 -0.08501967
 -0.09664614  0.03023856  0.00621413  0.14335465 -0.0400622   0.03218893
  0.02733796  0.07775977  0.21186574 -0.35149956  0.05390622 -0.0928519
 -0.01122352  0.04150166  0.09953889  0.16599141  0.18834822  0.13222845
 -0.07186896 -0.03018909 -0.0970121  -0.04077752 -0.05447631 -0.05938843
 -0.07803851 -0.01613105  0.05223653 -0.06767303 -0.14464599 -0.1073276
  0.12835458 -0.01502993 -0.10739227  0.06895451 -0.00691071 -0.14609921
  0.06932012 -0.04762843  0.15585496 -0.2371147   0.04411653 -0.00406994
 -0.09432702  0.12218313  0.05137193  0.3792368   0.00660527 -0.10425901
 -0.01779923  0.11844116 -0.07753832  0.1418784  -0.2569029   0.22988917
  0.05469307  0.03579185 -0.01075302 -0.07751346  0.03554108 -0.13479994
 -0.08927558  0.12962654 -0.05544838 -0.24368817 -0.08527825  0.16995458
 -0.05901927 -0.00173615  0.0966808   0.01723166 -0.1361312   0.10407133
  0.09853607 -0.06155916 -0.1430007  -0.14425237 -0.01276001  0.13391797
 -0.07020841  0.00931362  0.00263297  0.17509969 -0.04029182  0.13463184
 -0.01691713 -0.01273542  0.15720509 -0.13186167 -0.12037202  0.09473784
 -0.06586412 -0.23093344 -0.04619053  0.16155502 -0.06345741  0.03372046
  0.01891775 -0.12132331 -0.2519569   0.10297608  0.16496201  0.29900748
 -0.18425792  0.10258686 -0.02603682  0.03167744  0.06856671 -0.30705538
  0.05658668 -0.19065535  0.12387879  0.04390025  0.12954201 -0.06095476
  0.10599199  0.0355683   0.5288984  -0.01340111  0.13984759 -0.25070062
  0.27867904  0.3400422   0.306198   -0.1652944   0.00389745  0.12386833
  0.14888823 -0.0813568   0.01335651 -0.20144132  0.17542654  0.15258087
 -0.15345877  0.12667926  0.32826188  0.32367295  0.37377325 -0.03502265
  0.37149328  0.33591452 -0.08768284  0.20609502 -0.04829846 -0.0744112
  0.33737877 -0.1573418   0.18617663  0.10061257 -0.12035583 -0.03083327
  0.08597184  0.07493384  0.18637715  0.20382512 -0.02673976  0.10313946
  0.08754471 -0.01137374 -0.02703507  0.03647803 -0.00155703  0.12942056
  0.00428036 -0.1335025   0.17319132  0.11699756  0.02951731 -0.09142787
  0.19930542  0.09801114  0.06440461 -0.22505066  0.12489716  0.0197319
  0.01311956 -0.07365534  0.11034058  0.02179029 -0.29767    -0.09222408
  0.06209717 -0.03967246  0.09402115 -0.02572476 -0.09713577 -0.02555011
  0.01832668 -0.01655805 -0.11185575  0.04184693  0.16660105 -0.25900966
  0.037578    0.07655528  0.02267648 -0.10220142 -0.04354265  0.06685585
  0.02403557  0.09670272 -0.05840826  0.07240261 -0.11260731 -0.11175478
  0.07369361 -0.01756559  0.01789875 -0.24870403 -0.04418777  0.18855053]",32.36361,-11.830588,24164,13115,3,0.0149310994936063,6.065535783473838,VBD,241,0.0,0.0,0.0,0.0,0.0,0.0
