term_str,n,max_pos
chimneys,14,VB
chimpanzee,4,NN
chimpanzees,1,NN
chin,21,NN
china,9,NN
chink,4,NN
chinking,1,NN
chins,1,NN
chintz,1,NN
chirp,1,NN
chit,1,NN
chivalry,1,NN
chloral,4,NN
chloride,5,NN
chloroform,4,NN
chocolate,3,NN
choice,10,NN
choke,2,NN
choking,2,NN
cholera,1,NN
choose,10,VB
chops,1,NN
chorus,2,NN
chosen,5,NN
chow,7,NN
chronic,1,NN
chronicler,1,NN
chuck,2,VB
chuckle,5,NN
chuckled,3,NN
chuckling,1,NN
chum,1,VB
church,6,NN
churchyard,1,NN
château,2,NN
chéri,1,NN
cider,1,NN
cigar,8,NN
cigarette,44,NN
cigarettes,3,NN
cinder,2,NN
cinderella,7,NN
cinema,1,NN
cipher,4,NN
ciphers,1,NN
circle,4,NN
circles,3,NN
circlet,1,NN
circular,1,NN
circulation,2,NN
circumstance,7,NN
circumstances,27,NN
circumstancesand,1,NN
circumstancesyes,1,NN
circumvent,1,VB
citizen,2,NN
city,11,NN
citywards,1,NN
citywith,1,NN
civilisation,3,NN
civilities,1,NN
civilization,2,NN
civilized,1,NN
civilly,2,NN
clad,2,NN
claim,9,NN
claimant,2,NN
claims,1,NN
clairvoyant,1,NN
clam,1,NN
clamour,1,NN
clamours,1,NN
clarence,4,NN
clasp,1,NN
class,29,NN
classes,3,NN
classified,1,VB
clatter,1,NN
claud,1,NN
clay,2,NN
clean,3,NN
cleaned,1,NN
cleaners,1,NN
clear,27,VB
cleared,3,NN
clearer,2,NN
clearing,7,NN
clearit,1,NN
clearly,10,NN
clearlyi,1,NN
clearness,3,NN
clef,1,NN
clemency,1,NN
clergy,1,NN
clergyman,1,NN
clergymans,2,NN
clerk,16,NN
clerks,2,NN
clever,35,NN
cleverer,1,NN
cleverest,2,NN
cleverestmy,1,NN
cleverly,3,NN
cleverness,3,NN
clew,6,NN
click,5,NN
clicked,1,NN
clicking,2,NN
client,4,NN
clients,3,NN
cliff,3,NN
cliffs,1,NN
climate,3,NN
climax,1,NN
climb,7,NN
cloak,8,NN
clock,31,NN
clockone,1,NN
clocks,1,NN
clor,1,NN
close,18,NN
closed,5,NN
closely,12,NN
closer,2,NN
closing,1,NN
cloth,4,NN
clothe,1,VB
clothed,1,VB
clothes,16,NN
clothesstuffed,1,NN
clothing,7,NN
cloud,2,NN
clouds,1,NN
club,4,NN
clue,49,NN
cluea,1,NN
clues,3,NN
clump,3,NN
clumping,1,NN
clumsiness,1,NN
clumsy,2,NN
clung,2,NN
cluster,1,NN
clustering,1,NN
clutch,1,NN
clutches,3,NN
clutching,1,NN
co,1,NN
coach,1,NN
coal,5,NN
coals,1,NN
coalsand,1,NN
coarse,2,NN
coarsely,1,NN
coarsened,1,VB
coast,7,NN
coat,39,NN
coated,1,NN
cobra,3,NN
cobweb,1,NN
cobwebs,1,NN
cocaine,7,NN
cock,5,NN
cockney,1,NN
cockroaches,1,NN
cocktail,1,NN
cocoa,27,NN
cocoamark,1,NN
code,6,NN
coerce,1,VB
coffee,87,NN
coffeemrs,1,NN
coffees,1,NN
coffin,2,NN
coif,1,NN
coincide,1,VB
coincided,1,VB
coincidence,25,NN
coincidences,1,NN
cold,14,NN
coldest,1,NN
coldly,31,NN
coldness,2,NN
collapse,2,NN
collar,10,NN
collars,1,NN
colleague,10,NN
colleagues,2,NN
collect,3,VB
collecting,1,NN
collection,7,NN
collectively,1,VB
college,1,NN
collision,2,NN
colloquy,2,NN
colonel,41,NN
colonels,3,NN
colonelwas,1,NN
colonies,2,NN
color,11,NN
colored,1,NN
colossal,5,NN
colour,27,NN
colouring,3,NN
colouryou,1,NN
column,4,NN
combination,2,NN
come,325,VB
comedian,1,NN
comedy,7,NN
comer,7,NN
comes,6,NN
comfort,9,NN
comfortable,1,NN
comforted,2,NN
comforter,1,NN
comic,1,NN
comicas,1,NN
coming,6,NN
command,22,NN
commanded,1,NN
commanders,1,NN
commanding,1,NN
commands,1,NN
commence,1,NN
commencement,1,NN
commend,3,VB
comment,5,NN
commentgone,1,NN
comments,2,NN
commissary,32,NN
commissarys,2,NN
commission,4,NN
commit,15,VB
committal,1,NN
committally,2,NN
committed,5,NN
common,3,NN
commoner,1,NN
commonplace,2,NN
communicate,3,VB
communication,12,NN
communicativeness,1,NN
communities,1,NN
companion,25,NN
companions,1,NN
company,30,NN
companys,1,NN
compare,4,VB
comparison,2,NN
compartment,6,NN
compartmentdictating,1,NN
compartmenti,1,NN
compartments,1,NN
compensation,2,NN
competence,1,NN
competent,3,NN
competition,1,NN
complacence,1,NN
complacency,3,NN
complacent,1,NN
complacently,5,NN
complain,3,VB
complained,1,VB
complaints,1,NN
complete,3,VB
completed,1,VB
completely,7,NN
complex,2,NN
complexi,1,NN
complexion,8,NN
complicate,3,NN
complication,1,NN
complicity,6,NN
complied,1,NN
compliment,8,NN
compliments,2,NN
complot,1,NN
composed,2,NN
composedly,3,NN
composing,1,NN
composure,3,NN
compounds,1,NN
comprehend,14,VB
comprehendingly,2,NN
comprehension,4,NN
compris,1,NN
compromise,5,NN
compromising,1,NN
comrade,3,NN
comrades,1,NN
comradeship,1,NN
conceal,24,VB
concealing,1,NN
concealment,2,NN
concealments,3,NN
concede,1,VB
conceit,1,NN
conceivably,1,NN
conceive,1,VB
conceived,1,NN
concentrate,1,VB
concentration,2,NN
conception,3,NN
concern,10,NN
concerned,5,NN
concerns,1,NN
concessions,2,NN
concierge,1,NN
concisely,1,VB
conclave,1,NN
conclude,3,VB
concluding,1,NN
conclusion,29,NN
conclusions,4,NN
conclusionsyes,1,NN
concussion,2,NN
condemn,1,VB
condense,1,VB
condescendingly,3,NN
condescension,1,NN
condition,13,NN
conditions,3,NN
condole,1,VB
conduct,6,NN
conductor,1,NN
conductress,1,NN
confederate,2,NN
conference,6,NN
confess,16,VB
confession,11,NN
confessor,3,NN
confide,9,VB
confidence,43,NN
confidences,1,NN
confident,3,NN
confidentially,1,NN
confidently,3,NN
confine,1,VB
confinement,3,NN
confirm,4,VB
confirmation,2,NN
confirmatory,1,VB
confirmed,1,NN
confirms,1,NN
conflict,5,NN
conflicting,1,NN
conform,1,NN
confront,1,VB
confronting,1,NN
confuse,3,VB
confused,3,NN
confusion,15,NN
conglomeration,1,NN
congratulate,11,NN
congratulation,1,NN
congratulations,1,NN
congratulatory,1,NN
coniine,1,NN
conjecture,1,NN
conjectures,1,NN
conjunction,2,NN
conjuring,3,NN
connect,6,VB
connected,1,NN
connecting,1,NN
connection,36,NN
connections,1,NN
connivance,2,NN
connoisseur,2,NN
conquering,1,NN
conquerorone,1,NN
conquest,1,NN
conrad,3,VB
conscience,12,NN
conscious,1,NN
consciously,1,NN
consciousness,13,NN
consent,7,NN
consented,1,NN
consentedalso,1,NN
consequence,16,NN
consequencejust,1,NN
consequences,2,NN
consequent,1,NN
consider,21,VB
considerably,3,VB
consideration,9,NN
considered,2,NN
consisting,1,NN
consolation,3,NN
consolations,1,NN
console,2,VB
consoling,1,NN
consolingly,2,NN
consonants,1,NN
conspiracies,1,NN
conspiracy,1,NN
conspirator,2,NN
constable,11,NN
consternation,2,NN
constituency,2,NN
constitutesit,1,NN
constitution,1,NN
constrainedly,2,NN
constraint,3,NN
construction,2,NN
consult,5,VB
consultation,1,NN
consummate,4,NN
contact,5,NN
contain,6,VB
contained,1,NN
containing,1,NN
contemplation,2,NN
contempt,6,NN
contemptuous,2,NN
contemptuously,1,NN
contend,2,VB
content,4,NN
contentedly,1,NN
contention,3,NN
contents,7,NN
contest,3,NN
continent,5,NN
contingency,2,NN
contingent,1,NN
continually,3,NN
continue,16,VB
continued,13,NN
continuing,1,NN
contract,6,NN
contradict,5,VB
contradiction,1,NN
contradictory,2,NN
contrary,21,NN
contrast,4,NN
contretemps,2,NN
contribute,1,VB
contritely,1,NN
contrivance,1,NN
control,13,NN
controlled,1,NN
controversy,1,NN
conundrum,1,NN
convenience,3,NN
convenient,1,NN
convention,1,NN
conventional,1,NN
conversant,2,NN
conversation,91,NN
conversationalist,1,NN
conversationally,1,NN
conversationdoubtless,1,NN
conversations,1,NN
converse,3,VB
convert,2,VB
converts,1,NN
convey,5,VB
conveying,1,NN
convict,1,VB
conviction,8,NN
convince,5,VB
convinced,6,NN
convincing,1,NN
convolvulus,1,NN
convoy,1,NN
convulsion,2,NN
convulsions,1,NN
convulsive,1,NN
convulsively,1,NN
cook,18,NN
cooking,4,NN
cool,5,NN
cooled,1,NN
coolest,1,NN
cooling,1,NN
coolly,1,NN
coolness,3,NN
cope,1,VB
cops,1,NN
copse,3,NN
copy,10,NN
copying,1,NN
coquettishly,1,NN
cord,8,NN
cordiality,1,NN
cordially,1,VB
cordon,4,NN
core,1,NN
cork,1,NN
corn,1,NN
corner,71,NN
cornered,1,VB
cornflower,1,NN
coroner,3,NN
coronets,1,NN
corps,2,NN
corpse,7,NN
correct,17,NN
correctly,2,NN
correspond,3,VB
correspondence,9,NN
correspondent,3,NN
corridor,18,NN
cortina,1,VB
cosmetics,1,NN
cost,11,NN
costs,5,NN
costume,8,NN
costumiers,1,NN
cosy,1,NN
cottage,9,NN
cotton,3,NN
couch,9,NN
cough,4,NN
coughed,3,NN
could,9,NN
couldnt,33,NN
council,3,NN
counsel,6,NN
counsels,2,NN
count,11,VB
countenance,20,NN
counter,8,NN
counterattack,1,NN
counterfeited,1,NN
counterfoil,1,NN
counters,2,NN
countess,16,NN
countesss,2,NN
counting,1,NN
countries,1,NN
country,76,NN
countrydamn,1,NN
countrypeople,1,NN
countryside,1,NN
counts,2,NN
county,6,NN
coup,8,NN
couple,41,NN
courage,10,NN
couragefor,1,NN
course,412,NN
courseah,1,NN
courseand,1,NN
coursebut,2,NN
coursesi,1,NN
coursethat,1,NN
court,18,NN
courtand,1,NN
courteous,1,NN
courteously,2,NN
courtesy,5,NN
courtliness,1,NN
cousin,28,NN
cousins,3,NN
cousinship,1,NN
cove,1,NN
cover,12,VB
covering,1,NN
coward,5,NN
cowards,1,NN
cowley,1,NN
coyly,1,VB
crab,1,VB
crabbed,1,NN
crack,8,NN
cracking,1,NN
crackling,1,NN
cradle,3,NN
crafty,1,NN
crag,1,NN
cramp,1,NN
cramped,1,NN
cranchester,2,NN
crash,9,NN
crashing,1,NN
crave,1,VB
craving,1,NN
crazed,1,NN
crazy,1,VB
creak,2,NN
creaking,3,NN
cream,10,NN
creamy,1,NN
create,5,VB
creature,20,NN
credence,3,NN
credentials,4,NN
credible,1,VB
credibly,1,NN
credit,10,NN
creditable,2,NN
credulity,1,NN
creed,3,NN
creep,7,NN
creeper,1,NN
creepers,1,NN
crepe,1,NN
crept,10,NN
crescent,1,NN
crest,2,NN
crestfallen,4,NN
crevice,3,NN
cricket,2,NN
cricketer,1,NN
cricketers,7,NN
cried,2,VB
cries,1,NN
crime,169,NN
crimebut,1,NN
crimeit,1,NN
crimeof,1,NN
crimes,6,NN
crimeyoud,1,NN
criminal,27,NN
criminalbut,1,NN
criminalone,1,NN
criminals,8,NN
criminology,2,NN
crimson,2,NN
crimsoning,1,NN
crise,1,NN
crisis,5,NN
crisp,3,NN
criticism,1,NN
criticize,2,VB
crockery,1,NN
crocodiles,1,NN
croftlands,1,VB
cronies,1,NN
crony,1,NN
crook,15,NN
crooked,1,NN
crooks,4,NN
crop,1,NN
cropper,1,NN
croquet,3,NN
cross,27,NN
crossing,1,NN
crossings,1,NN
crossly,1,NN
crowd,11,NN
crown,6,NN
crowther,1,NN
crude,3,NN
cruel,6,NN
cruelty,1,NN
crumble,1,VB
crumbled,1,NN
crumbs,4,NN
crumpet,1,NN
crush,1,NN
crushed,1,NN
crux,4,NN
cry,55,NN
crying,3,NN
cryptic,1,NN
cryptically,2,NN
crystalline,1,NN
crystals,1,NN
crêpe,1,NN
cuare,1,NN
cubicle,1,NN
cubist,1,NN
cue,5,NN
cuff,2,NN
cuffs,1,VB
cul,1,NN
cultivate,1,VB
culture,1,NN
cultured,1,NN
cum,1,NN
cumber,1,NN
cunning,4,NN
cup,46,NN
cupboard,20,NN
cupboardthats,1,NN
cupidity,1,NN
cups,12,NN
curare,1,NN
curate,1,NN
curator,4,NN
curb,1,NN
curdling,1,NN
cure,4,NN
cured,1,NN
curieux,1,NN
curio,9,NN
curios,5,NN
curiosity,44,NN
curious,16,NN
curiously,30,NN
curls,1,NN
currant,1,NN
curry,13,NN
curse,7,NN
curses,1,NN
cursing,1,NN
cursive,1,NN
curt,5,NN
curtail,1,VB
curtain,13,NN
curtains,9,NN
curtly,2,NN
curve,7,NN
curved,1,NN
curves,1,NN
curving,1,NN
curé,1,NN
cushion,4,NN
cushions,3,NN
custody,6,NN
custom,6,NN
customer,2,NN
cut,40,NN
cute,1,NN
cuts,1,VB
cutter,1,NN
cutting,5,NN
cylinder,2,NN
cynic,1,NN
cynical,1,NN
cynosure,1,NN
cynthia,4,NN
célèbre,2,NN
d,1,NN
dab,2,VB
daccord,1,NN
dagger,81,NN
daggers,1,NN
daily,2,NN
dainty,2,NN
dam,1,NN
damage,2,VB
dame,5,NN
damn,15,NN
damnable,1,NN
damned,2,NN
damnedest,1,NN
damning,1,NN
damp,4,NN
dance,12,NN
dancer,10,NN
dancers,1,NN
dances,1,NN
dancing,2,NN
dandelion,1,NN
dandy,1,NN
danged,1,NN
danger,55,NN
dangerand,1,NN
dangerbut,1,NN
dangerhence,1,NN
dangerlook,1,NN
dangerous,3,VB
dangers,1,NN
dangleterre,1,NN
danvers,1,NN
dapper,1,NN
dare,22,NN
darent,4,NN
daresay,1,NN
daring,2,NN
dark,55,NN
darkly,4,NN
darkness,21,NN
darknessthe,1,NN
darling,12,NN
darn,2,NN
darned,1,NN
darrell,1,NN
darrêt,1,NN
dart,2,NN
darting,1,NN
dash,9,NN
dashing,1,NN
date,28,NN
dateand,1,NN
dated,1,NN
dates,1,NN
daughter,46,NN
daughters,4,NN
dawdle,1,VB
dawn,8,NN
dawns,1,NN
day,359,NN
dayand,1,NN
dayat,1,VB
dayblown,1,NN
dayinside,1,VB
daylight,19,NN
dayor,1,VB
days,40,NN
dayshould,1,NN
daysjust,1,NN
daythey,1,VB
daythursday,1,VB
dayyou,1,NN
dazed,3,NN
dazzling,1,NN
dead,50,NN
deadbut,1,NN
deaf,1,NN
deafening,1,NN
deal,93,NN
dealings,1,NN
dealt,3,NN
dear,83,NN
dearest,1,NN
dearies,1,NN
dears,1,NN
death,183,NN
deathit,1,NN
deathoror,1,NN
deathshe,2,NN
deaththe,1,NN
debar,1,VB
debit,2,NN
debonair,2,NN
debris,1,NN
debt,3,NN
debtbadly,1,NN
debts,3,NN
decade,1,NN
decanter,1,NN
decay,1,NN
deceased,2,NN
deceaseds,3,NN
deceit,1,NN
deceive,18,VB
deceived,1,VB
deceiver,1,NN
decency,2,NN
decent,2,NN
deception,4,NN
decide,7,VB
decided,1,NN
decidedly,9,NN
decision,17,NN
decisively,2,NN
deck,55,NN
decks,1,NN
deckvery,1,NN
deckwhooshwhooshwhooshthe,1,NN
declaration,1,NN
declare,9,VB
declared,4,NN
declaring,1,NN
decline,1,NN
decode,1,VB
decoding,1,NN
decorous,1,NN
decorum,2,NN
decoy,7,VB
decree,1,VB
decrepit,1,NN
deduce,2,VB
deduction,7,NN
deductionquite,1,NN
deductions,4,NN
deed,4,NN
deem,1,VB
deep,4,NN
deepened,3,NN
deeply,6,NN
deepvery,1,NN
defamation,1,NN
defeat,6,NN
defeated,2,NN
defence,15,NN
defences,2,NN
defend,4,VB
defense,1,NN
defensive,1,NN
defer,1,VB
deference,4,NN
deferential,1,NN
deferentially,1,NN
defiance,3,NN
defiant,1,VB
defiantly,3,NN
define,1,VB
definite,4,NN
definitely,3,NN
definitelyunless,1,NN
deft,1,NN
defy,1,NN
degeneracy,1,NN
degenerate,2,NN
degree,15,NN
deign,1,NN
delay,32,NN
delayed,1,NN
delegation,1,NN
deliberate,4,NN
deliberately,4,NN
delicacy,6,NN
delicate,4,NN
delicately,3,NN
delight,10,NN
delighted,3,NN
delightedly,2,NN
delightful,4,NN
delilahthats,1,VB
delinquent,1,NN
deliriously,1,NN
deliver,13,VB
delivery,3,NN
delude,1,VB
demain,1,NN
demand,18,NN
demands,1,NN
demeanor,1,NN
demeanour,6,NN
demi,1,NN
demise,3,NN
democracy,1,NN
demoiselle,1,NN
demolish,1,VB
demonstration,3,NN
demure,1,NN
demurely,4,NN
demurred,1,NN
den,1,NN
denby,1,NN
denial,4,NN
denials,2,NN
denise,1,NN
denote,1,VB
denounce,3,VB
dense,3,NN
denser,2,NN
dentist,2,NN
denunciation,1,NN
deny,13,VB
depart,12,VB
departed,11,NN
departing,2,NN
department,5,NN
departure,36,NN
departures,1,NN
depend,4,NN
depended,1,NN
dependent,1,NN
depends,5,NN
deposit,3,NN
deposited,1,VB
depot,3,NN
deprecatingly,1,NN
depressant,1,NN
depressed,2,NN
depression,2,NN
depths,1,NN
derange,2,NN
derangement,1,NN
derision,1,NN
descend,4,VB
descended,3,NN
descending,1,NN
descent,1,NN
describe,16,VB
describes,1,NN
description,28,NN
desert,4,NN
deserted,2,NN
deserts,1,NN
design,8,NN
designing,1,NN
desire,15,NN
desk,48,NN
desklocked,1,NN
desolate,3,NN
desolated,1,NN
desolation,1,NN
despair,17,NN
despairing,1,NN
despatch,16,NN
desperate,8,NN
desperately,5,NN
desperation,3,NN
despise,4,NN
despised,1,NN
despises,1,VB
despondency,1,NN
despondently,1,NN
destination,9,NN
destroy,17,VB
destroyed,1,NN
destroyer,6,NN
destroying,1,NN
destruction,5,NN
desultory,1,NN
detail,18,NN
details,20,NN
detailsall,1,NN
detain,3,VB
detect,3,VB
detection,4,NN
detective,74,NN
detectives,9,NN
detention,1,NN
deter,4,VB
determination,13,NN
determine,3,VB
detestablerude,1,NN
detour,2,NN
detours,1,NN
detract,1,VB
deuce,5,NN
develop,2,VB
developed,2,NN
development,4,NN
developments,3,NN
device,8,NN
devices,5,NN
devil,43,NN
devilher,1,NN
devils,4,NN
devise,2,VB
devoid,3,NN
devote,3,VB
devotedly,1,VB
devotion,7,NN
devout,2,NN
devoutly,1,NN
dew,2,NN
dheure,1,NN
di,1,NN
diagnosis,1,NN
dialogue,1,NN
diamond,15,NN
diamonds,27,NN
diary,11,NN
dibs,1,NN
dice,1,NN
dickens,1,NN
dictaphone,27,NN
dictate,6,VB
dictating,1,NN
dictation,4,NN
dictator,2,NN
dictatorially,1,NN
dictators,1,NN
did,104,NN
dideh,1,VB
didnt,90,NN
die,25,VB
dieanyway,1,VB
died,10,NN
dies,1,NN
diet,2,NN
difference,22,NN
different,6,NN
differentit,1,NN
difficult,7,NN
difficulties,12,NN
difficultiesor,1,NN
difficultsince,1,VB
difficulty,46,NN
diffidence,1,NN
diffident,1,NN
diffidently,3,NN
dig,9,VB
digest,1,VB
digestion,1,NN
digging,2,NN
dignity,23,NN
digs,1,NN
dilated,1,NN
dilemma,3,NN
dim,3,NN
dime,1,NN
diminish,1,VB
dimple,2,NN
dimpling,1,NN
din,1,NN
dine,9,VB
dingy,4,NN
dining,22,NN
dinner,51,NN
dinnera,1,NN
dinstruction,2,NN
dip,3,NN
diplomacy,6,NN
diplomatically,1,NN
diplome,1,VB
dipsomaniac,1,NN
direct,5,VB
directed,1,NN
directing,2,NN
direction,50,NN
directionover,1,NN
directions,4,NN
directly,3,NN
directness,2,NN
direthe,1,NN
dirt,4,NN
dirty,13,NN
disability,2,NN
disadvantage,1,NN
disagree,2,VB
disagreeably,2,NN
disagreement,3,NN
disappear,2,VB
disappearance,17,NN
disappearanceyou,1,NN
disappeared,23,NN
disappearing,1,NN
disappears,1,VB
disappoint,1,VB
disappointed,4,NN
disappointment,7,NN
disappointments,1,NN
disapprobation,1,NN
disapproval,4,NN
disapprove,3,VB
disapproves,1,NN
disarming,1,NN
disarray,1,NN
disaster,11,NN
disbelief,1,NN
disbelieve,1,VB
discard,2,NN
discernment,1,NN
discharge,1,NN
discipline,1,NN
disclaimer,2,NN
disclose,3,VB
discoloured,1,NN
discomfited,1,NN
discomfiture,2,NN
discomfort,1,NN
discomposed,2,NN
discomposure,2,NN
disconcert,2,VB
disconcerting,1,NN
disconnectedly,1,NN
disconsolately,1,NN
discontent,1,NN
discontentedly,2,NN
discordantly,1,NN
discourage,1,VB
discouraged,5,NN
discouraging,1,NN
discoursing,1,NN
discover,21,VB
discovered,1,NN
discoveries,1,NN
discoveriesas,2,NN
discovery,33,NN
discredit,1,VB
discreet,7,NN
discreetly,1,NN
discrepancy,4,NN
discretion,20,NN
discsfor,1,NN
discuss,9,VB
discussion,7,NN
disdain,1,NN
disdainfully,1,NN
disease,5,NN
disembark,2,NN
disentangle,1,VB
disfavor,1,NN
disfavour,3,NN
disfigure,1,VB
disfigured,1,VB
disgrace,4,NN
disgraceful,1,NN
disguise,17,NN
disguised,3,NN
disgust,2,NN
dish,5,NN
dishes,1,NN
disillusionment,1,NN
disintegration,1,NN
disinterested,1,NN
disjointedly,1,VB
dislike,5,NN
dismay,2,NN
dismiss,5,VB
dismissal,4,NN
dismissedbut,1,NN
dismount,1,NN
disobeyed,1,NN
disorder,3,NN
disorderwhich,1,NN
disparagement,1,NN
disparagingly,1,NN
dispassionate,1,NN
dispassionately,2,NN
dispatch,2,NN
dispensary,8,NN
dispenser,1,NN
disperse,1,VB
dispiriting,1,NN
display,5,VB
displayed,1,NN
displeasure,3,NN
disposal,9,NN
dispose,4,VB
disposition,7,NN
dispositions,2,NN
disprove,2,VB
disproved,1,VB
dispute,3,VB
disputes,1,NN
disquiet,1,VB
disregard,4,NN
disrespect,1,NN
dissatisfaction,1,NN
dissatisfied,4,NN
dissension,1,NN
dissent,1,NN
dissented,1,NN
dissimilar,1,NN
dissimilarity,1,NN
dissipation,1,NN
dissolve,2,VB
distance,23,NN
distant,1,NN
distaste,4,NN
distastefully,1,NN
distinction,1,NN
distinctive,1,NN
distinctly,2,NN
distinctness,1,NN
distinguish,6,VB
distinguishing,1,NN
distinguishment,1,NN
distract,2,VB
distraught,1,NN
distress,11,NN
distressed,1,NN
distressing,1,NN
distribution,1,NN
district,1,NN
distrust,4,NN
disturb,9,VB
disturbance,1,NN
disturbed,7,NN
disturbing,1,NN
disturbs,1,VB
ditch,1,NN
ditto,1,NN
ditty,1,NN
divan,7,NN
divans,1,NN
diverged,1,VB
diversion,6,NN
divert,2,VB
divided,1,NN
divinity,1,NN
division,1,NN
do,742,VB
doand,1,NN
doc,5,NN
docile,2,NN
dock,4,NN
docks,2,NN
docteur,7,NN
doctor,176,NN
doctors,17,NN
document,19,NN
documentpossibly,1,NN
documents,3,NN
dodges,2,NN
dodo,1,VB
does,12,NN
doesand,1,NN
doesnt,42,NN
dog,34,NN
dogged,1,NN
dogs,4,NN
doing,19,NN
doings,3,NN
dokill,1,VB
dolichocephalic,2,NN
dollar,5,NN
dollars,7,NN
dollarsall,1,NN
domain,1,NN
dominating,1,NN
domination,1,NN
dommage,1,NN
don,3,VB
done,35,NN
donkey,1,NN
donow,1,VB
dont,313,NN
dontdont,1,NN
doom,5,NN
doomed,1,NN
door,561,NN
doorkeeper,5,NN
doorkeys,1,NN
doorkeysthey,1,NN
doorpost,1,NN
doors,3,NN
doorstep,4,NN
doorway,43,NN
dope,3,NN
dorcas,5,NN
dorcascall,1,VB
dose,5,NN
doses,1,NN
dossier,1,NN
dot,5,NN
doubles,1,NN
doubloons,1,NN
doubt,145,NN
doubtful,6,NN
doubtfully,34,NN
doubtless,21,NN
doubts,5,NN
doubtthat,1,NN
doux,1,NN
dover,3,VB
dovetailing,1,NN
dowager,1,NN
down,113,NN
downand,1,NN
downcast,2,NN
downfall,1,NN
downs,1,NN
downstairs,10,NN
downstroke,1,NN
downwards,4,NN
downy,1,NN
dozen,14,NN
dr,21,NN
drab,2,NN
draft,10,NN
drag,1,VB
drain,1,NN
drains,1,NN
drama,5,NN
dramatic,1,NN
dramatically,1,NN
drank,2,NN
draught,8,NN
draw,20,VB
drawer,30,NN
drawers,3,NN
drawing,23,NN
drawling,2,NN
drawlingly,1,NN
drawn,12,NN
dread,7,NN
dreadful,4,NN
dreadfulidea,1,NN
dreadfuls,1,NN
dream,35,NN
dreama,1,NN
dreamily,6,NN
dreaming,4,NN
dreams,4,NN
dreamt,3,NN
dreary,1,NN
dregs,2,NN
dress,31,NN
dressed,5,VB
dresser,2,NN
dresses,2,NN
dressing,12,NN
dressmaker,1,NN
dressmore,1,NN
drew,1,NN
dried,1,VB
drift,3,NN
drifted,1,NN
drily,1,NN
drink,27,NN
drinker,1,NN
drinking,2,NN
drinks,3,NN
drive,52,NN
driver,13,NN
driving,3,NN
droll,1,NN
droop,1,VB
drooping,1,NN
drop,23,NN
dropped,5,NN
drops,2,NN
drove,8,VB
drown,1,VB
drudgeries,1,NN
drug,16,NN
drugged,2,NN
drugs,6,VB
drugsand,1,NN
drunk,7,NN
drunkard,1,NN
drunken,1,NN
dry,3,NN
dryly,49,NN
du,10,NN
dubiously,1,VB
duchess,2,NN
duck,4,NN
ducks,1,NN
dud,1,NN
dudgeon,1,NN
duel,4,NN
dug,1,NN
dukes,1,NN
dull,6,NN
dully,1,NN
duly,2,NN
dumb,3,NN
dumbfounded,9,NN
dummy,5,NN
dump,1,VB
duplicate,11,NN
duplicates,1,VB
duplicity,2,NN
durand,1,NN
durban,4,VB
dust,19,NN
dusting,1,NN
dustpan,1,NN
dusty,3,NN
dutch,2,NN
dutchman,1,NN
duties,6,NN
duty,32,NN
duveen,7,NN
dwelling,1,NN
dwelt,2,NN
dyed,1,NN
dying,6,NN
dynasty,3,NN
dyou,2,NN
dyspepsia,1,NN
débris,2,NN
décors,1,NN
déjeuner,2,NN
dénouement,2,NN
détat,1,NN
détour,2,NN
e,1,NN
each,4,NN
eager,2,NN
eagerly,34,NN
eagerness,2,NN
ear,20,NN
earlier,4,NN
early,7,NN
earlybut,1,NN
earn,4,VB
earnest,7,NN
earnestly,7,NN
earnestness,3,NN
ears,24,NN
earshot,3,NN
earstheres,1,NN
earth,45,NN
earthquake,1,NN
ease,16,NN
easier,2,NN
easily,5,NN
east,1,NN
eastward,1,VB
easy,6,NN
easyyou,1,NN
eat,16,VB
eating,1,NN
eatingeh,1,NN
eatto,1,VB
eau,5,NN
eavesdrop,1,VB
eavesdropping,2,NN
ebury,1,NN
echoed,1,NN
economies,1,NN
economy,2,NN
ecstasy,2,NN
ecstatically,5,NN
edgar,1,NN
edge,21,NN
edged,1,NN
edgeways,1,NN
edifice,3,NN
editing,1,NN
edition,1,NN
editions,2,NN
editors,1,NN
education,1,NN
eerie,1,NN
effect,48,NN
effective,1,NN
effects,3,NN
efficiency,2,NN
efficient,1,NN
effort,30,NN
efforts,5,NN
effortsnot,1,NN
effrontery,1,NN
effusion,1,NN
egg,17,NN
eggs,6,NN
egress,2,NN
eh,83,NN
ehwhat,1,NN
eight,3,NN
eighteen,1,NN
either,21,NN
ejaculation,5,NN
eject,1,VB
el,1,NN
eland,1,NN
elapse,2,VB
elapsed,1,NN
elation,5,NN
elbow,12,NN
elder,2,NN
elderly,1,VB
elders,1,NN
eleanor,1,NN
electricity,1,NN
element,6,NN
elephant,2,NN
elephants,1,NN
eleven,12,NN
elfin,1,NN
elicit,2,VB
eliminate,1,VB
eliminated,1,VB
elimination,1,NN
elm,1,NN
elocution,1,NN
eloquence,11,NN
eloquent,1,NN
else,53,NN
elsebut,1,NN
elses,2,NN
elsewhere,9,NN
elucidate,1,VB
elucidation,2,NN
elusive,1,NN
em,4,NN
emaciated,2,NN
emanation,1,NN
embargo,2,NN
embark,1,NN
embarrassed,2,NN
embarrassing,1,NN
embarrassment,3,NN
embezzle,1,VB
embonpoint,1,VB
embrace,6,NN
embracing,1,NN
embrasure,1,NN
embroidery,1,NN
embroil,1,NN
