doc_a,doc_b,cityblock,euclidean,cosine,jaccard,dice,js
834,58866,17.199249324211785,0.4065264102340757,0.6425254592890648,0.6368531259347892,0.467193328944481,0.5715113275622821
834,61168,17.708825073485926,0.41821052504352574,0.7084188722612312,0.6509073075036783,0.48247782463283406,0.591003381071297
834,65238,33.395764883079956,0.9950283389729608,0.849286254137431,0.6864499634769905,0.5225914083136383,0.6267166320728421
834,69087,42.60282810732578,0.9484985051300863,0.7919400465397373,0.6660316910555026,0.49928599247046607,0.6156428529503294
834,70114,37.705445952479,1.3082743771506107,0.85682776033277,0.676075149140771,0.5106597619207748,0.624302459952307
834,1661,30.76493377309368,0.9225435651969623,0.8407637179795364,0.7012630422844591,0.5399577167019027,0.6318036373122429
834,2097,22.225352797975606,0.5113558580869528,0.7952401394953359,0.6717176560851635,0.5057039711191336,0.6140191497185424
834,3070,19.389560066274967,0.45958467928559754,0.7474393954785942,0.6586579298628807,0.49104396598516376,0.6143410730035974
834,3289,19.57730947056526,0.46207305051590486,0.7690050330641515,0.668141592920354,0.5016611295681063,0.6254957062606028
1661,58866,35.073138188599586,1.0171799450313763,0.891356462032828,0.7081229418221734,0.5481349307502762,0.6603994866439971
1661,61168,44.11548744992608,0.9685851273437766,0.8383291420821635,0.704386586971938,0.5436703416998984,0.6491006004792944
1661,65238,39.72744579194774,1.3286414991526918,0.9070901271188913,0.7084123972169513,0.5484818805093046,0.6624778030036
1661,69087,32.75821116431834,0.9469047398873898,0.8869920786535576,0.7186669619131976,0.5608744491488811,0.6658313226206322
1661,70114,24.131146877399257,0.5512019878649961,0.8481120128629647,0.6888058830395705,0.5253271610433544,0.6486997280858054
1661,2097,19.646940556269573,0.5385701918710621,0.8052120501480905,0.6331872412953494,0.46325821679878865,0.6027330505125457
1661,3070,34.802243894992216,1.0520002690986472,0.9044897654983296,0.6839418488514039,0.5196896871574331,0.6445364838138437
1661,3289,43.45676602534644,1.0010276969497625,0.8556001838021996,0.6811059907834102,0.5164220824598184,0.6345294119536409
2097,58866,39.06293771628523,1.351404109399028,0.9101318437535373,0.6792937399678973,0.5143412736995625,0.6433621700955932
2097,61168,32.38830500204923,0.9818027767549875,0.8940506310847454,0.6981806005134502,0.5363114121581068,0.6488678808604876
2097,65238,24.107441681296613,0.6155762777959154,0.8637582149838254,0.6686654908877131,0.5022520533427537,0.6317367805386345
2097,69087,34.982837829931036,1.0479978404033237,0.8983052058309443,0.689851892484915,0.5265449673421537,0.6483265921093024
2097,70114,43.97843552882552,1.0059079770829147,0.8709282347458382,0.6868605004558809,0.5230674278660701,0.6388092694962925
2097,3070,39.0954139393459,1.3504534988784103,0.9104723453065627,0.6808578405350887,0.5161368209255534,0.6428508088007402
2097,3289,32.23650768997619,0.980742840789533,0.8954030842147708,0.6964820774608812,0.5343095521879789,0.6475304284453007
3070,58866,24.17478885485392,0.6152843928475408,0.870953020951437,0.6712488350419384,0.5051727161143258,0.6366573982677143
3070,61168,49.68532735044245,1.3091598004535607,0.8807961147752078,0.6722016018753663,0.5062527585699573,0.6248829353741281
3070,65238,46.29800217918278,1.5907784522059376,0.9165343054870317,0.6740123895602722,0.5083097189247147,0.6317370188054754
3070,69087,38.851270801774966,1.2006694339916755,0.7693284027835111,0.6596643205197618,0.49216351591533364,0.6114028294702425
3070,70114,33.521432801432454,0.9312917639251355,0.6109551876668102,0.6525632415491381,0.48429971756105666,0.5990406340756927
3070,3289,50.94215432523222,1.5435514421837881,0.8819599384457597,0.6525318273188475,0.4842651133053918,0.6114777711000855
3289,58866,47.95988511324904,1.248453151117672,0.863252467864736,0.6815587482778981,0.5169428272876548,0.6237601663059418
3289,61168,43.619987887842434,1.0205705459540617,0.8434922635552213,0.657413119473576,0.489661510185327,0.6153592475927109
3289,65238,43.51034622660353,1.5469466742259863,0.9111865251090926,0.6701478647502843,0.5039265997978384,0.6240436011607163
3289,69087,39.25841607000108,1.3646990153305927,0.8962041255920377,0.6530765920826161,0.4848654260841786,0.621629249455539
3289,70114,32.222583314718115,0.9091874012484445,0.6865806489318036,0.6667417248367484,0.5000844451950684,0.6145969263913804
