term_str,vector,x,y,n,max_pos
interest,"[ 0.15294643 -0.0151961   0.03958985 -0.05531907 -0.00535534  0.06984349
  0.10127874 -0.02715116  0.18082677 -0.00969584 -0.08725992  0.03813797
  0.09440377  0.02290702  0.00808731 -0.05226715  0.15164703  0.16691057
 -0.25545192 -0.06644555 -0.0983377  -0.08154799 -0.08385342  0.05925634
  0.04276763 -0.00287691 -0.13627514  0.29050437  0.02323676  0.0385725
  0.08038706 -0.04260834  0.17478494 -0.09507403 -0.05583588  0.19319855
  0.00613465 -0.01265532 -0.08900567 -0.08937331 -0.02513977 -0.10457122
 -0.02627835  0.17568362  0.03784025 -0.09490788  0.09293377  0.01819304
  0.08993146  0.00205395 -0.03342216  0.05008812 -0.09805722 -0.11898564
  0.07200881  0.02456274 -0.10441947 -0.0368166  -0.17914899  0.02938326
 -0.04256301  0.0062815  -0.13644165 -0.05295568  0.02035372 -0.00131867
 -0.07784621 -0.24786851  0.06198483 -0.13022266 -0.01479365 -0.28198838
  0.1938046   0.09683429 -0.11124761  0.09733018 -0.21943945  0.08859161
 -0.00980832  0.1066838   0.02998701 -0.08289253  0.14057791 -0.08873262
  0.00161785 -0.15496153  0.01757347  0.07363914 -0.15245561  0.01792395
  0.04192465  0.07520894 -0.09136475  0.01934271 -0.03403775 -0.05662197
  0.04856062 -0.02194118  0.08026452 -0.03887123  0.08773002 -0.04030159
 -0.07043213  0.07430184 -0.08403656 -0.08208926 -0.03206602 -0.04444204
 -0.02042696 -0.24308702  0.14254673 -0.1124742   0.10796183  0.0351437
  0.01132128  0.09720844 -0.12700559 -0.0230908  -0.13637444  0.00425632
 -0.176084    0.12896577 -0.11129335  0.04235918  0.06881667  0.06871016
  0.05987575 -0.08407035 -0.10074004  0.06839137 -0.02261686  0.05634819
 -0.01552325 -0.00210377 -0.07994833  0.1426233  -0.04908317 -0.23333077
  0.07367651 -0.0018161   0.01140948 -0.02173837  0.02722815 -0.06408364
  0.02030943  0.02222713  0.00213625 -0.0135401   0.11011823  0.06229482
  0.29419374  0.03102781  0.06276123  0.1078663   0.14545847  0.02424933
  0.09178966 -0.00241764 -0.09607925 -0.03096643 -0.01141495  0.01334172
  0.05107027  0.10192695  0.09361389 -0.02962081 -0.10363544 -0.01637946
 -0.02271074 -0.15226753 -0.16735995 -0.08063588 -0.07971864  0.06696118
  0.13491102 -0.08995509 -0.11403992 -0.03863622 -0.01099164 -0.12905265
 -0.0280553   0.04056932 -0.02336848  0.03932355  0.01042314  0.04119146
  0.0543222  -0.0046018   0.02920459  0.13640203  0.01917497  0.02519292
 -0.08317564 -0.07155005  0.14478375  0.36928636  0.03395     0.1062688
 -0.01002346  0.05504334  0.0237662  -0.05988462  0.02163894 -0.03466604
 -0.1268646   0.03605681 -0.11016752 -0.21995908  0.16553749  0.07057586
  0.03169266  0.0190019  -0.05485992  0.01163389 -0.05333889  0.02942569
  0.06198977  0.02380762 -0.02981962  0.00991646  0.11066975 -0.07336494
  0.00676942  0.05984037 -0.05754268  0.04807919  0.07239112  0.10673331
 -0.00269564 -0.16209827  0.09532213 -0.13032904 -0.14223586 -0.01005691
 -0.18721488  0.13317485 -0.05195034  0.10230155  0.1888317   0.16253753
 -0.14192843  0.08453169 -0.00507707 -0.17324756  0.11088618  0.14170313]",-5.574168,0.20082504,110,NN
time,"[ 1.48509055e-01 -1.37172919e-02  3.84465791e-02 -5.65600842e-02
 -2.77942070e-03  6.77855760e-02  9.97052565e-02 -2.55104452e-02
  1.77637473e-01 -7.31801707e-03 -8.78064707e-02  3.64016145e-02
  9.73752439e-02  2.43138205e-02  1.19932210e-02 -5.23625240e-02
  1.53756693e-01  1.70199916e-01 -2.56817669e-01 -6.35453165e-02
 -1.01191767e-01 -8.19035619e-02 -8.18899721e-02  6.06724992e-02
  4.23198119e-02  4.28416068e-04 -1.35529041e-01  2.91534483e-01
  2.23910045e-02  3.69131938e-02  8.05759057e-02 -4.55232225e-02
  1.72619462e-01 -9.45285484e-02 -5.63326664e-02  1.93171784e-01
  5.15020406e-03 -1.29526211e-02 -9.01513025e-02 -9.25621390e-02
 -2.56333500e-02 -1.05692126e-01 -2.88062971e-02  1.76521301e-01
  3.52773890e-02 -9.70169455e-02  9.39947069e-02  1.58317667e-02
  8.74669924e-02 -1.39235018e-03 -3.55919972e-02  4.85637523e-02
 -9.99100283e-02 -1.22564234e-01  7.23116547e-02  2.26976741e-02
 -1.07679836e-01 -3.50905210e-02 -1.79141551e-01  2.91188117e-02
 -4.59770150e-02  7.33714271e-03 -1.37949258e-01 -5.39259352e-02
  2.03305911e-02 -1.56048173e-03 -7.96464160e-02 -2.51804918e-01
  6.33319318e-02 -1.31209895e-01 -1.26887690e-02 -2.84453690e-01
  1.92582399e-01  9.83043462e-02 -1.10601231e-01  9.72251520e-02
 -2.21105903e-01  8.90479311e-02 -1.13163246e-02  1.07757673e-01
  2.93354541e-02 -8.29950944e-02  1.42218754e-01 -9.17655751e-02
  1.94710807e-03 -1.54600203e-01  1.91709697e-02  7.83172548e-02
 -1.52139291e-01  1.54225705e-02  4.44744341e-02  7.65311122e-02
 -8.94619524e-02  1.65194366e-02 -3.61470506e-02 -6.03203401e-02
  4.57289517e-02 -2.30446197e-02  8.52393061e-02 -3.56205702e-02
  8.94400626e-02 -4.04134616e-02 -7.23551810e-02  7.16730356e-02
 -8.75934958e-02 -8.15078989e-02 -3.47549543e-02 -4.19911854e-02
 -2.10580602e-02 -2.43894726e-01  1.44008845e-01 -1.12388544e-01
  1.08905979e-01  3.51002254e-02  1.10213766e-02  9.42625105e-02
 -1.24292918e-01 -2.67461054e-02 -1.35890335e-01  2.53803632e-03
 -1.77108929e-01  1.27978832e-01 -1.10761039e-01  4.49659750e-02
  6.63027987e-02  6.79276511e-02  6.15461729e-02 -8.37076232e-02
 -1.06200255e-01  6.91689774e-02 -2.39449870e-02  5.34041375e-02
 -1.88215245e-02  6.32303127e-04 -8.28328803e-02  1.44500941e-01
 -4.91715409e-02 -2.34279424e-01  7.60680512e-02 -4.93015815e-03
  8.37574992e-03 -2.23753713e-02  2.70471703e-02 -6.28718063e-02
  1.81595664e-02  2.02489514e-02  3.36702273e-04 -1.05788186e-02
  1.10524185e-01  6.50249496e-02  2.95173258e-01  2.90218163e-02
  6.13803752e-02  1.07689604e-01  1.45504862e-01  2.35507805e-02
  8.88510272e-02 -2.90430244e-03 -9.87188816e-02 -3.01961116e-02
 -1.10191377e-02  1.36870425e-02  5.05194776e-02  1.01054743e-01
  9.28093269e-02 -2.84225084e-02 -1.07753851e-01 -1.36325816e-02
 -2.12483034e-02 -1.53569937e-01 -1.65580630e-01 -7.80414119e-02
 -7.80666173e-02  6.76086396e-02  1.31188154e-01 -8.85968879e-02
 -1.13268897e-01 -3.91093306e-02 -1.02257365e-02 -1.26084447e-01
 -2.92614400e-02  4.41297293e-02 -2.13874094e-02  3.96608599e-02
  9.38415900e-03  4.10284922e-02  5.55258840e-02 -4.16325405e-03
  3.00561003e-02  1.34817421e-01  1.72495749e-02  2.74246689e-02
 -8.28458965e-02 -7.20996261e-02  1.47457525e-01  3.66270125e-01
  3.07521950e-02  1.08563475e-01 -1.21732121e-02  5.31427450e-02
  2.38932595e-02 -5.59630543e-02  2.25186255e-02 -3.31293792e-02
 -1.27537400e-01  3.73963974e-02 -1.08380504e-01 -2.18246475e-01
  1.62699640e-01  6.76092878e-02  2.91576050e-02  1.99222043e-02
 -5.00466637e-02  1.01434002e-02 -5.30241765e-02  2.81000007e-02
  6.00195192e-02  2.20135953e-02 -2.70203333e-02  9.39120725e-03
  1.08758084e-01 -7.27898777e-02  5.17402124e-03  5.84393889e-02
 -5.75530604e-02  5.02463579e-02  7.25113079e-02  1.03106938e-01
 -9.51543974e-04 -1.56360269e-01  9.12178457e-02 -1.27718791e-01
 -1.41383171e-01 -9.04823560e-03 -1.81768447e-01  1.30514249e-01
 -5.30199818e-02  1.04921959e-01  1.86347961e-01  1.60744786e-01
 -1.38768032e-01  8.32280368e-02 -3.83782922e-03 -1.73135221e-01
  1.11837998e-01  1.35281116e-01]",-4.156497,-2.1481216,847,NN
view,"[ 1.47714794e-01 -1.08213024e-02  3.56806070e-02 -5.59113100e-02
 -3.07826279e-03  7.13766366e-02  1.02080531e-01 -2.51653753e-02
  1.74456283e-01 -7.62903225e-03 -8.67732614e-02  3.72892655e-02
  9.53649133e-02  2.37720720e-02  1.08579332e-02 -5.26417270e-02
  1.57809779e-01  1.70739472e-01 -2.49312013e-01 -6.45469725e-02
 -9.56613272e-02 -7.88078457e-02 -8.42818096e-02  5.89100122e-02
  4.37237248e-02 -2.52716767e-04 -1.38422206e-01  2.91216224e-01
  2.23698579e-02  4.06620577e-02  7.81826451e-02 -4.54190783e-02
  1.73679516e-01 -9.53542739e-02 -5.23905009e-02  1.92402929e-01
  5.60677843e-03 -1.24477046e-02 -8.84831175e-02 -8.80047455e-02
 -2.26708632e-02 -1.08287305e-01 -2.69691553e-02  1.76348343e-01
  3.59300002e-02 -9.60196257e-02  9.82807353e-02  1.77525040e-02
  9.01505426e-02  5.98305633e-05 -3.61992307e-02  5.07032908e-02
 -1.02142580e-01 -1.20417759e-01  7.79084414e-02  2.06624400e-02
 -1.04431584e-01 -3.67175750e-02 -1.78549826e-01  2.73236707e-02
 -4.52486575e-02  9.62179527e-03 -1.39466196e-01 -5.00448160e-02
  1.91498585e-02 -2.61643482e-03 -8.11673328e-02 -2.50368237e-01
  6.17202371e-02 -1.31240413e-01 -1.32570984e-02 -2.87690312e-01
  1.96668789e-01  9.88528579e-02 -1.15094103e-01  1.01448186e-01
 -2.25893050e-01  9.02997851e-02 -8.70338082e-03  1.06976263e-01
  2.75505856e-02 -8.41115490e-02  1.41804829e-01 -8.89306888e-02
  2.71268166e-03 -1.56895429e-01  2.00231001e-02  7.47337341e-02
 -1.54899061e-01  1.74347833e-02  4.27369513e-02  7.84439370e-02
 -9.00309011e-02  1.90021899e-02 -3.39052565e-02 -6.02903254e-02
  5.03073744e-02 -2.49901693e-02  8.23958963e-02 -3.88557315e-02
  9.14482623e-02 -4.29084003e-02 -7.24574327e-02  7.26087913e-02
 -8.47455338e-02 -8.02985281e-02 -3.33040617e-02 -4.10874113e-02
 -2.21717265e-02 -2.46831685e-01  1.43836364e-01 -1.15666270e-01
  1.09569229e-01  3.76206189e-02  1.05112968e-02  9.71869454e-02
 -1.29106566e-01 -2.42999047e-02 -1.39642864e-01  3.23279202e-03
 -1.79859564e-01  1.29514202e-01 -1.09544486e-01  4.17405181e-02
  6.87865689e-02  6.70645013e-02  5.93087599e-02 -8.37589130e-02
 -1.03441432e-01  7.07172304e-02 -2.56146044e-02  5.58677502e-02
 -1.51091944e-02 -2.97350041e-03 -8.50023851e-02  1.46588773e-01
 -4.86220531e-02 -2.38530442e-01  7.75064826e-02 -4.24106373e-03
  1.15367444e-02 -2.08150763e-02  2.45910976e-02 -6.37134612e-02
  2.15037726e-02  2.03553103e-02 -4.54841938e-04 -1.51458578e-02
  1.09240979e-01  6.67433143e-02  3.03738087e-01  2.96385679e-02
  6.40471205e-02  1.12623893e-01  1.46928832e-01  2.20722109e-02
  9.10822004e-02 -5.39842527e-03 -9.64882225e-02 -3.06554865e-02
 -1.23990746e-02  1.50493383e-02  5.28077595e-02  1.01481721e-01
  9.25941542e-02 -2.95404624e-02 -1.04732558e-01 -1.71250850e-02
 -2.06630435e-02 -1.55260786e-01 -1.68188810e-01 -7.98173100e-02
 -8.07752311e-02  6.78079054e-02  1.34611323e-01 -9.11539569e-02
 -1.15759000e-01 -4.10889462e-02 -1.25698466e-02 -1.28506646e-01
 -2.77072731e-02  4.12521064e-02 -2.24059485e-02  3.61018144e-02
  1.19933030e-02  4.18749042e-02  5.52247576e-02 -1.94227346e-03
  2.94450335e-02  1.36583716e-01  2.15978138e-02  2.60795187e-02
 -8.48145708e-02 -7.00500011e-02  1.50101826e-01  3.70974064e-01
  3.00371051e-02  1.08842708e-01 -1.36131113e-02  5.75579032e-02
  2.67794505e-02 -6.05585575e-02  2.40663383e-02 -3.23165543e-02
 -1.29407942e-01  3.93408053e-02 -1.06588580e-01 -2.19108030e-01
  1.67366177e-01  6.79376647e-02  3.24408449e-02  2.04579998e-02
 -5.67279011e-02  1.09568266e-02 -5.33050820e-02  2.90244520e-02
  6.44317567e-02  2.35130340e-02 -2.74257846e-02  1.14192972e-02
  1.11694135e-01 -7.67602175e-02  6.12485874e-03  5.60075566e-02
 -6.14501610e-02  5.21022342e-02  7.22077563e-02  1.09428935e-01
 -4.46356740e-03 -1.61266848e-01  9.72973034e-02 -1.26613289e-01
 -1.42566368e-01 -1.02896122e-02 -1.87423125e-01  1.37234598e-01
 -5.09893782e-02  1.02726616e-01  1.92612246e-01  1.64593905e-01
 -1.40522122e-01  8.32813904e-02 -4.86043189e-03 -1.74727112e-01
  1.15357734e-01  1.41701490e-01]",-11.506228,-2.2801394,66,NN
world,"[ 1.53269708e-01 -1.26399510e-02  3.95532250e-02 -5.76773137e-02
 -4.05577011e-03  6.97888657e-02  9.90361571e-02 -2.32305136e-02
  1.77224040e-01 -8.05881619e-03 -8.80290940e-02  3.46703008e-02
  9.26404595e-02  2.46810764e-02  1.12170530e-02 -5.11155725e-02
  1.51654765e-01  1.68833598e-01 -2.54230618e-01 -6.80194125e-02
 -9.77794826e-02 -8.37682709e-02 -8.36498439e-02  6.19383976e-02
  4.50582616e-02  1.05141685e-03 -1.35266855e-01  2.87025124e-01
  2.48912927e-02  3.96004543e-02  7.59475455e-02 -4.59169820e-02
  1.71640813e-01 -9.48844254e-02 -5.41897938e-02  1.91856086e-01
  7.49551691e-03 -1.33072911e-02 -8.72270912e-02 -8.87747481e-02
 -2.62569934e-02 -1.05362602e-01 -2.72858310e-02  1.75386399e-01
  3.55646946e-02 -9.57830325e-02  9.30824876e-02  1.80977210e-02
  8.80142450e-02 -1.83368637e-03 -3.49071287e-02  5.03376238e-02
 -9.58992317e-02 -1.21221624e-01  7.37873614e-02  2.47616097e-02
 -1.04704440e-01 -3.49821784e-02 -1.74877912e-01  2.95021851e-02
 -4.21588272e-02  5.32407174e-03 -1.34528399e-01 -5.07128388e-02
  1.74733195e-02 -5.24962961e-04 -7.73560405e-02 -2.48021409e-01
  6.06689565e-02 -1.27568319e-01 -1.16283754e-02 -2.82217652e-01
  1.92478940e-01  9.32528079e-02 -1.12026393e-01  9.82645527e-02
 -2.21995100e-01  8.78012180e-02 -1.15052667e-02  1.02767922e-01
  2.92249266e-02 -8.22581276e-02  1.42226413e-01 -9.12816077e-02
  4.18914482e-03 -1.56817049e-01  1.95892099e-02  7.72956908e-02
 -1.52005240e-01  1.57423019e-02  4.14841697e-02  7.66620189e-02
 -8.91050771e-02  1.60954949e-02 -3.76776233e-02 -5.96552342e-02
  4.78138104e-02 -2.24410389e-02  8.33170414e-02 -3.67682725e-02
  8.94499794e-02 -4.02735136e-02 -7.29979575e-02  7.31818229e-02
 -8.36382806e-02 -8.14895108e-02 -3.58789116e-02 -4.17894535e-02
 -2.37074420e-02 -2.43318856e-01  1.39590353e-01 -1.12345681e-01
  1.09487571e-01  3.80950868e-02  1.36610381e-02  9.60399657e-02
 -1.26285210e-01 -2.39266865e-02 -1.33805156e-01  3.64983641e-03
 -1.77783072e-01  1.28111035e-01 -1.10089220e-01  4.52042595e-02
  6.92918226e-02  6.81325570e-02  6.14000224e-02 -8.55459720e-02
 -1.03035271e-01  6.78024292e-02 -2.28308924e-02  5.51479086e-02
 -1.63752567e-02 -2.11823542e-04 -7.82983825e-02  1.44310355e-01
 -4.63602953e-02 -2.30744585e-01  7.65680298e-02 -2.55364552e-03
  8.42865743e-03 -2.13689599e-02  2.42720060e-02 -6.09138049e-02
  2.15138141e-02  2.02378202e-02 -7.97702873e-04 -1.27540613e-02
  1.09911978e-01  6.56884462e-02  2.96298265e-01  2.76412293e-02
  5.90118095e-02  1.07461110e-01  1.46944627e-01  2.34045051e-02
  8.82097781e-02 -2.65339273e-03 -9.52048600e-02 -2.96712611e-02
 -1.15198512e-02  1.50778200e-02  5.27226739e-02  9.87271965e-02
  8.88904929e-02 -2.82816421e-02 -1.03681475e-01 -1.63808949e-02
 -2.05947999e-02 -1.51801884e-01 -1.63657665e-01 -7.65984580e-02
 -7.70538226e-02  6.38462082e-02  1.33651555e-01 -8.77586305e-02
 -1.16193324e-01 -3.77489291e-02 -1.03731230e-02 -1.26694217e-01
 -2.90128868e-02  4.31803204e-02 -2.20057294e-02  3.90042029e-02
  1.14843501e-02  3.86728495e-02  5.44981733e-02 -2.31025531e-03
  2.88061313e-02  1.34769812e-01  1.70963369e-02  2.44821738e-02
 -7.85048455e-02 -7.23185465e-02  1.44959822e-01  3.67525429e-01
  3.22735421e-02  1.08416244e-01 -1.12449713e-02  5.30807301e-02
  2.51998547e-02 -5.62418103e-02  1.96261611e-02 -3.16803530e-02
 -1.24976620e-01  3.77988704e-02 -1.06858157e-01 -2.17766702e-01
  1.62092283e-01  6.68574199e-02  2.96402462e-02  2.09558401e-02
 -5.46026640e-02  1.27994278e-02 -5.55280000e-02  2.76047271e-02
  6.32220209e-02  2.02031266e-02 -2.69726533e-02  1.09159397e-02
  1.09954610e-01 -7.21459612e-02  5.01150684e-03  5.69100641e-02
 -5.74292168e-02  4.80002761e-02  7.54749700e-02  1.05596125e-01
 -3.08293337e-03 -1.59280062e-01  9.45269167e-02 -1.26179129e-01
 -1.40181690e-01 -6.95512071e-03 -1.84481189e-01  1.33425012e-01
 -4.96978499e-02  1.03870653e-01  1.88647911e-01  1.62700996e-01
 -1.38724104e-01  7.90561214e-02 -5.91222523e-03 -1.73855305e-01
  1.09442562e-01  1.39520288e-01]",-1.303779,2.6558146,134,NN
it,"[ 0.14566225 -0.01280718  0.03608672 -0.05532483 -0.00452161  0.06944339
  0.09620224 -0.02465759  0.17347676 -0.0103966  -0.08847168  0.03264772
  0.09149867  0.02253723  0.00875187 -0.05202197  0.15122089  0.1670068
 -0.24800394 -0.06278136 -0.09560551 -0.08097504 -0.07881226  0.06066239
  0.04352953 -0.00343139 -0.1317147   0.28318825  0.02580665  0.04217593
  0.0779419  -0.04130503  0.17168802 -0.09379672 -0.055254    0.18596525
  0.00715651 -0.01513619 -0.0858206  -0.08858228 -0.02376504 -0.0985428
 -0.02601758  0.17263179  0.03817963 -0.09754562  0.09099124  0.01544556
  0.08757876  0.00144575 -0.03449779  0.0483631  -0.09289651 -0.11864397
  0.07016475  0.02042056 -0.09802169 -0.03373859 -0.17464098  0.03253521
 -0.04253561  0.00552349 -0.13218187 -0.05265661  0.02009292 -0.00395453
 -0.0759944  -0.23962821  0.06176893 -0.12700489 -0.01433505 -0.2760829
  0.18354426  0.08949578 -0.10359158  0.09421434 -0.21454065  0.08668686
 -0.01047661  0.10038153  0.02632132 -0.07846784  0.13606985 -0.0865279
  0.00584885 -0.15000251  0.01777752  0.07053613 -0.1489949   0.01562068
  0.03813183  0.07513704 -0.08716314  0.01752052 -0.03516349 -0.05628579
  0.04747738 -0.02511815  0.08129003 -0.03260203  0.0824025  -0.03485765
 -0.07109508  0.07303728 -0.08397457 -0.07885858 -0.03451476 -0.04298232
 -0.01864603 -0.23760544  0.13573132 -0.10712189  0.10561779  0.03619571
  0.0101577   0.09549722 -0.12130588 -0.02490401 -0.12921068  0.00377122
 -0.17182113  0.1254153  -0.10618602  0.04189989  0.0644349   0.06769951
  0.05864051 -0.08401157 -0.10141058  0.06760019 -0.0217921   0.05033007
 -0.01533095 -0.00155265 -0.0748853   0.13833283 -0.04741358 -0.2273102
  0.07329409 -0.00449951  0.01075403 -0.01916399  0.02588334 -0.05963892
  0.02181497  0.01868421  0.0017532  -0.0124466   0.104664    0.06416945
  0.2884808   0.02822138  0.05759808  0.10484987  0.14273944  0.02245429
  0.08737537 -0.00616259 -0.09548983 -0.03138232 -0.01172218  0.01369776
  0.04802831  0.0997436   0.08985433 -0.0296127  -0.10377911 -0.01395077
 -0.02057703 -0.14772075 -0.16449407 -0.07759044 -0.07944378  0.06648766
  0.12850663 -0.08809989 -0.11534059 -0.04043248 -0.01019435 -0.12413312
 -0.02724269  0.04286684 -0.02060749  0.0366302   0.01045587  0.03932637
  0.05349481 -0.00590973  0.03099562  0.13015752  0.02044095  0.0280925
 -0.07934543 -0.06971337  0.14280744  0.36306575  0.03137989  0.10442681
 -0.01039816  0.05255803  0.02195498 -0.05694569  0.01931567 -0.03131498
 -0.12613995  0.03812686 -0.10681771 -0.21541789  0.16217749  0.06770983
  0.03106834  0.01718794 -0.05320432  0.00963036 -0.05187418  0.03096298
  0.06358054  0.02196117 -0.0272815   0.01074484  0.10986299 -0.07522462
  0.0059535   0.06034317 -0.06222276  0.04703803  0.06989641  0.10565047
 -0.00151848 -0.1574074   0.09297297 -0.12845834 -0.1388917  -0.00992028
 -0.18056348  0.13069206 -0.04856657  0.10497563  0.1893623   0.1620134
 -0.13540816  0.08120193 -0.00640907 -0.17190163  0.10880434  0.13992997]",6.7032723,10.660799,1577,NN
friend,"[ 0.1535515  -0.01567402  0.04218691 -0.05589506 -0.00482974  0.06836899
  0.10317787 -0.0264623   0.17845398 -0.00999511 -0.08961376  0.03414414
  0.0966665   0.02144406  0.01092141 -0.05258904  0.15266171  0.16775194
 -0.2541432  -0.06599573 -0.09816266 -0.08453774 -0.08513407  0.06015675
  0.04409492 -0.00143145 -0.13693716  0.29275787  0.02353897  0.03850412
  0.07889766 -0.04661645  0.17636563 -0.09410894 -0.05562943  0.19607912
  0.00538198 -0.01295681 -0.08987413 -0.09252795 -0.02676352 -0.10444359
 -0.03064238  0.17810482  0.03664589 -0.09613778  0.09542063  0.01523062
  0.08837541  0.0007039  -0.03458037  0.04901801 -0.0987064  -0.12197038
  0.07375381  0.02234087 -0.10721804 -0.03929064 -0.18110041  0.02914958
 -0.04389968  0.00793955 -0.13782953 -0.05417343  0.01842023 -0.0034254
 -0.07523043 -0.25053453  0.06351332 -0.12925017 -0.0155803  -0.28326252
  0.1916941   0.09527981 -0.10896046  0.09701927 -0.22358793  0.08977175
 -0.00924967  0.10363809  0.02779756 -0.08248368  0.14053084 -0.09023215
  0.0047849  -0.1559801   0.01972639  0.0741156  -0.14942765  0.01997781
  0.04474163  0.07602458 -0.09201042  0.01920783 -0.03593779 -0.05998624
  0.04957918 -0.02492613  0.08008894 -0.0358516   0.09072046 -0.03938134
 -0.07439653  0.07356666 -0.08528592 -0.08139028 -0.03607048 -0.04520116
 -0.02223138 -0.24672681  0.14567837 -0.11541267  0.10986084  0.03604787
  0.01382968  0.09327507 -0.12627724 -0.02349714 -0.13218589  0.00492318
 -0.17494518  0.1272369  -0.10970753  0.04511273  0.06866974  0.06853265
  0.0616864  -0.08336914 -0.10258977  0.07024687 -0.02375879  0.05285792
 -0.01900862  0.00096176 -0.07987567  0.14391406 -0.04928667 -0.23160236
  0.07382548 -0.00523247  0.00994905 -0.02189155  0.0277362  -0.06341384
  0.019915    0.02073629  0.00161067 -0.01372445  0.10721198  0.06285925
  0.2945734   0.0277931   0.06116041  0.10796278  0.1479588   0.0254766
  0.09328329 -0.00354589 -0.09517726 -0.03313887 -0.00962578  0.01605903
  0.05123666  0.10321247  0.09056276 -0.02856623 -0.10703631 -0.01274567
 -0.02061645 -0.15042266 -0.16855207 -0.0809378  -0.07739493  0.06716342
  0.1329133  -0.08743048 -0.11660223 -0.03998569 -0.01120856 -0.13021143
 -0.02635903  0.04293654 -0.02251167  0.03697461  0.01034419  0.03891695
  0.05530493 -0.00627292  0.02850606  0.13377821  0.0178536   0.02582456
 -0.08343148 -0.07045899  0.14643873  0.37126502  0.03167458  0.10592806
 -0.01111405  0.05690732  0.02458152 -0.05732162  0.02203928 -0.03260155
 -0.12929387  0.03756201 -0.10750695 -0.22045118  0.1657019   0.07125087
  0.03042264  0.02131606 -0.05192401  0.01107418 -0.05605529  0.03076455
  0.06061751  0.02442516 -0.02815804  0.00969956  0.11209507 -0.0724846
  0.00821333  0.05844883 -0.06065674  0.0500889   0.07427324  0.10826106
 -0.00122879 -0.16065681  0.09777132 -0.12683831 -0.1429185  -0.00986011
 -0.18929014  0.13806982 -0.04978007  0.10515974  0.19555771  0.16742988
 -0.14097708  0.08270209 -0.00699595 -0.17603     0.11535855  0.14257127]",-8.067993,-1.8746749,364,NN
