book_id,chap_id,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19
1155,11,0.00014492753968249348,0.00014492753952851037,0.00014492753820613118,0.00014492753853827278,0.5300065093430932,0.00014492753803676324,0.0001449275393249323,0.00014492753671240072,0.0001449275389994785,0.000144927538688057,0.00014492753986314252,0.00014492753650979592,0.00014492753765251844,0.0001449275389679286,0.0001449275395908482,0.00014492753944048218,0.46738479496482893,0.0001449275376032465,0.0001449275385007357,0.0001449275362319345
1155,12,9.578544286466334e-05,9.578544201696179e-05,9.57854419718757e-05,9.578544178195206e-05,9.578544106990893e-05,9.57854414999993e-05,9.578544258489899e-05,9.578544202460853e-05,9.578544245769375e-05,9.578544216522467e-05,9.57854435926975e-05,9.578544080021335e-05,9.578544097480248e-05,9.578544219396797e-05,9.578544272359303e-05,9.578544280933265e-05,0.9981800766024943,9.578544149876167e-05,9.578544186155469e-05,9.578544061312118e-05
1155,13,5.636978688907666e-05,5.636978691998812e-05,5.636978651165019e-05,5.636978660985742e-05,5.6369786476098204e-05,5.636978641778406e-05,5.636978697953883e-05,5.6369786413805985e-05,5.636978671975215e-05,5.6369786641756984e-05,0.11020222508250008,5.636978627465265e-05,5.636978611639084e-05,5.6369786724463606e-05,5.6369786949879436e-05,5.6369787027267395e-05,0.8887831187591906,5.636978625781603e-05,5.636978658491193e-05,5.636978579486953e-05
1155,14,9.633911565092518e-05,9.633911531046478e-05,9.63391148597883e-05,9.633911552687181e-05,9.633911463242306e-05,9.633911717755294e-05,9.633911524323741e-05,9.633911459314278e-05,9.633911517081071e-05,9.633911483014495e-05,9.633911957558297e-05,9.633911381329278e-05,9.633911451898094e-05,9.633911524486156e-05,9.633911555891282e-05,9.633911568528324e-05,0.9981695568099266,9.633911426869394e-05,9.633911473229552e-05,9.633911368023489e-05
1155,15,0.0001524390276647736,0.00015243902707296738,0.00015243902658434617,0.00015243902735774498,0.00015243902522609837,0.00015243902546303265,0.00015243902749697687,0.00015243902580580558,0.00015243902750220533,0.00015243902806489002,0.655171653656907,0.00015243902456694603,0.00015243902536311377,0.03847830747479735,0.0001524390275476495,0.00015243902731103872,0.30375857541790113,0.0001524390263626342,0.00015243902661400138,0.0001524390243904148
1155,16,0.00013297872583921072,0.00013297872540861625,0.0001329787249505177,0.00013297872488053755,0.00013297872466158067,0.00013297872475271044,0.0001329787255255323,0.0001329787245820397,0.00013297872563360327,0.00013297872519763847,0.00013297872623675065,0.00013297872386321312,0.00013297872442526472,0.00013297872555135458,0.00013297872547456837,0.000132978725358398,0.997473404224446,0.00013297872457374485,0.0001329787252342075,0.0001329787234043634
1155,17,0.00011655011927131678,0.00011655011854691304,0.00011655011848022166,0.0001165501202157864,0.00011655011699457074,0.00011655011786184833,0.00011655011931135981,0.0001165501253348047,0.00011655011848596061,0.00011655011869350189,0.9835819572886402,0.00011655011658583842,0.00011655011690488282,0.00011655011821836168,0.00011655011967830526,0.00011655011886237646,0.01432014057515165,0.00011655011791841574,0.00011655011829377813,0.0001165501165502443
1155,18,5.643341003957552e-05,5.64334097508872e-05,5.643340951105811e-05,5.643340939915647e-05,5.6433408808937555e-05,5.6433409102579605e-05,5.643340973202976e-05,5.643340920752159e-05,5.643340981799465e-05,5.643340937630667e-05,0.8132065521898406,5.643340865797505e-05,5.643340900052004e-05,5.643340955410131e-05,5.643340986136068e-05,5.6433410005269224e-05,0.1857776464414113,5.643340890105202e-05,5.643340944418995e-05,5.643340857794401e-05
1155,19,6.648936299539666e-05,6.648936296492865e-05,6.648936268045558e-05,6.648936330015654e-05,6.648936217581143e-05,6.648936227998476e-05,6.648936301659384e-05,6.648936449822942e-05,6.648936284822799e-05,6.648936284042897e-05,6.648938660902265e-05,6.648936176633024e-05,6.648936225714688e-05,6.648936289818799e-05,6.648936318776385e-05,6.648936305240984e-05,0.9987367020841557,6.648936217156245e-05,6.648936259952749e-05,6.648936170219442e-05
1155,20,9.259259422307778e-05,9.259259429403233e-05,9.259259386435337e-05,9.25925938508867e-05,9.259259338051355e-05,9.259259336109882e-05,9.259259447016921e-05,9.259259349211493e-05,9.259259407029529e-05,9.259259407625984e-05,9.259259492449396e-05,9.259259269696037e-05,9.259259352491763e-05,9.259259427063655e-05,9.259259453147747e-05,9.259259444976433e-05,0.9982407407167567,9.259259347049582e-05,9.259259369920575e-05,9.259259259267285e-05
1155,21,0.0001538461566938195,0.0001538461563626428,0.0001538461560692011,0.00015384615542183,0.00015384615415359716,0.0001538461554077888,0.00015384615684627223,0.00015384615575974878,0.00015384615651715242,0.0001538461575071898,0.00015384615714262854,0.00015384615405704294,0.00015384615450041291,0.00015384615680728367,0.00015384615746314465,0.00015384615629317262,0.997076923037788,0.00015384615570618554,0.00015384615565646685,0.0001538461538463016
1155,22,0.00015873016193154962,0.00015873016136216787,0.00015873016099949896,0.000158730160357408,0.00015873016028097677,0.00015873016365923072,0.00015873016175325426,0.00015873016001058835,0.00015873016106177475,0.00015873016192160765,0.00015873016907321004,0.00015873015987636152,0.00015873015976373945,0.00015873016179191121,0.00015873016214341815,0.00015873016186148092,0.996984126931442,0.00015873016056694802,0.0001587301614124454,0.00015873015873031326
1155,23,0.00018181818525471132,0.0001818181851383098,0.00018181818421141428,0.00018181818460973002,0.00018181818252467993,0.00018181818425233178,0.00018181818519573498,0.00018181818258110292,0.00018181818477645855,0.00018181818471617648,0.00018181818608144302,0.00018181818271684942,0.00018181818302028338,0.4079497247561244,0.00018181818534596447,0.00018181818497904747,0.5887775479273759,0.00018181818412191787,0.00018181818515537116,0.00018181818181829058
1155,24,0.0001340482609324084,0.00013404825951872636,0.00013404825979533894,0.00013404825965487752,0.00013404825789988195,0.00013404825937374262,0.00013404826082329206,0.00013404825868955212,0.00013404826001627183,0.00013404826168420032,0.4111934750623301,0.00013404825764332367,0.00013404825791120303,0.00013404826003386377,0.0001340482607786914,0.00013404826074994315,0.586393656267256,0.0001340482583947491,0.00013404825914097485,0.0001340482573728321
1155,25,9.157509324685226e-05,9.15750933770845e-05,9.157509261373733e-05,9.157509282001116e-05,9.157509256393151e-05,9.157509245552357e-05,9.157509407618322e-05,9.157509285145484e-05,9.157509307011848e-05,9.15750930796697e-05,0.13596711406924752,9.157509185896377e-05,9.157509193331155e-05,9.157509280797978e-05,9.157509369261739e-05,9.157509347313975e-05,0.862384534260274,9.157509205122801e-05,9.157509293159855e-05,9.157509157518305e-05
1155,26,7.012622874475453e-05,7.012622838765936e-05,7.012622839602509e-05,7.012622807144128e-05,7.012622763876298e-05,7.012622791611805e-05,7.012622882129733e-05,7.012622772377349e-05,7.012622880570108e-05,7.012622825739614e-05,7.012625249616303e-05,7.012622740564882e-05,7.012622767194278e-05,7.012622843365671e-05,7.012622872319708e-05,7.012622879188863e-05,0.9986676016405385,7.012622790697315e-05,7.012622806007354e-05,7.012622720904174e-05
1155,27,0.35819613335996325,0.0001618123000970924,0.00016181230036580797,0.0001618122993819696,0.0001618122989431052,0.00016181229968114102,0.00016181230103704303,0.0001618123003207306,0.00016181230042827956,0.0001618123002133596,0.0001618123019426468,0.00016181229965944597,0.00016181229845600514,0.00016181230155094082,0.0001618123016433026,0.00016181230115768365,0.6388912452358367,0.00016181230058509073,0.00016181230100146301,0.00016181229773483104
1155,28,9.980040134393843e-05,9.980040111219785e-05,9.980040058334646e-05,9.98004007868866e-05,9.98004006333201e-05,9.980040010544719e-05,0.9981037923878179,9.98003997578083e-05,9.980040087682437e-05,9.980040087919639e-05,9.980040142559284e-05,9.980039942836903e-05,9.98003998682275e-05,9.980040113135682e-05,9.980040108815324e-05,9.980040111427741e-05,9.980040174823921e-05,9.980040033760528e-05,9.980040075946701e-05,9.980039920166505e-05
1155,29,0.0003184713420820134,0.00031847134143525384,0.0003184713398143974,0.00031847134059773987,0.00031847135109271086,0.00031847133882498935,0.0003184713427069833,0.0003184713455304742,0.0003184713432589451,0.00031847134383135734,0.00031847136018259975,0.0003184713377531655,0.0003184713429139559,0.00031847134374850147,0.00031847134221728285,0.0003184713427716315,0.9939490444831596,0.0003184713389814753,0.000318471341516838,0.0003184713375799443
1661,1,9.34579498799192e-05,9.34579456559899e-05,9.345794526763147e-05,9.345794552401974e-05,9.345794457212434e-05,9.345794537412552e-05,9.345794559995662e-05,9.345794431669873e-05,9.345794597249415e-05,9.345794543573177e-05,9.345794574985286e-05,9.345794407158981e-05,9.345794441041807e-05,0.9982242990362366,9.345794600745737e-05,9.345794625198695e-05,9.345794566788628e-05,9.34579448025951e-05,9.345794527769515e-05,9.345794392527552e-05
1661,2,0.30020426268080286,7.923930409492028e-05,7.923930392742471e-05,7.923930398064113e-05,7.923930308613165e-05,7.92393037984214e-05,7.923930427577269e-05,7.923930326215373e-05,7.92393042745871e-05,7.923930432044865e-05,7.923930463754366e-05,7.923930292776083e-05,7.923930303253536e-05,7.923930443482281e-05,0.3401523711793668,0.3582962979753232,7.923930480321548e-05,7.923930322235081e-05,7.923930373408362e-05,7.923930269423313e-05
1661,3,0.3504622403046931,1.939488019012568e-05,1.9394880118664154e-05,1.9394880108018566e-05,1.9394879898585743e-05,1.939488003846186e-05,1.9394880196301656e-05,1.939487993210259e-05,1.9394880204434436e-05,1.9394880131986986e-05,1.939488019142057e-05,1.9394879780946643e-05,1.9394879902606795e-05,1.9394880202118844e-05,0.119327531506433,0.3530497941572605,0.17685011595099584,1.939487992973092e-05,1.9394880040166595e-05,1.939487975177247e-05
1661,4,3.304692746075576e-05,3.3046927426497946e-05,3.304692720619953e-05,3.304692730513944e-05,3.3046926885668303e-05,3.304692725624689e-05,3.3046927310628684e-05,3.304692696538587e-05,3.3046927429336374e-05,3.304692726383912e-05,3.304692741181673e-05,3.3046926661578216e-05,3.304692679741188e-05,3.3046927211772864e-05,0.926005361918849,3.30469274152877e-05,0.07339979339227329,3.304692699566074e-05,3.3046927238577866e-05,3.304692663585716e-05
1661,5,0.0025628806117223533,4.142502161339541e-05,4.142502149145423e-05,4.1425021469807205e-05,4.1425020987866126e-05,4.1425021216975494e-05,4.142502169573848e-05,4.14250215310191e-05,0.5062142348396922,4.142502159726316e-05,4.142502172874956e-05,4.142502077800633e-05,4.142502118556005e-05,4.142502158269687e-05,0.3080777259227283,4.1425021690007386e-05,0.18248235828368253,4.1425021366127594e-05,4.142502152739444e-05,4.142502071256391e-05
1661,6,0.572165833313643,3.1505986682958825e-05,0.004697416923266486,3.1505986642139934e-05,3.150598628523028e-05,3.15059869703605e-05,3.1505986805017736e-05,3.150598653361664e-05,3.150598686020057e-05,3.1505986602344395e-05,3.150598689252958e-05,3.1505986282421135e-05,3.150598632473356e-05,3.1505986870384624e-05,0.34161613366666765,0.04650254573169413,0.0345454805656052,3.150598638577939e-05,3.1505986848256884e-05,3.1505986137411364e-05
1661,7,3.8580247841840095e-05,3.8580247578591946e-05,3.8580247567915244e-05,3.858024751487845e-05,3.858024707938331e-05,3.858024727727554e-05,0.559443675344867,3.8580247362536196e-05,3.858024765224099e-05,3.858024749312076e-05,3.8580247680785454e-05,3.858024694744143e-05,3.8580247208114046e-05,3.8580247582674604e-05,3.858024781348012e-05,0.43986188020118266,3.858024768549454e-05,3.858024725180079e-05,3.8580247498994816e-05,3.8580246913612576e-05
1661,8,0.9994605337807557,2.8392958974095803e-05,2.8392958991848902e-05,2.83929589352444e-05,2.8392958668431943e-05,2.8392958841920262e-05,2.8392959024050378e-05,2.8392958900595888e-05,2.8392959011604848e-05,2.839295896799232e-05,2.8392959071227297e-05,2.8392958617033953e-05,2.839295867807818e-05,2.839295892864225e-05,2.839295917182493e-05,2.8392959159580603e-05,2.8392959086697575e-05,2.8392958809013036e-05,2.8392958859988386e-05,2.8392958546301823e-05
1661,9,3.668378659460665e-05,3.668378633234556e-05,3.6683786304504324e-05,3.668378625561566e-05,3.668378596644059e-05,3.668378619691391e-05,3.6683786395231304e-05,3.668378623812472e-05,3.6683786393337846e-05,3.668378640622081e-05,3.6683786559427577e-05,3.668378587863744e-05,3.6683785990693376e-05,3.6683786318382044e-05,3.6683786558132436e-05,0.9993030080608121,3.6683786514627286e-05,3.6683786199805014e-05,3.668378631833578e-05,3.668378576671912e-05
1661,10,0.9992270138214255,4.068348324705026e-05,4.0683483075330006e-05,4.0683483205883085e-05,4.0683482726484074e-05,4.068348302414794e-05,4.068348336115296e-05,4.068348272076729e-05,4.068348324575241e-05,4.0683483272771854e-05,4.068348336078717e-05,4.068348255023239e-05,4.068348269201676e-05,4.068348334803512e-05,4.0683483456226424e-05,4.068348338094878e-05,4.068348337765166e-05,4.068348288263889e-05,4.068348314027802e-05,4.068348250613732e-05
1661,11,0.19550847291401843,3.267973933711219e-05,3.26797391058431e-05,3.2679739021175015e-05,3.26797387365701e-05,3.2679739066518404e-05,3.267973919371535e-05,3.2679738906608314e-05,3.2679739140846913e-05,3.2679739167028316e-05,3.267973928381253e-05,3.2679738701244085e-05,3.267973883100487e-05,3.267973927626777e-05,3.267973936145916e-05,0.803903291783118,3.2679739269097385e-05,3.2679738865048215e-05,3.2679739037892525e-05,3.267973856212139e-05
1661,12,0.9785635547523418,3.172588888752867e-05,3.172588879935127e-05,3.172588894223435e-05,3.172588847458905e-05,3.1725888628714184e-05,3.172588901675137e-05,0.0037286227306158855,3.1725889218444536e-05,3.172588894423147e-05,3.172588903131324e-05,3.172588854416303e-05,3.172588854440767e-05,3.1725888837746886e-05,3.1725889109237655e-05,3.1725889039570036e-05,0.017168482407291026,3.172588856031221e-05,3.1725888847720665e-05,3.172588832490983e-05
2097,1,9.842519849758323e-05,9.842519831016505e-05,9.842519791346886e-05,9.842519822771845e-05,9.842519721617542e-05,9.842519761678635e-05,9.842519827318562e-05,9.84251976907129e-05,0.99812992123945,9.842519816555853e-05,9.842519841246347e-05,9.842519685503197e-05,9.842519719687411e-05,9.842519820756955e-05,9.842519853963067e-05,9.842519848339454e-05,9.84251984546792e-05,9.842519758097284e-05,9.842519805763146e-05,9.84251968504415e-05
2097,2,0.00015197568755265608,0.00015197568689120905,0.000151975685956251,0.00015197568624508557,0.00015197568482563237,0.00015197568589344766,0.0001519756866740722,0.0001519756847648826,0.0001519756873191641,0.9971124619617442,0.00015197568681151984,0.0001519756839416857,0.00015197568476499164,0.00015197568779674322,0.00015197568799991279,0.00015197568754390058,0.00015197568703528939,0.00015197568522744403,0.000151975687121179,0.00015197568389064452
2097,3,0.000174216032597446,0.0001742160313764298,0.000174216031275643,0.00017421603079988157,0.00017421603023165563,0.00017421603009189085,0.0001742160316653172,0.00017421603206865493,0.00017421603154520394,0.00017421603190936514,0.00017421603217239332,0.00017421602941666134,0.00017421602842826445,0.00017421603152981257,0.9966898953718806,0.00017421607238486447,0.0001742160323436261,0.00017421602952704654,0.00017421603088055054,0.00017421602787475558
2097,4,0.08728169287275822,8.460237055434661e-05,8.460237018701928e-05,8.460237016874433e-05,8.460236915380579e-05,8.460236977266323e-05,8.46023705604989e-05,8.460236931197553e-05,8.460237114318373e-05,8.460237048749478e-05,8.460237081729907e-05,8.460236931545012e-05,8.46023692705517e-05,8.460237034103307e-05,0.8976818347016753,0.013598232134418875,8.460237112341583e-05,8.460237030435895e-05,8.460236976966351e-05,8.460236886642544e-05
