book_id,chap_id,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19
2097,5,0.4488037755854025,0.00010416666854628271,0.00010416666812097908,0.00010416666826256919,0.00010416666716081035,0.00010416666819539418,0.00010416666893276716,0.0001041666696303681,0.00010416666937557902,0.00010416666859063065,0.04398333469879219,0.00010416666716902911,0.00010416666716131746,0.00010416666839330681,0.4170922121554867,0.08845401086908257,0.00010416666926007794,0.00010416666757117319,0.0001041666681989875,0.0001041666666668112
2097,6,9.157509674675235e-05,9.157509304102741e-05,9.157509299021723e-05,9.157509314666084e-05,9.157509180009078e-05,9.157509316655453e-05,9.15750931540749e-05,9.157509308046226e-05,0.9982600732328648,9.157509281326992e-05,9.157509339048362e-05,9.157509174127135e-05,9.157509208605589e-05,9.157509287290612e-05,9.157509351329219e-05,9.157509355352273e-05,9.157509325167879e-05,9.157509232970014e-05,9.157509288216649e-05,9.157509157513233e-05
2097,7,0.09835546456453456,6.906077462254785e-05,6.906077498459849e-05,6.906077477417625e-05,6.906077371759944e-05,6.906077414435075e-05,6.906077496204155e-05,6.906077477062827e-05,0.14342750398327178,0.0045505950547573715,6.906077494115212e-05,6.90607735103714e-05,6.906077385725271e-05,6.906077443681363e-05,0.5235181002318896,0.17386919852479082,0.05531228679942258,6.906077467683645e-05,6.90607744543188e-05,6.906077348075984e-05
2097,8,9.469697184125549e-05,9.469697104537355e-05,0.28007722447999966,9.469697122039938e-05,9.469696994487029e-05,9.469697066177603e-05,9.469697154742082e-05,9.469697118567388e-05,9.469697212230511e-05,9.469697195840836e-05,9.469697169600002e-05,9.469696993364966e-05,9.469697019423199e-05,9.469697140224521e-05,0.39714527230417984,0.23461128743977985,0.0866510642389526,9.469697069794401e-05,9.46969719392457e-05,9.469696969709931e-05
2097,9,0.22984572247957252,9.242144324416823e-05,0.016526018637113976,9.242144323529448e-05,9.24214422703851e-05,9.242144327766634e-05,9.242144360527671e-05,9.242144275895657e-05,9.242144378346789e-05,9.242144330888915e-05,0.0986663877901723,9.242144195039145e-05,9.242144259664885e-05,9.242144378680991e-05,0.585842322596863,9.242144413621857e-05,0.06773322684992095,9.242144293749118e-05,9.242144369096778e-05,9.24214417746036e-05
2097,10,9.208103303970953e-05,9.208103284252402e-05,0.02037794073552154,9.208103233393687e-05,9.208103171470817e-05,9.208103238994588e-05,9.208103274737201e-05,9.208103235439964e-05,9.208103305634933e-05,9.208103418740004e-05,9.208103318833514e-05,9.2081032465067e-05,9.208103183719533e-05,9.208103275132952e-05,0.9779646006774878,9.208103309767864e-05,9.208103314207012e-05,9.208103211716623e-05,9.208103241796026e-05,9.208103130763724e-05
2097,11,0.06551243660066489,0.00014705882589424548,0.00014705882541548234,0.00014705882538493305,0.0001470588240601633,0.00014705882440099442,0.00014705882591208751,0.00014705882426025582,0.0001470588268631167,0.0001470588273150216,0.0001470588269897421,0.00014705882901544062,0.00014705882496956316,0.0001470588259631014,0.9318405045339447,0.00014705882710116077,0.00014705882658177524,0.00014705882472484545,0.0001470588270088927,0.0001470588235295336
2097,12,3.219575078728946e-05,3.219575077763076e-05,3.2195750638310156e-05,3.219575064013304e-05,3.219575031206591e-05,3.2195750559523156e-05,3.2195750831796353e-05,3.219575050827974e-05,3.21957507603361e-05,3.2195750785422296e-05,3.219575090718641e-05,3.2195750356842266e-05,3.219575040359852e-05,3.219575061743127e-05,0.9993882807381838,3.219575085260073e-05,3.219575083653263e-05,3.219575047910371e-05,3.2195750601127076e-05,3.2195750161009035e-05
3070,1,0.0001285347071102624,0.00012853470605289234,0.00012853470617086977,0.0001285347063390888,0.00012853470489768834,0.0001285347063403008,0.00012853470626618085,0.00012853470570931745,0.0001285347068072846,0.9975578405854968,0.00012853470666554916,0.0001285347045516352,0.00012853470500780013,0.00012853470597768763,0.00012853470695993902,0.000128534707404327,0.00012853470652362826,0.00012853470548220778,0.00012853470586638327,0.00012853470437022995
3070,2,7.824726330349397e-05,7.824726315282738e-05,7.8247262593972e-05,7.824726346225064e-05,7.824726164253344e-05,7.824726386506834e-05,0.16314604332431795,7.824726280453306e-05,7.82472632283044e-05,7.824726269884518e-05,7.82472630400583e-05,7.824726139422743e-05,7.824726184574796e-05,7.824726281623215e-05,0.835445505946998,7.824726339807653e-05,7.82472629868615e-05,7.824726265439025e-05,7.824726245067661e-05,7.824726134593685e-05
3070,3,0.00010224949119739124,0.00010224949077985284,0.00010224949082832306,0.0001022494906947954,0.0001022494893160335,0.00010224949141448452,0.4452572913395108,0.00010224949150287727,0.00010224949078429182,0.00010224949026557835,0.00010224949081486907,0.00010224948897677418,0.0001022494893530936,0.00010224949045221015,0.5529022178336843,0.00010224949110870386,0.00010224949074409387,0.00010224948958093335,0.00010224949023779264,0.00010224948875264297
3070,4,7.541478305633857e-05,7.54147826024335e-05,7.541478254735854e-05,7.541478257690566e-05,7.541478178751189e-05,7.541478245378008e-05,7.541478270707207e-05,7.541478183431117e-05,7.541478284720502e-05,7.541478292390711e-05,7.541478307590915e-05,7.541478140728752e-05,7.541478170159006e-05,7.54147829403172e-05,0.9985671191329852,7.541478300999867e-05,7.541478327719199e-05,7.541478205978452e-05,7.541478290867973e-05,7.541478129720324e-05
3070,5,0.00010020040313458833,0.00010020040254585461,0.00010020040272005324,0.00010020040296935752,0.00010020040157898371,0.00010020040215221573,0.00010020040275922283,0.0001002004012828539,0.00010020040275908094,0.00010020040263341848,0.09361850240519334,0.00010020040088614397,0.00010020040137546267,0.00010020040331797401,0.904577890352812,0.00010020040342411005,0.00010020040334720051,0.000100200401882983,0.00010020040242355301,0.00010020040080169924
3070,6,7.610350242432407e-05,7.610350188452146e-05,7.610350226303192e-05,7.610350187327306e-05,7.610350096433731e-05,7.610350145334349e-05,7.610350214912671e-05,7.610350223609437e-05,7.610350227885909e-05,7.610350177280339e-05,7.610350216921692e-05,7.610350079865176e-05,7.610350101966339e-05,7.610350195887189e-05,0.4609066769942469,0.5377234599747471,7.610350216143666e-05,7.610350139406971e-05,7.61035014433035e-05,7.61035007611065e-05
3070,7,6.605019981477298e-05,6.605019911471425e-05,6.605019949173146e-05,6.60501994760537e-05,6.605019855731021e-05,6.605019896197238e-05,6.605019929855053e-05,0.02920759042158172,6.60501994746775e-05,6.60501993533438e-05,0.09647896878941893,6.605019872175335e-05,6.605019854834678e-05,6.605019916065529e-05,0.873190587404129,6.605019961466412e-05,6.605019966421289e-05,6.605019864614327e-05,6.605019882064359e-05,6.605019815066584e-05
3070,8,0.00011286681977647564,0.00011286681918478691,0.720429394753161,0.00011286681933134427,0.00011286681764044676,0.006490799396945508,0.021225116329499374,0.00011286681888466758,0.00011286681939272817,0.0001128668189213171,0.00011286681967250862,0.00011286681719674342,0.00011286681789441486,0.0001128668191412401,0.25004882041972154,0.0001128668197565137,0.00011286681956633339,0.00011286681848351355,0.00011286681867362797,0.00011286681715582304
3070,9,4.770992505431537e-05,4.7709924454474756e-05,0.18005487353124933,4.770992440416706e-05,4.770992383785228e-05,4.7709924353869204e-05,4.770992451303952e-05,4.770992502251111e-05,4.7709924437550665e-05,4.770992433525655e-05,4.770992466289121e-05,4.770992369226079e-05,4.770992391192978e-05,4.770992437581866e-05,0.8190863478303139,4.770992475278909e-05,4.7709924630652216e-05,4.7709924079624507e-05,4.770992425351314e-05,4.770992366416282e-05
3070,10,8.771930013257124e-05,8.771929974197816e-05,8.771930016091723e-05,8.77193003241043e-05,8.77192987138183e-05,8.771929933614712e-05,8.771930009109795e-05,0.1583246484775693,8.771929968417969e-05,8.771929955943085e-05,0.08859322055790843,8.771929829046181e-05,8.771929870810624e-05,8.771929994662227e-05,0.5245409145547103,0.18759547769168922,0.0396299492262233,8.771929924656684e-05,8.771929971794062e-05,8.771929824571108e-05
3070,11,6.57030240090489e-05,6.570302353294892e-05,6.570302409697507e-05,6.570302397103297e-05,6.570302257271547e-05,6.570302313108314e-05,6.57030236526485e-05,6.570302337973869e-05,6.570302417617945e-05,6.570302350546978e-05,0.032006320167991945,6.570302243852786e-05,6.57030232998341e-05,6.570302379578373e-05,0.7862201812557225,6.570302411998881e-05,0.18065654717803173,6.570302281266116e-05,6.570302342013033e-05,6.570302233913215e-05
3070,12,6.954103242513348e-05,6.954103055888308e-05,6.954103058209335e-05,6.954103067704728e-05,6.954102962303221e-05,6.954103009262604e-05,6.954103047100055e-05,6.954103064077746e-05,6.954103040057547e-05,6.954103017285121e-05,6.954103068413068e-05,6.95410293430422e-05,6.954102956252202e-05,6.95410302809374e-05,0.9986787204240865,6.954103053012844e-05,6.954103064657163e-05,6.954102986159104e-05,6.95410301533713e-05,6.954102920729089e-05
3070,13,7.898894349103483e-05,7.898894325653096e-05,7.898894316794753e-05,0.019797200105434554,7.898894179800839e-05,7.898894284424156e-05,7.89889432843533e-05,7.898894241802742e-05,7.898894313562316e-05,7.8988943179612e-05,7.898894365961022e-05,7.898894161324802e-05,7.898894212397986e-05,7.89889433739834e-05,0.9787809989232436,7.898894353254891e-05,7.89889435118578e-05,7.898894240779775e-05,7.898894297532301e-05,7.898894154825752e-05
3070,14,6.657789780145838e-05,6.65778974550982e-05,6.657789737886745e-05,6.657789750868386e-05,6.657789648789959e-05,6.657789706439492e-05,6.657789751199709e-05,0.35754644479803077,6.657789755431171e-05,6.657789701423601e-05,0.20317152611657865,6.657789665023973e-05,6.657789682316629e-05,6.657789723142205e-05,0.27400698353695335,0.16420979919459328,6.657789765756031e-05,6.657789666325699e-05,6.657789690280693e-05,6.657789613855523e-05
3070,15,7.727975403422051e-05,7.727975394945181e-05,7.727975369603935e-05,0.9985316846805443,7.72797528883716e-05,7.727975354609377e-05,7.727975381143213e-05,7.727975375262245e-05,7.727975393550995e-05,7.727975371482036e-05,7.727975385770589e-05,7.727975270803116e-05,7.727975313547077e-05,7.727975375991228e-05,7.727975506320757e-05,7.72797539994078e-05,7.72797538698777e-05,7.727975341091271e-05,7.727975361761858e-05,7.727975270481505e-05
3289,1,0.00011792452992871364,0.00011792452937578909,0.0001179245293502311,0.00011792452959563699,0.00011792452864756908,0.00011792452901637788,0.00011792452979169004,0.00011792452859726159,0.00011792452979482715,0.00011792452952958924,0.00011792452974314971,0.00011792452830221298,0.00011792452898893204,0.00011792452967518447,0.00011792453001934436,0.00011792453006239226,0.0001179245298125408,0.00011792452907478915,0.9977594339423919,0.00011792452830191742
3289,2,0.00011013216134815343,0.00011013216074302335,0.00011013216168406607,0.00011013216075013978,0.00011013215941916284,0.00011013216044331774,0.1373772494705263,0.00011013215957350232,0.09265050261204047,0.00011013216059618325,0.44213634718149475,0.00011013215897913812,0.00011013215913606103,0.0001101321607537685,0.17073226678625417,0.07623712177564564,0.00011013216131760593,0.00011013215949607841,0.07932466193120799,0.00011013215859047186
3289,3,0.8260473534631038,8.183306195995105e-05,8.183306213102882e-05,8.18330619623764e-05,8.183306091926638e-05,8.183306216027709e-05,8.183306224240791e-05,8.183306210580035e-05,0.022013585391059715,8.183306216310455e-05,8.18330624416736e-05,8.183306066507232e-05,8.183306094960058e-05,8.183306185511738e-05,8.183306267769204e-05,8.183306258307841e-05,0.1505478990952538,8.18330616138413e-05,8.18330615960315e-05,8.183306055657476e-05
3289,4,0.46295567896246337,7.656967982083365e-05,0.0606510903084983,7.65696800021994e-05,7.656967909190019e-05,7.656967971580308e-05,7.656968023955193e-05,7.656967891873017e-05,7.656967995061459e-05,7.65696798708132e-05,0.20391736728725438,7.656967856802452e-05,7.65696791239759e-05,7.656967962614066e-05,0.14145725856998614,0.12987005967946674,7.656968028689828e-05,7.656967914102244e-05,7.6569679566972e-05,7.656967840744803e-05
3289,5,0.5770640824092274,7.91139256191827e-05,7.91139261132382e-05,7.911392541396933e-05,7.911392523986042e-05,7.911392572687226e-05,7.911392571653546e-05,7.911392486072961e-05,7.911392555244129e-05,7.911392530264626e-05,7.911392591335062e-05,7.911392410271163e-05,7.911392441140381e-05,7.911392539877473e-05,0.07516753223877265,7.911392591265545e-05,0.3464234486223019,7.911392509025845e-05,7.911392527289358e-05,7.911392405072392e-05
3289,6,0.31440890983931913,6.613756766846057e-05,0.46387510787044833,6.61375675837403e-05,6.61375665864611e-05,6.613756727381041e-05,6.613756755126095e-05,6.613756719511797e-05,0.054480458397962304,6.613756729380104e-05,6.613756773239021e-05,6.613756615608238e-05,6.613756642139466e-05,6.61375673926066e-05,6.613756786131851e-05,6.613756785387496e-05,0.16617732281739359,6.613756694486336e-05,6.613756722384556e-05,6.613756613762477e-05
3289,7,0.59236074869172,5.512679270682845e-05,5.512679314664895e-05,5.512679255318012e-05,5.5126791923171286e-05,5.512679292078045e-05,5.51267928566552e-05,5.512679216821056e-05,5.5126792716420765e-05,5.5126792595073185e-05,5.5126792999511285e-05,5.5126791750860526e-05,5.512679198469123e-05,5.5126792583275256e-05,0.4066469690430972,5.512679277284974e-05,5.512679295734681e-05,5.512679234876505e-05,5.51267925779813e-05,5.51267916207849e-05
3289,8,9.380863205029355e-05,9.380863186626895e-05,9.380863144187442e-05,9.380863162031728e-05,9.380863069591693e-05,9.380863144111968e-05,9.380863274142469e-05,9.380863113376094e-05,9.380863178424584e-05,9.380863197287923e-05,9.380863278842782e-05,9.38086312905931e-05,9.380863079630623e-05,9.380863187263076e-05,0.9982176359986734,9.380863232973512e-05,9.380863269937754e-05,9.380863081685705e-05,9.380863159040265e-05,9.380863039407705e-05
3289,9,6.002401088674286e-05,6.002401076378476e-05,6.002401034856089e-05,6.002401051432723e-05,6.002401023771766e-05,6.00240107845732e-05,0.06238507972861251,6.002401004884274e-05,6.0024010818207e-05,6.0024010852650884e-05,0.039623926219947384,6.0024009767576735e-05,6.002401019539632e-05,6.00240106318813e-05,0.7838288301109535,6.002401085476399e-05,0.11320177977351155,6.0024010253763116e-05,6.002401041239469e-05,6.002400960390397e-05
3289,10,5.4525628093239884e-05,5.452562795725291e-05,5.452562761302825e-05,5.452562761114992e-05,5.452562730360956e-05,5.452562778695381e-05,5.4525628348292516e-05,5.452562730010077e-05,5.452562786763279e-05,5.452562797195089e-05,5.452562819520252e-05,5.452562716925229e-05,5.452562733923684e-05,5.4525627889923395e-05,0.9989640130728842,5.4525628147411057e-05,5.452562817654238e-05,5.452562746164481e-05,5.45256278388487e-05,5.452562704475871e-05
3289,11,8.650519195556326e-05,8.650519171326148e-05,8.650519148198408e-05,8.650519132806786e-05,8.650519056788194e-05,8.650519139873013e-05,0.9983564013622023,8.650519107803462e-05,8.650519189243922e-05,8.650519164005575e-05,8.650519203954815e-05,8.650519043083739e-05,8.6505191025696e-05,8.650519155662276e-05,8.6505192511206e-05,8.650519200693196e-05,8.650519202953283e-05,8.65051908672097e-05,8.650519196289413e-05,8.650519031146755e-05
3289,12,6.657789762331895e-05,6.657789832464358e-05,6.657789701672693e-05,6.657789690048149e-05,6.657789674434012e-05,6.6577896940669e-05,0.08756147716686745,6.657789673647927e-05,6.657789725551314e-05,6.657789720109846e-05,6.657789753144195e-05,6.657789637513775e-05,6.657789662559335e-05,6.657789724683137e-05,0.8118626503813545,0.09944404820166743,6.657789757650642e-05,6.657789667584615e-05,6.657789719771701e-05,6.657789613855817e-05
3289,13,9.803921760127232e-05,9.803921737665121e-05,9.803921714454617e-05,9.803921704456705e-05,9.803921658250905e-05,9.803921710795932e-05,0.004328486309415544,9.803921604963051e-05,9.803921748339677e-05,9.80392172558786e-05,0.10357348429069123,9.803921620280432e-05,9.80392162467305e-05,9.803921735074104e-05,0.8904313627104682,9.803921784324405e-05,9.803921803836986e-05,9.803921646974931e-05,9.803921794069987e-05,9.803921568636745e-05
3289,14,7.002801288557982e-05,7.00280125132084e-05,7.002801221948702e-05,7.002801229309958e-05,7.002801160704043e-05,7.002801203523399e-05,0.9334234775479706,7.002801211986673e-05,7.002801250353815e-05,7.002801217079951e-05,7.002801266895836e-05,7.002801144292456e-05,7.00280115943658e-05,7.00280123695209e-05,0.06531601823292449,7.002801275611848e-05,7.002801263551076e-05,7.002801190341113e-05,7.002801218154905e-05,7.002801120452693e-05
58866,1,0.00017361111504441519,0.0001736111144981837,0.00017361111370540176,0.00017361111365981648,0.0001736111118694142,0.00017361111291505556,0.00017361111508747384,0.00017361111206919944,0.00017361111450779062,0.04332845964538377,0.3116166306719969,0.000173611111412502,0.00017361111176707113,0.0001736111140851189,0.00017361111494934686,0.00017361111489314583,0.642103520754766,0.00017361111286790225,0.0001736111134101201,0.00017361111111129833
58866,2,8.591065463067731e-05,8.59106551885878e-05,8.591065395942354e-05,0.5707862963599335,8.591065340761134e-05,8.591065406359716e-05,8.591065467925597e-05,8.59106531462733e-05,8.591065449097431e-05,8.591065446802861e-05,8.59106551106591e-05,8.591065304990985e-05,8.591065351327667e-05,8.591065446988522e-05,8.591065462324483e-05,8.591065454993657e-05,0.4276673118656191,8.591065389013366e-05,8.591065428492605e-05,8.591065292101812e-05
58866,3,9.92063512192744e-05,0.998115079342451,9.920635049174875e-05,9.920635051986437e-05,9.920634954286382e-05,9.920635031325311e-05,9.920635069634295e-05,9.920635000591576e-05,9.920635055565304e-05,9.920635053755326e-05,9.920635109393954e-05,9.920634930960113e-05,9.920634964290801e-05,9.920635063093338e-05,9.920635084772126e-05,9.920635110037802e-05,9.920635091417199e-05,9.920635055317224e-05,9.920635036721999e-05,9.920634920639408e-05
58866,4,0.00010964912522270726,0.9979166666055302,0.00010964912423170639,0.00010964912437357908,0.0001096491239640213,0.00010964912419997589,0.00010964912485961095,0.00010964912343783158,0.0001096491248832686,0.00010964912470658887,0.00010964912531181478,0.00010964912302865459,0.00010964912361150853,0.00010964912508633117,0.00010964912468654628,0.00010964912511101895,0.00010964915571814192,0.00010964912399143529,0.0001096491252377198,0.00010964912280707773
58866,5,0.5494103882111693,0.4486457672698867,0.00010799136219425777,0.000107991361995728,0.00010799136217774724,0.00010799136177824918,0.00010799136270191943,0.00010799136123716657,0.00010799136281986,0.00010799136230110892,0.0001079913635115909,0.0001079913607230582,0.00010799136129183434,0.00010799136274841956,0.00010799136272941896,0.00010799136270740379,0.00010799136332642819,0.00010799136184018777,0.0001079913621685127,0.00010799136069124706
58866,6,0.00014285714609838272,0.3552709628827679,0.00014285714437931607,0.00014285714536578297,0.0001428571431739714,0.00014285714532479742,0.6421576085094518,0.00014285714502255292,0.0001428571457297171,0.00014285714481241716,0.00014285714596711386,0.0001428571430788394,0.00014285714344494882,0.00014285714469421522,0.00014285714578961473,0.00014285714668749763,0.0001428571460277897,0.0001428571449063396,0.00014285714441973299,0.00014285714285724996
58866,7,0.11347714603149076,0.331623420435348,9.4339623985932e-05,9.43396246814282e-05,9.4339624187307e-05,9.433962365927458e-05,9.433962445254053e-05,9.433962293085994e-05,9.433962438909093e-05,9.433962399238256e-05,0.5532956599262072,9.433962271286949e-05,9.433962321394111e-05,9.433962459158069e-05,9.43396247720828e-05,9.43396247401027e-05,9.433962498226602e-05,9.433962332554508e-05,9.433962369544934e-05,9.433962264163151e-05
58866,8,0.00010917030913143382,0.41364419500338434,0.00010917030721533591,0.00010917030828292797,0.00010917030648105904,0.00010917030724222094,0.00010917030816646915,0.00010917030662156703,0.00010917030792886544,0.00010917030939788267,0.5843907394607417,0.00010917030568263372,0.00010917030697708365,0.00010917030743302827,0.00010917030893266336,0.00010917030867026021,0.00010917030837562046,0.000109170306464896,0.00010917030719319651,0.0001091703056769563
58866,9,0.6079039186534169,0.38962355383469616,0.0001373626395346954,0.00013736263986496467,0.00013736263886292768,0.00013736264092847043,0.00013736264063031077,0.00013736263836820745,0.0001373626399616933,0.00013736263939364144,0.00013736264086635402,0.0001373626374462395,0.00013736263947432866,0.00013736263986951946,0.00013736263990088283,0.00013736263977326524,0.00013736264052747725,0.00013736263866601624,0.00013736264045506857,0.00013736263736279186
58866,10,0.39435346474688787,0.29125821395125195,0.00016501650386967212,0.0001650165044221569,0.00016501650303482775,0.00016501650357820765,0.00016501650561735623,0.00016501650302016763,0.00016501650403008983,0.0001650165048423225,0.0001650165058229087,0.00016501650166459052,0.000165016502802583,0.0001650165044048923,0.00016501650485510489,0.00016501650438247137,0.3115830407365095,0.0001650165033047872,0.0001650165040481172,0.0001650165016503457
58866,11,0.22973844529797502,0.5275503319101777,8.80281705098917e-05,8.80281701667975e-05,8.802816941710474e-05,8.802817035379478e-05,8.802817074172355e-05,8.802816916731153e-05,8.802817070978342e-05,8.802817034156777e-05,8.802817117010171e-05,8.80281690461765e-05,8.802816951295645e-05,8.802817073640434e-05,8.80281709697482e-05,8.802817066628447e-05,0.24121474389820458,8.802817012874797e-05,8.802817099031309e-05,8.802816901418532e-05
58866,12,0.11824672874677734,0.20636342499655516,0.00012077294865125312,0.00012077294942215063,0.00012077294716155659,0.0001207729498509556,0.00012077294916111066,0.0001207729474837653,0.00012077294950939877,0.00012077294903298725,0.16073800825395995,0.00012077294689391522,0.000120772947351372,0.00012077294876833286,0.00012077294934468613,0.00012077294978096393,0.5127194708265254,0.00012077294850909661,0.00012077294840062012,0.0001207729468600337
58866,13,0.00012886598256140911,0.1079006599458621,0.00012886598211155767,0.0001288659820736548,0.00012886597983132727,0.00012886598111113744,0.00012886598188040468,0.00012886598063235535,0.00012886598192473166,0.0001288659815182865,0.889779752390567,0.00012886597942894063,0.00012886598008761966,0.0001288659816493784,0.00012886598248949705,0.00012886598235127723,0.0001288659825433571,0.00012886598052133536,0.00012886598147323383,0.00012886597938157422
58866,14,0.00015151515449372463,0.9971212120795852,0.0001515151534719911,0.00015151515374120216,0.00015151515229809906,0.0001515151535780017,0.00015151515447998587,0.00015151515301847893,0.000151515154131216,0.00015151515392306956,0.00015151515536141987,0.00015151515242868194,0.00015151515245753796,0.00015151515385894088,0.00015151515470385963,0.00015151515485090856,0.00015151515440885128,0.00015151515345357576,0.0001515151542400246,0.0001515151515152203
58866,15,0.0001428571461491971,0.31929311315461867,0.0001428571470082193,0.000142857145620946,0.00014285714324754057,0.11403081888445772,0.00014285714599330412,0.0001428571431142237,0.00014285714534950902,0.00014285714489916068,0.5642474964943646,0.00014285714380977965,0.0001428571438327177,0.00014285714557527816,0.00014285714596208848,0.00014285714621689152,0.00014285714626067087,0.00014285714512269948,0.00014285714553949208,0.00014285714285727183
58866,16,0.0001811594241544855,0.5854324584147652,0.00018115942372704002,0.00018115942324571055,0.0001811594217882974,0.00018115942260312038,0.00018115942374431095,0.00018115942117011792,0.4113066719766692,0.00018115942293110286,0.0001811594234171423,0.0001811594205539986,0.00018115942140018847,0.00018115942304272844,0.00018115942416257024,0.00018115942366365322,0.00018115942439705495,0.00018115942186704988,0.0001811594224071836,0.00018115942028999757
58866,17,0.00015873016240813004,0.23322275603116063,0.00015873016217555596,0.00015873016188891446,0.0001587301594971261,0.06796672158919564,0.00015873016263419202,0.00015873015890653866,0.00015873016167282163,0.0001587301614072921,0.6961121096418781,0.00015873015916345132,0.00015873015961443963,0.00015873016164015652,0.00015873016229509793,0.00015873016193623704,0.00015873016234814328,0.00015873016030957466,0.00015873016113782118,0.00015873015873032448
58866,18,0.07528744072502382,0.26233996031117446,0.0001792114738634388,0.00017921147237491488,0.00017921147068403515,0.00017921147259486946,0.00017921147329725922,0.00017921147114832102,0.00017921147299494264,0.00017921147187994983,0.399625444162041,0.0001792114696113984,0.00017921147125576364,0.00017921147311295114,0.0001792114731454594,0.00017921147333610369,0.25987977124969275,0.00017921147093379983,0.0001792114723004005,0.00017921146953426984
58866,19,0.02187212127605692,0.6429511284634201,0.33144868002436245,0.000219298249901541,0.0002192982461065379,0.0002192982504204405,0.00021929824980671176,0.0002192982472354793,0.00021929824941442966,0.00021929824821420457,0.00021929825860842391,0.00021929824591547612,0.0002192982466332417,0.0002192982494805837,0.00021929825004610038,0.0002192982505722371,0.0002192982505148983,0.00021929824820460218,0.00021929824947134987,0.0002192982456142066
58866,20,0.09381564778710133,0.4818819105568082,0.00011709602067434248,0.00011709602148991147,0.00011709601941909427,0.00011709602200722572,0.00011709602090140918,0.00011709601909049305,0.00011709602117506226,0.00011709602066095262,0.0001170960213005771,0.00011709601874074838,0.00011709601914699697,0.00011709602072150759,0.00011709602117658505,0.0001170960213671011,0.4223118093087612,0.00011709602007831339,0.00011709602064342011,0.00011709601873549436
58866,21,0.0001466275688070228,0.9972140762086813,0.0001466275684645476,0.0001466275683945687,0.00014662756677015642,0.0001466275682335573,0.000146627568280717,0.0001466275664969062,0.00014662756880374627,0.0001466275684107732,0.0001466275694026924,0.0001466275661835028,0.0001466275666242157,0.00014662756855023982,0.00014662756884083712,0.00014662756897752572,0.0001466275689013993,0.00014662756723704708,0.00014662756795672145,0.0001466275659824667
58866,22,0.0001162790728195243,0.11045639402642075,0.00011627907132166334,0.00011627907206390355,0.00011627907083326738,0.00011627907143616711,0.0001162790724683858,0.00011627907064265037,0.00011627907221410387,0.00011627907180537568,0.887450582684236,0.00011627907005180621,0.00011627907040124686,0.0001162790728384545,0.00011627907296427128,0.00011627907263545747,0.00011627907270503079,0.00011627907072158986,0.00011627907165264885,0.00011627906976756274
58866,23,0.00025380711168337613,0.09272095719949194,0.0002538071131380833,0.0002538071126703182,0.00025380710709023126,0.0002538071110803701,0.00025380711134597394,0.00025380710801721013,0.00025380711126397676,0.00025380711169250333,0.00025380711330460945,0.0002538071065992718,0.000253807108419001,0.0002538071120452446,0.000253807113311232,0.0002538071132238499,0.902710514807246,0.00025380711033395816,0.0002538071114435323,0.00025380710659927166
58866,24,0.00016129032537825792,0.13718123646623412,0.00016129032449756098,0.0001612903249146518,0.00016129032315459135,0.00016129032451970795,0.0001612903256208243,0.00016129032303820596,0.00016129032488667417,0.00016129032503846006,0.00016129032621363124,0.00016129032280512545,0.00016129032354673917,0.00016129032565500743,0.00016129032539107405,0.00016129032521852536,0.00016129032591794825,0.00016129032414081117,0.8599155376912475,0.00016129032258069314
58866,25,0.0002369668291964904,0.5048842049930778,0.49085039211399895,0.00023696682737635622,0.0002369668255620605,0.00023696682714773913,0.0002369668286285341,0.00023696682609218787,0.0002369668276544286,0.0002369668273651846,0.0002369668288725141,0.0002369668250885426,0.00023696682628361872,0.00023696682851355016,0.00023696682840018332,0.00023696682815826207,0.00023696682923543457,0.000236966826854375,0.0002369668278490458,0.00023696682464466765
58866,26,0.00031055901148072655,0.0003105590136680326,0.0003105590099134009,0.00031055901069427594,0.0003105590065067678,0.0003105590088243723,0.0003105590124267007,0.00031055900850800324,0.0003105590107536871,0.0003105590109376173,0.0003105590134618766,0.0003105590063396009,0.0003105590085470987,0.9940993788063385,0.0003105590117398526,0.0003105590118721445,0.00031055901259952555,0.0003105590079451891,0.00031055901123103885,0.0003105590062112982
58866,27,0.0881007143531855,0.17763015713329644,9.10746827918163e-05,9.107468269344811e-05,9.107468189323836e-05,9.10746821918377e-05,9.107468298818985e-05,9.107468293179545e-05,9.107468276320139e-05,9.107468264896977e-05,0.35644621850631575,9.107468173806845e-05,9.107468162961911e-05,9.10746827546367e-05,9.107468324376689e-05,9.107468324932221e-05,0.3763657150878379,9.107468212127101e-05,9.10746824865279e-05,9.107468123871758e-05
58866,28,0.00011261261522622828,0.8496958390360144,0.0001126126144599633,0.00011261261456936382,0.00011261261328587477,0.00011261261452753206,0.00011261261486547171,0.00011261261464103777,0.00011261261462294305,0.00011261261424049043,0.00011261261523715858,0.00011261261273129378,0.00011261261344029383,0.00011261261463196622,0.0001126126152791638,0.00011261261535328227,0.14827713390631658,0.00011261261361248432,0.00011261261433185603,0.00011261261261268413
