book_id,chap_id,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,sentiment
244,1,0.00026511316776789656,0.00034033135963483843,0.00017290598450181026,0.0004287248981468111,0.00040222083432796756,0.00044023089506026837,0.00028331856769231624,0.0005265559504693828,0.0001568186266779051
244,2,0.00020222390980785537,0.00022405629073154356,0.00018170364050327462,0.00027563669058940386,0.00032413785911003046,0.00029068815034801696,0.00022443661539317663,0.0003799152801245943,6.473568872847124e-05
244,3,0.0002653491602854322,0.00021731499290560067,0.00026991772444706917,0.00035076863781892333,0.00022451981060896644,0.0003362506017411644,0.0002140765764107527,0.0002961546321105733,-0.00017609858207936577
244,4,0.0003504003464045,0.0002932902745545482,0.00031429401154677467,0.00043782913940640004,0.00031812109636146865,0.0003827826818414253,0.00022898780092568314,0.00027271147873748555,-0.00017818728626038433
244,5,0.00043416314824013663,0.00028684817108423746,0.0002466601908619107,0.0003620661774388491,0.00037501623517946953,0.0004558754969053277,0.00020282804809928029,0.00038612097517177487,-0.00018271142416126615
244,6,0.00037436097540347155,0.00022627368946781873,0.0002500508846403748,0.00038132709525868374,0.00022097137347610002,0.0003362345857932919,0.0001458954530647943,0.0002829587848633521,-0.0003015253326450105
244,7,0.0003943979600164273,0.00023312229642675607,0.00020319082016062275,0.0004308163523393788,0.00021604990667125455,0.00038624504856526364,0.00011724496336812122,0.00031675377087257955,-0.00017452962602818256
244,8,0.00033292233011292255,0.00036895274126107837,0.00024519512058688594,0.0005557590645791761,0.00035427711265634265,0.00047795335373769293,0.00020197638700707486,0.00038326855987915246,-0.0001631129608700736
244,9,0.0003864074076010237,0.0004647947241905364,0.00021123412225894998,0.0004547937069184864,0.0004918680912203653,0.0004113629893647229,0.0002975680570738763,0.0005625399057265984,0.0001357683619575661
244,10,0.0008317812276037574,0.0007480247787983465,0.0006806577649262042,0.0009561497959525937,0.00062005851170154,0.0007644470696192245,0.00034673980553182195,0.0009111087387178124,-0.0003647922782479057
244,11,0.00044808715830315493,0.0004252081595844762,0.0003013869111171,0.0006166538364835614,0.00028685908399726686,0.0003903682628738886,0.00017369641414405362,0.00040130387424779665,-0.00035314793019457675
244,12,0.000479788075878922,0.00039058462998224907,0.0003041200869712484,0.000571308021252844,0.00024322098705287926,0.0004693195700332251,0.0002376486587667704,0.0003574338932022994,-0.00044608950579179434
244,13,0.0003288767572877975,0.00016319743051989335,0.00024605123918406064,0.00036740024083748996,0.00016551698943792335,0.00031465165896509125,0.00012973216475972775,0.0002825052885907365,-0.00018410791860024977
244,14,0.000575193608221154,0.0004209650355052514,0.00059837267769041,0.000541503766175842,0.0003482014673865234,0.000549079430880615,0.0003110159360551704,0.0004285089675685544,-0.00035169893102508863
834,1,0.00017394610978625882,0.00013394705072691273,0.00011581583482711838,0.00020584948586210508,9.894185056217992e-05,0.00017324442727776379,7.402331065804445e-05,0.0002340834201121745,-5.970179302697813e-05
834,2,0.00015345732076876576,0.00010886990132883785,0.00010648267922718716,0.00020461975162083113,0.00011775780810229349,0.00015463242048258406,6.111210617976742e-05,0.00019271597579831597,-7.20160761397816e-05
834,3,0.0001800239344439981,0.00017307249940007378,0.00011861619390289196,0.0002011714042710033,0.0001593932443634117,0.0001579701701746346,7.986142012121025e-05,0.00017367354846316383,-6.031853303638358e-05
834,4,0.0001646899829181904,0.00017122807304577355,0.00011320967980137789,0.0001897011153563202,0.00019408782823347837,0.00017965909188137115,8.653584096288029e-05,0.0002644380720304548,6.14527603237928e-05
834,5,0.00018442741077602203,0.00013985494180398955,0.00014204296527244405,0.00022823409909711754,0.0001590994211564509,0.0001584375798332776,9.24440297677888e-05,0.00017281799993936207,-7.748115982935507e-05
834,6,0.00015575907796870218,0.00017632603995899177,9.04431739696509e-05,0.0001873776678998229,0.00015503262834635437,0.00016366089559991342,0.00010990912984946248,0.00021559624109817804,-1.1528729186559614e-07
834,7,0.00018154153627768555,0.00010410471100526616,0.0001316216826712952,0.00030327675939492016,0.0001303139241298152,0.00021926303020716105,0.0001303560902641354,0.00021818927224653202,-0.00011190117731676366
834,8,0.00022228020404454026,9.506422345013644e-05,0.00016777893726793898,0.0002662891709248212,8.803000289797206e-05,0.00020194137604745934,9.764497130482966e-05,0.0001857750053012242,-0.00018212869335262752
834,9,0.00015262229448589863,0.00019370438611960512,0.00013865246849861164,0.0002198589816008795,0.00011720407807747535,0.00019475349074317348,0.00010053529482484,0.00025723843668571956,6.952839677056746e-06
834,10,0.00019773218842407032,0.00011145212348990705,0.00014081974957866848,0.00026505178414836574,0.00014170419832667053,0.00020664313814047807,9.162170038972394e-05,0.00022533956618385226,-5.9826803756539995e-05
834,11,7.73531123688832e-05,8.343252864303895e-05,5.954130244375497e-05,0.00011511219773551997,7.513336902115885e-05,8.940682324508285e-05,5.1875506705765875e-05,0.00011836958489005878,-8.528378424231152e-06
863,1,0.00021842292086603728,0.0002727476846254852,0.0003310567598831024,0.0002800044333123846,0.0003813318223278627,0.00020339447075843074,0.00017305337926890887,0.0004048504733553722,3.5524635378837286e-05
863,2,0.00027805046814424116,0.00042526769477937537,0.00022205123580822746,0.0002996332412053725,0.0004717905469710097,0.0003786384871193706,0.0002241281136197862,0.0005651721907576057,0.00015322728642916164
