term_str,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19
contempt,0.05000000000734045,1.0500000000180039,0.05,0.05,0.05,0.05,1.2668954523795477,0.05,0.050000000319519955,0.05,1.0975651984321697,0.05,0.05,1.050000000060284,0.06102376071579056,0.05000000038628841,3.7745155876468894,0.05,0.05,0.05
contents,6.4413293932740645,0.05000000040853615,0.05000006053304416,0.05000000004878718,0.05,0.084992053142445,0.05,0.050000000015269754,1.5919545813809848,0.050000000112903245,3.9569476263686965,0.05,0.05000000146057511,3.0007704621772926,0.06922248204027268,6.213556112754175,11.04942124703508,1.0500000002382046,2.0418059789797027,0.05
contest,2.047349218133229,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.0499999976550285,0.05000000224335691,0.050234579433194995,0.05,2.049765420726026,0.05,0.05000000034253625,0.052650742195495745,0.05000003925548427,0.05,0.05,0.05
continent,0.7869113626646685,2.181869128334197,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.3097398319561975,0.05,0.05,0.05,1.921479675703059,0.05000000063101917,0.050000000683895866,0.05,0.05,0.05
continued,1.0970872801606089,0.05000001117061833,1.2367871105788872,0.05,0.05,0.05,1.2026659988493735,0.05,1.2492136107051937,0.05000000288163869,2.6395230836129655,0.05,0.05,0.05,0.05000000084145516,0.05625292041785861,8.868469980085116,0.05,0.050000000660789023,0.05
contract,1.9420624520539005,0.05000000177123039,1.0499999991468214,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.050000003468502426,0.05,0.05,0.05,2.049999996795185,0.050000000641260735,1.1579375460793833,0.05,0.05,0.05000000000000001
contrary,8.719912586713061,0.050000027190892714,1.3464899659673621,0.050000000364545515,0.05,1.9244135125019415,2.6759331441811596,0.05000000038170094,4.318806254313217,0.050000000070384715,1.5172670852624812,0.05,0.05,0.05,12.352572474220926,6.185666011895945,20.408938936819965,0.05,1.0500000000818974,0.05
contrast,6.904482740322286,0.05000000092903282,0.7575804973857629,0.05,0.05,0.050000000022590925,1.0736529918342486,0.05000000019681247,0.05,0.05,0.050006055543808214,0.05,0.05,1.050000000011892,5.153277193017829,0.6249700039077456,1.7860305167975397,0.05,0.05,0.05
control,4.012050005860404,2.2335915539309963,0.05000000018377765,0.34696042652617193,0.05,0.05,0.05,0.05,0.05,0.05000000021911502,3.1193923692825236,0.05,0.05,0.13734195644088537,2.1107507632466094,0.050000000033693044,4.389912923606742,0.05,0.05000000063798462,0.05
convenience,4.162360300304165,0.05,0.050019620563253576,0.05,0.05,0.05,0.05,0.05000000002423446,0.05000000344840441,0.05,1.096366990322476,0.05,0.05,0.05,0.05002368677825122,0.09284242690795994,1.8483869715953798,0.05,0.05,0.05
conversation,13.202631473290193,3.8855407417821466,3.3422410627265653,1.3045006024731685,2.5821998202472383,1.4149612094810204,2.6969306456646946,0.09861799726588187,2.9582733517361404,5.182595900756043,39.39007296726862,0.05000000148456268,1.0500000002928263,2.1787160828440415,20.26139436955529,10.444355947700194,32.806967825317244,0.05,0.05000000008047783,0.05
conversations,0.05000000000885212,0.05,0.05,1.0500000000188194,0.05,0.05,0.05,0.05,0.05,0.05,4.049999994795667,0.05,0.050000001350387284,0.05,0.05,0.05,0.05000000380644363,0.05,0.05,0.05
convict,0.05,0.05,4.445751624227726,3.0500000000779375,0.05,0.050000000007674315,0.05000000001533102,3.8033644077638904,1.0499999998610319,1.0499999998669323,0.05000000002165802,0.05,0.05,0.05,19.900607525003988,0.05027644308287025,0.050000000060353364,0.05,0.05,0.05
conviction,0.8421895434165834,0.05,0.050000022777947996,0.5013756048903717,0.05,0.05,2.2663673664816995,0.05000000013400128,0.050000089879352325,1.1837091629287069,0.5941162210198666,0.05,0.05,0.05,8.009676381129214,3.3176294550561747,6.684936152252345,0.05,0.05,0.05
convicts,0.05000000008159221,0.05,0.05,0.05,0.05,0.05,0.05,3.707176689404161,0.05000000058573219,0.05000000002352995,0.05000000000901242,0.05,0.05,0.05,6.391768930744974,0.050000000220095264,0.05105437892287263,0.05,0.05,0.05
convinced,0.5983866780499021,0.05000000042395154,0.05,0.050000000697362074,0.05,0.05,2.0498357677296166,0.05,0.05,0.05076576553922872,0.05000000006689143,0.05,0.05,0.05,0.050000000768150525,3.13075383200477,3.420257954692997,0.05,0.05,0.05
cook,0.050000001588920685,0.05,0.05000000009222106,0.05,1.9158540954711376,0.05000000042146935,0.1006675585806491,0.05000000216214798,0.050010325318166925,0.05,7.1912441754143215,0.05,0.05,0.05,0.061056987963589694,2.8988342869240844,9.132332566031574,0.05,0.05,0.05
cooking,0.05000000116766829,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05000000029526043,1.4126940453348449,0.05,0.05,0.05,2.1953029992958037,0.05000000340207219,2.54200295047303,0.05,0.05,0.05
cool,0.05000000121317177,0.05,1.1551437526905857,0.050000002595839386,0.05,0.05000000003385006,1.0853782386481599,0.05,1.050000000027697,0.05000000033425148,1.8816982230218082,0.05,0.05,0.05,1.3035651149439773,0.050000000389371496,2.824214666067264,0.05,0.05,0.05
copper,3.5915432058320986,0.05,0.05,0.05,0.05,0.05,1.0145195799340165,0.05000000009134897,0.05000000006777826,0.05,0.05,0.05,0.05,0.05,2.543937213678793,0.05000000036992756,0.05000000001197059,0.05,0.05,0.05
copy,3.4828145531238266,0.05,0.05,0.05,0.05,0.050000000260662716,1.049999999976961,0.05,2.281740885871962,0.05,3.1705331009392523,0.05,0.05,1.9836022665003248,2.201791868870778,0.05000000169181552,1.1795173226014528,0.05,0.05000000012555524,0.05
cord,7.285437869656125,0.05000000058927628,0.05,0.05,0.05,0.05,0.05,0.05000000002670956,0.05000000037888864,0.050000000014424756,6.419278612612819,0.05,0.05,0.05,4.106816722475608,0.05108040698841999,1.3873863872265912,0.05,0.05,0.05
cordially,2.9678567330773618,0.05,0.0500000004451019,0.05,0.05,0.05,0.05,0.05,1.721253713017096,0.05,0.05000000122147113,0.05,0.05,0.05,0.05000000081448117,0.20057682845914793,0.31031272294054685,0.05,0.05,0.05
corner,26.55773514965394,5.469612206684682,5.85607493897938,1.0659898573526212,0.05,0.05000000040540363,1.7831201771860095,0.050000070941273914,8.158272616882705,1.1487945622461329,29.72952846148835,0.05,1.0500000003397514,1.0499999999046228,22.569187018075624,47.17581858583223,21.035866353716507,1.050000000277748,0.05,0.05
corner house,0.05000000067046893,0.05,0.050000098399421204,0.05,0.05,0.05000000106040636,0.05,0.05000001225593666,0.05,0.05000000050439207,2.882144293809473,0.05,1.0500000002430263,0.05,0.050000000503526716,3.2178555921520715,0.050000000382232186,0.05,0.05,0.05
corner room,0.050000000464289145,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.08103735205608065,0.05,0.05000000139307556,0.05,0.05,0.05,0.5202035636280623,3.38942256134409,3.209336521087226,0.05,0.05,0.05
corners,0.050000025635641675,0.05000000003725324,0.05,0.05,0.05,0.05,0.05,0.7241746726087154,0.05000000045713123,0.05,1.1317350343303774,0.05,0.05,0.05,6.051235592829835,1.292843597023085,0.05001107704970621,0.05,0.05,0.05
coroner,3.0500000000147107,0.05,0.05,0.05,0.05,0.05,2.283013776975937,0.05230350856270618,0.05,0.05,0.050000001083817004,0.05,0.05,1.02179341361395,5.842889298552972,0.050000000137202044,0.050000000482523406,0.05,0.05000000055506683,0.05
coronet,0.2250095909693528,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.0499999999449738,24.874990409072613,0.05,0.05,0.05,0.05
corps,0.05000000000558037,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05000000024290612,0.05,0.050000000048632164,0.05,0.05,0.05,1.305957895177322,1.2368493566135954,3.6071927478895396,0.05,0.05,0.05
corpse,0.0500000028507158,1.628641532215389,0.05000002449248429,0.05000000275796553,0.05,0.05,0.05000000059402291,0.05,0.05000000629683947,0.05,4.481661087675937,0.05,0.05,0.05,0.05,1.0499999988683861,2.039697344203863,0.05,0.05,0.05
correct,6.967551886940333,0.0500000026584176,0.05,0.05000000004519225,0.05,0.050000006811014616,0.05,0.05000000001447358,0.050000000010738455,1.1063832971978056,1.3188479180047985,0.05,0.05,1.050000000105903,0.050000000144426786,4.84735717854557,2.009859709489893,0.05,0.05,0.05
correspondence,3.423789944778951,0.05000000168732135,0.05000000020371975,1.882637557367538,0.05,0.05,1.0499999988162196,0.05,0.05000000081960951,0.05000000203341136,1.2814143038491774,0.05,0.05,0.05,0.050000000307203224,2.0834181267115595,3.578740063391319,0.05,0.05,0.05
correspondent,2.215409206275003,0.31223009724880896,0.05,0.05,0.05,0.05,1.510284235712065,0.05,0.05,1.0500000000416556,0.05,0.05,0.05,0.05,0.05000000007801268,0.05,1.162076460517686,0.05,1.0500000001034717,0.05
corridor,16.536028656413198,0.050000000923805535,7.33397353627733,0.05,0.05,0.050000000065435486,0.050000000009571666,0.050000000759129054,0.050000000229485454,0.05,0.7288565269172465,0.05000000326935117,0.05,0.05,1.4226838715428904,9.005635344118513,9.272822059434736,0.05,1.0500000000086434,0.05
corridors,0.05000661265275229,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.050000000845604686,0.05,0.05,0.05,0.05,1.0500000000099452,6.124061575433793,1.9759318108390276,0.0500000002012959,0.05,0.05,0.05
cost,1.9472037423110296,0.050000000461858755,2.0059765295686907,2.0500000002671586,0.05,0.05,0.05,0.05,2.3549962135729867,0.05000000146564658,1.633047353844636,0.05,0.05,0.9814730736283548,2.177007914996074,0.05000000022282649,6.250295169629439,0.05,0.05,0.05
costs,0.05,1.1247825570233516,0.05,0.05,0.05,0.050000000096243315,0.05,0.05000000752067795,0.05,0.05,10.931178786762507,0.05,0.05000000048948253,0.05,0.3938458102180264,0.05031636685767511,4.765830735888154,0.05,1.0340457351193388,0.05
costume,4.249280606126291,4.600524210133353,0.05,0.05000000014843994,0.05,0.05,0.05,0.05,0.05,2.7413069542093575,1.499475789803649,0.05,0.05,1.0499999999616485,0.050006040684294706,0.1594063987962525,0.050000000115160634,0.05,0.05,0.05
cottage,2.8109510796642376,0.05,0.05,0.5973973346229258,0.05,0.05,0.05,0.05,21.671125858719087,0.05,0.0500000002122424,0.05,0.05,0.05,0.05000000041034046,3.518589087024016,6.65193663932706,0.05,0.05,0.05
cotton,0.05000000047181049,0.05,1.0499999999640912,0.05,0.05,0.05000000001804233,0.05000000003604326,0.050000514766893114,0.8301847196087904,0.05,2.9881486692634756,0.05,0.050000001957381364,0.05,0.05000000052589844,1.3316660933660294,0.05,0.05,0.05,0.05
couch,2.703540845298927,0.05000000170041812,0.05000000002450904,0.05,0.05,0.05,0.05000000122823628,0.05,0.05,0.05000000005957128,5.173036335830675,0.05,0.05000000111282138,0.05,2.20147434657597,5.529989506472165,2.641958961664553,0.05,0.05,0.05
cough,0.05000000025389508,0.05,0.050000000334947343,0.05,0.05,0.050000001780691035,0.05,0.05,0.05,0.05,3.800593508049767,0.05,0.05,0.05,1.7381797512893726,0.050000000538611415,0.6112267377273651,0.05,0.05,0.05
council,0.05000000064349946,0.05000000330965649,0.05,0.05,0.05,0.05,0.050000000019890994,0.05,0.05,0.05,0.05000007089262972,0.05,0.05,0.05,1.878666526502396,2.4627965109482535,2.8085368876536454,0.05,0.05,0.05
counsel,0.05000000087601342,1.9362779550733766,0.16372204490037745,0.050000000253080976,0.05,0.05,2.5031322027691387,0.05,0.05,1.6553712813653416,0.050000000043410535,0.05,0.05,0.05,2.9774421948187912,0.05000000027821875,1.0640543195951158,0.05,0.05,0.05
countenance,2.8206975482365406,0.05000000047918306,0.05,0.05000000112709508,0.05,0.05013702726569976,1.1479707194905184,0.05,0.8084574712837908,1.6043925715001348,7.764277944895913,0.05,0.05000000074575871,0.05,2.3286067422731853,5.930945914178023,6.0371838552674975,0.05,1.007330203221845,0.05
counter,0.05,0.05,0.05,0.05,0.05,0.05,1.108423355225397,0.05,0.05,0.05000000013092574,0.05000000030612915,0.05,0.05,0.05,1.6675322979895746,1.0499999999554788,5.3740443463681355,0.05,0.05,0.05
countess,0.05,3.0500000000794087,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2.254849245205915,0.05,0.05000000282719499,0.05,0.0963027668369294,0.05,10.798847985031202,0.05,0.05,0.05
countries,0.19542516817058064,0.05,0.05000000027877759,1.0500000001008953,0.05,0.05,1.0500000000136813,0.05,0.05,0.05,2.047801387299323,0.05,0.05,0.05,1.1553263085024519,2.729740957990822,1.121706177604475,0.05,0.05,0.05
country,25.33084366917715,3.6247689897502346,0.052908354335502165,6.247697746124084,0.05,0.05000000021135252,5.184816569193936,0.07364915320134205,1.6388731689823213,12.504420918760964,15.86932582746499,0.050000000229128365,0.05,2.0500000000017486,67.86841067867431,29.178475528637815,41.02580939500684,0.05,2.0500000002159355,0.05
country house,1.9738719150983102,0.05,0.05,0.05,0.05,0.05,0.05,0.05000001410605879,0.050000000147999185,0.05,3.0310780140701112,0.05,0.05,0.05,0.050000002490365174,2.2475383866118173,0.9475116674385463,0.05,0.05,0.05
countryside,4.049999999695312,0.05,0.05,0.05,0.05,0.05,1.049999999988073,0.050000000050176366,0.05000000014816171,0.05,1.0499999999550018,0.05,0.05,0.05,0.050000000020403515,0.05,0.05000000012583717,0.05,0.05,0.05
county,8.955258121646636,0.05,0.05000002838627673,0.05,0.05,0.05,1.1534958992030617,0.0500000006239939,0.2693886288111106,1.0500000000314738,2.9624379835269137,0.05,0.05,1.050000000015684,11.471908893731301,6.345544190966635,0.20634507469281427,0.05,1.0356211783320919,0.05
coup,0.05,0.050000000091379455,0.05,0.05,0.05,0.05,1.0500000000133827,0.05,0.05,0.05,0.0500040610995439,0.05,0.05,0.05,0.93850485578439,0.05,6.1614910829896115,0.05,0.05,0.05
couple,11.263358495690298,0.05000000156999463,4.737904993627344,0.050000000721328666,0.05,0.05,2.719849058897734,0.05000000001558117,2.7082730144617777,0.05000000228704194,8.89152625154362,0.05,0.05,2.05000000009868,17.283432716497444,6.424873723250265,29.35623001390697,0.05,0.06455172739844316,0.05
couple days,1.103404033286305,0.0500000003821884,0.050000421902836295,0.05,0.05,0.05,1.0499999996227982,0.05,0.05,0.05,0.05000000105322447,0.05,0.05,0.05,2.004099260376362,0.05,2.0424962833463804,0.05,0.05,0.05
couple hours,0.05000000011108806,0.05000000005948119,0.05,0.05000000007688628,0.05,0.05,0.05,0.05,0.05000000041556098,0.0500000004779568,0.050000002695003355,0.05,0.05,0.05,3.697766891725896,0.050000042438334856,2.4022330619766907,0.05,0.05,0.05
courage,0.13334937032279415,4.0356706404165985,0.05000008309927509,0.050000000037250816,0.05,0.05,0.05000000003481317,0.0500000010315,3.3823398222981296,0.05,6.062316670926481,0.05,0.05,0.0500000013488982,7.478236846820809,1.6618545197985881,0.5962320435270544,0.05,0.05000000030849006,0.05
course,73.92516369542064,28.72425938179369,7.294657484156149,8.255390167701748,0.05000000257493755,1.3197276589000226,17.630866232245236,0.05000000052453693,16.266590476648,10.620296023709974,158.8310758539169,0.05000000008398366,6.444525127708517,16.51414492809436,53.267748702970366,95.75923986002513,146.05246992396826,3.050000001289187,2.843844478235806,0.05
course events,2.0398688158153475,0.05,1.0499999998869014,3.050000000105917,0.05,0.05000000001804233,0.05000000003604326,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.050000000595032026,0.05000000266706764,2.0601311808510587,0.05,0.05,0.05
course man,2.969361590719095,0.09469047142766626,0.050000000534448766,0.05,0.05,1.0500000001349314,0.05,0.05,0.05,0.05,4.89887971749993,0.05,1.050000000303182,0.05000000022635385,0.05000000031571986,1.2138457594737646,0.07322245933787391,0.05,0.05,0.05
course police,0.050000001045339595,0.05,0.05,0.05,0.05,0.05,1.0499999988630775,0.05,0.05,0.05000000113389768,0.05000000041331569,0.05,0.05,0.05,0.05000000022117824,3.934395725454773,1.165604272844724,0.05,0.05,0.05
course time,0.41022727165109557,0.05000000011111764,0.05,1.0289769376482465,0.05,0.05000000023834427,0.05,0.05,0.05,0.05,1.369075696916156,0.05,0.05,2.0500000002043133,1.0465292345104409,2.5352236576441327,3.9146888985644663,0.05,1.0452783024724293,0.05
course way,2.9826745093604368,0.05000000121737671,0.6874810775854915,0.05,0.05,0.05,0.05,0.05,0.05,0.050000000338147985,2.04999999953652,0.05,0.05,0.05,0.4798444114794489,0.050000000262796315,0.05000000019333041,0.05,0.05,0.05
court,3.9537794693276016,0.05000019628831054,0.05000000008442646,1.3293961622110848,1.8596630364314097,0.050000003715736485,7.187870651855797,0.050000000026104906,3.5091652218992273,0.05,1.9779818867438466,0.05,0.05,1.049999999972377,8.709091250939693,0.3641344328544112,12.558917687547218,0.05,1.0500000000660399,0.05
courtesy,4.073737566763346,2.0657186238009877,0.050000000989729176,0.05,0.05,0.05,0.05,0.05,0.05,1.0500000000224614,1.049999999851446,0.05,0.05,0.05,0.050000000223959014,0.050000000727915064,0.05000000020267192,0.05,1.0105438073959887,0.05
courts,0.05000000022163606,1.2426987824547513,0.8724607656050721,1.0500000000804899,0.05,0.05,0.05,0.05,0.050000000852163724,0.05,1.0141059225576166,0.05,0.05,0.05,2.042610498065328,0.05000000109187329,0.07812402904119957,0.05,0.05,0.05
cousin,0.1880566077844502,0.05,0.05000000008763788,0.05,0.05000000552223033,0.050000000089113504,0.050000000304749305,0.05,0.05,0.05,5.201027535063572,0.05,0.05,0.05,0.050000000089675097,5.404278735052297,20.406637115985408,0.05,0.05,0.05
cousins,1.3215693419264058,0.05,0.05000000019274613,0.05,0.05,0.05,3.0500000000846423,0.05,0.05,0.05,0.05000000009193325,0.05,0.05,0.05,1.0499999998475555,0.05,3.778430657832471,0.05,0.05,0.05
cover,0.4202096516607946,0.05000000003326335,0.05000000010411982,0.05,0.05,0.05,0.05,0.05,0.05004007263100094,0.05,0.05014988147188782,0.05,0.05,0.05,6.455992664930083,0.050065144061924007,1.2735425849032296,0.05,1.0500000001527208,0.05
coward,0.05000000261113096,0.0500000008757053,2.049999999820041,0.05000000072338588,0.05,0.05,1.0500000000039744,0.05,0.05,0.05000000167405936,3.09706733435317,0.05,0.05,0.05,0.05000000121126389,2.049999994443579,1.002932664244848,0.05,0.05,0.05
crack,3.098276160645975,0.05,0.05,0.05,0.05,0.05,1.042861407561215,0.05,0.05000000093413027,0.05000000057752217,1.5927155862401734,0.05,0.05,1.0500000000638956,0.050000000441648935,3.090591416968885,2.4255554265349835,0.05,0.05,0.05
craft,0.05000000006765681,0.05,0.050000000105436565,0.05,0.05,0.05,0.05,0.05000000107754245,0.05,0.05,0.05000000003267816,0.05,0.05,0.05,7.049999997401568,0.050000001060263095,0.050000000244829285,0.05,0.05,0.05
crag,0.05,0.050000000040798354,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05000000008746543,0.05,0.05,0.05,6.026977316279516,0.050000000019146805,0.07302268356367034,0.05,0.05,0.05
crash,1.4187088759660584,0.05000000005730211,0.05000000022165279,0.05,0.05,0.05,1.0500000000039,0.05,1.2170166305840036,0.05,5.271068756996319,0.05,0.05,0.05,1.556581962582599,2.2619806511912817,3.5746431223619486,0.05,0.05,0.05
cravat,6.190685703506674,0.05,0.05,0.050000000386246614,0.05,0.05,0.05,0.05,0.0500000003888006,0.1057491498410986,0.05000000000927906,0.05,0.05,0.05,0.05000000033343995,3.853565145431231,0.05000000009201984,0.05,0.05,0.05
creaking,4.311972044552909,0.050000001090864575,0.050000000189338756,0.05,0.05,0.05,1.0499999989076927,0.05,0.050000000500096876,0.05000000097286856,0.05000000173939727,0.05,0.05,0.05,0.5843975922770026,0.05000000027237113,3.253630359464166,0.05,0.05,0.05
cream,0.05000000004095729,0.05000000100949871,0.05,2.018848413262349,0.05,0.05,5.967456110052055,0.05,0.0500000010614268,0.05000000113118207,1.8242195174024018,0.05,0.05,0.05,0.05000000105391442,0.05018548188969106,4.389290473067608,0.05,0.05,0.05
creasote,0.05000000031526735,0.05,2.017436952787449,0.05,0.05,0.05,0.05,0.05,3.890337847998533,0.0500000000909183,0.05,0.05,0.05,0.05,0.05000000180888663,0.050000000927212164,0.2422251960568944,0.05,0.05,0.05
creature,16.08900420974789,0.050000000457211466,0.6847691441837395,4.191121186789204,0.05,0.050000000074618314,6.450212891290952,8.155419436269817,0.5719897694183992,1.2960051761581735,8.009947721964542,0.0500000016228801,0.05,0.05,9.039780145773424,16.34224048013463,5.719509835936726,0.05,0.05000000014632326,0.05
creatures,1.0499999999898189,0.05,0.05000000004495363,0.05,0.05,0.05,0.05,0.5006614899599372,0.05,0.05,0.050000091635016494,0.05,0.05,0.05,5.181288911916343,0.4133405940021174,0.10470891242537023,0.05,0.05,0.05
credit,3.4849484740193475,0.05,0.05000000006725934,0.05000000002197998,0.05,0.05,2.5240001112734793,0.05,4.627793573127096,0.050000000156359664,1.0824408004487962,0.05,0.050000007508404845,0.05,12.214466490111608,0.050000019823165175,10.36635052341025,0.05,0.05,0.05
creed,0.050000000050582916,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.0676378874928394,0.05,0.05,0.05,0.0501642168901386,0.05,5.032197895538009,0.05,0.05,0.05
crept,0.050000000224605386,0.05,0.877785003827131,0.05,0.05,0.05,2.048891536980728,0.05,0.05000000261078675,0.05000000106855863,0.3217996919770467,0.050000007461200695,0.05,0.05,0.05000000012092019,1.1261830955943037,4.875340660104203,0.05,0.05,0.05
crestfallen,0.050000000145612504,2.049999999554241,1.0500000000029512,0.05,0.05,0.05,0.05,0.05,2.0500000000134277,0.05,0.050000000457106446,0.05,0.05,0.05,0.05,0.05000000017422653,1.049999999633955,0.05,0.05,0.05
crevice,0.0500000000238394,0.05,1.2142274008578136,0.05,0.05,0.05,0.05,0.05,2.003738865868389,0.05,0.05,0.05,0.05,0.05,0.9078665218358701,0.050000000670695884,3.0741672107247036,0.05,0.05,0.05
crew,0.05,0.05,0.05,0.05,0.05,0.05,0.05,5.049999939467377,0.05,0.05,0.05000000000246085,0.05,0.05,0.05,0.05000005292348864,0.050000000021858816,0.05000000758307696,0.05,0.05,0.05
cricketers,0.05,0.05,0.08667916648347684,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.7205035422636,0.05,0.05,0.05,0.05,5.342817291056119,0.05000000018150546,0.05,0.05,0.05
cries,0.05000000034537458,2.8251944421232214,0.0500000007699949,0.05,0.05,0.05000000024621545,0.05391530193787042,0.05000030691944743,0.05000000062731718,0.05,1.5980066571784937,0.05,0.05,0.05,12.292131517235765,3.386741851013159,0.1440099215783032,0.05,0.05,0.05
crime,35.902782620025796,58.37471736011298,3.908991064984756,6.829802210269386,0.050000001612824474,13.876513183734897,19.487345446321548,0.0500000005180434,10.119816675569192,2.1426327312400972,23.243560338752836,0.05,0.05,1.049999999577923,13.413986422747717,36.4096649066223,60.40809047946095,0.05,5.53209655841614,0.05
crime case,0.05,1.224841433536112,0.05,0.05,0.05,0.05,0.05,0.05,0.9416827983720772,0.05,0.05000000038315957,0.05,0.05,0.05,0.8434815455434146,0.05,2.189994222140918,0.05,0.05,0.05
crime committed,0.0799396223253124,2.3418190394916505,0.05,0.05,0.05,0.05,2.669963370226838,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.566599142728482,0.05000000696292561,1.591678818228857,0.05,0.05,0.05
crime crime,2.4505052364704056,0.05000000101912473,0.05000000119548384,0.05,0.05,0.05,1.8855660610941538,0.05,0.05,0.05,0.05000000000700154,0.05,0.05,0.05,2.8139286991304453,0.05000000083692031,0.05000000022856705,0.05,0.05,0.05
crime man,0.14532228018892535,0.07219839700112997,2.5609661903551575,0.05,1.0471472119556966,0.05,2.0361362251428585,0.050000004285996345,0.05,0.05,0.12722644627698243,0.05,0.05,0.05,2.1919980317988723,0.05000000034489573,0.21900521261511152,0.05,0.05,0.05
crime time,1.1650500789561793,0.050000000762858654,0.05,0.05,0.05,3.0499999986824617,0.05,0.05,0.05,0.05,0.05000000036722038,0.05,0.05,0.05,0.050000000907322054,0.05000000154854757,2.934949918751073,0.05,0.05,0.05
crimes,3.934532976097725,7.548034342128257,0.05000000013526211,0.05000000014282646,0.05,0.05000000086339548,1.3865784792271345,0.050000001700658186,0.050000000153434435,0.05000000042967274,2.160569784166149,0.05,0.05,0.05,2.134684580107371,10.291652495931356,3.893947338773527,0.05,0.050000000112311135,0.05
criminal,3.0114737258390174,7.162666123652784,0.05000000057714446,1.0500000000488308,0.05000012831281496,1.1196477274355296,4.145439508760906,0.05,1.2645560271959924,0.05000000000564124,1.5835531198746462,0.05,0.05,1.4816458482206916,8.542115054863228,4.409057563919202,16.455659962960183,1.0500000002968366,2.3741852080013564,0.05
criminals,2.9750728686727403,0.050000000869554174,0.08883577675142773,1.7755007357841797,0.05,0.050000000054392355,5.556797233931152,0.05,1.267251625749603,1.0500000000149072,7.14266248079641,0.05,0.05,1.0499999999098266,7.046954809995951,9.22049790714518,5.18619017128255,0.05,1.2402363890072994,0.05
cripple,0.5690120140559903,0.05,0.050000005713826706,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,4.460770539900181,1.120217440212365,0.05000000009829767,0.05,0.05,0.05
crisis,1.974665125266582,1.0500000000060172,0.05,2.0122156871711647,0.05,0.05,0.05,0.05,0.05,0.05,0.050000000631810496,0.05,0.05,0.05,4.162016449266939,2.279653595783341,1.8214491418443384,0.05,0.05,0.05
crisp,0.050065805365628546,0.05,0.05,0.05,0.05,0.05,0.05,1.923173739278363,4.045654165046261,0.05000000074417215,0.054413580053665915,0.05,0.05,0.05,0.05000000091361234,5.1766927014893716,0.05000000709070947,0.05,0.05,0.05
criticism,0.05,0.05,0.05,0.05,0.05,0.05,0.05000000025883574,0.05,2.579352327295937,0.05000000064292461,0.05117070617379217,0.05,0.05,0.05,1.0897801518828296,0.05000000003156369,0.050000000369793865,0.05,1.4796968133294361,0.05
crook,0.8785751633665552,0.0500000000509551,0.05,0.05,0.05,0.05000000085103565,5.0500000001784375,0.05,0.05,0.05,0.05000000122290096,0.05,0.05,0.05,1.5346058340750603,1.0577416273267504,10.729077372894386,0.05,0.05,0.05
crooks,0.052839500096881716,0.050000000206217476,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05000000037145424,2.065470574253045,0.05000000259367269,0.05,0.05,0.05000000011746791,0.05,9.031689922225144,0.05,1.050000000114589,0.05
crop,5.298116202502798,0.05,0.05000000171577148,0.05000000012028034,0.05,0.05,4.107246841221698,0.05,0.05000000046790017,0.050000000278598355,0.05,0.05,0.05,0.05,2.174142249701397,3.345343535847018,1.3251511681170234,0.05,0.05,0.05
cross,6.476252154570919,1.5434033265269562,1.0976874934829843,0.05,0.05,0.050000000392653,1.6836464212919127,0.05000000009690368,0.051257874620032715,0.050000000072813106,8.026387503266031,0.05,0.05,0.05,9.614925612370534,0.05000014562068115,12.906439467656933,0.05,0.05,0.05
cross examination,0.05000000044295895,0.05,1.0500000000074488,0.05,0.05,0.05,0.05,0.05,0.05000000016116919,0.05,0.050000000031083965,0.05,0.05,0.05,0.05000000011008349,0.05000000019484789,7.049999999041181,0.05,0.05,0.05
crowd,0.7944667303089873,0.05,0.05000000001195835,0.05,0.05,0.05,0.05000000011905748,0.05,0.050000000124377775,1.0500000000348542,1.585471558740179,0.05,0.05,1.049999999997935,13.151543543833878,4.037856688250548,12.680661478545725,0.05,0.05,0.05
crown,2.2070941479477275,0.05,0.050000000054694266,0.050000000220059286,0.05,0.05,0.05,0.05,4.824628156599519,0.2808672060768299,2.8991519988401624,0.05,0.05,1.0500000000514798,0.050000000619096104,0.05000000658395375,1.0382584829738024,0.05,0.05,0.05
