term_str,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
train,0.0063078328356208375,-0.006567639654689587,-0.006712298749806326,-0.02103198840325599,-0.028762191531213448,-0.004917512464168234,-0.004005463465126806,-0.0023663270691278568,-0.003517684464639761,0.024287746335044057
afternoon,0.004368222129466315,0.003680924926226141,0.001781208389069959,0.008496573543251592,-0.00248480688324189,0.0145422415150682,-0.0033911147374290503,0.0009265680409750048,0.0037969667241837257,-0.010377863358668573
glance,-0.003375273477463838,-0.004892212493456951,0.0017017928745589178,-0.0001529263253716247,0.0055174015836053445,-0.002873197272431951,0.0010413378938931182,-0.002463009944620598,0.009891760565715257,0.004091949397176388
detective,0.006438666723312247,0.00905751412487902,0.00537971262604807,-0.004890279525467622,0.012852122806498889,-0.0062346467644568745,0.006853600599237347,-0.015251459006435649,0.006394625897847246,-0.011291962621817005
station,0.00575449012346534,-0.0018840092151614616,-0.009632315008684467,-0.0023490393446396235,4.305189891892374e-05,-0.00999374098484916,-0.004685237082087867,-0.00541259388485782,-0.0004647657747800831,-0.001801863329227036
means,0.005098468140349657,0.0012648715871516542,-0.006074253031226492,-0.003935335421583958,0.007753326405101728,0.0029704194549672147,-0.0017028005963180006,0.0025790592122873156,0.002141910222873517,0.001902952801546215
papers,-0.006515702333387571,-0.007053725506205157,-0.00030476806663613966,0.0018682586706095328,0.008195052436124494,0.0012314269474878882,0.009195120300541109,-0.00330520839982165,-0.0006729881763399018,0.0006454519480977019
country,-0.0028006753010386084,0.0038926613347297803,-0.010395110184799385,-0.0034614248812622163,0.015008580989656902,-0.0009398534054881212,-0.0024261206794860446,0.0012424069812299924,0.0018301586610787097,0.002128036770208147
youll,-0.007933644184083665,0.005806413324027435,0.0029833496274476526,0.003337773889932978,-0.0015016074537423235,0.001803684761573689,0.019720108827449956,0.020747070304585603,0.005817479266068918,0.0022975374360144378
letter,0.011028035388104054,-0.0005866749210043812,-0.0012532768374703424,-0.006452088729227366,0.013005785414967079,0.003148587681367948,-0.005659614838974522,0.012801121016119845,0.0007603265735584233,0.0019671173443760307
conversation,0.0023972331360717736,-0.00177234484872611,-0.0034730346613385575,0.005706857374688947,-0.0035136262701269635,0.005385189643731644,-0.005002263372320117,0.003170973425271465,-0.0030493573203700278,-0.0013519851922578054
isnt,-0.007470240351871965,0.007426309633069543,0.007323681780913953,0.006063762370433731,-0.011683055421830001,0.01132489135653276,-0.005288571695518243,0.009175594946397156,0.005059210319932867,-0.001735858378708
none,0.0008755180677518503,0.0018565807968242603,-0.01013301413224929,-0.004129766304562697,0.009363049309310749,-0.005395504374973481,0.004890948334836688,-0.005131842513339403,0.0038399638441731147,0.0005172131837960375
quietly,0.0021907356898834035,-0.006524694394727031,0.007371060365750395,0.0037933427610021557,-4.922826701715342e-05,0.006853247029793259,-0.00040417424158140704,-0.003634495698931154,-0.009669388781736406,0.001193169476563931
line,0.002648548593291078,0.00021980732318669115,-0.008451853240394876,-0.005030148134076272,0.0028784736428173825,-0.00440808963501958,0.002875682637222417,0.003090329270682189,0.0017916457200111517,0.011403143303439282
step,-0.0003777431180613062,0.0012001296340851668,-0.00733458298853773,-0.003289366201702543,0.007870550260164626,-0.002964548455435654,0.005293615450833349,-0.0075264356571823,0.002910984927024928,0.0016373779211110184
expression,-0.0008847923449981192,0.0017851056551751396,-0.006713799943247462,-0.0024118386153930698,0.009789506736831275,0.00590684513224148,0.0017548235768290008,-0.010280747669032642,0.004638043488082125,-0.001437435586137507
twenty,0.007463755147372255,-0.0005263654151463203,-0.0043301759686933845,0.0059080802982443064,0.005997163673477795,-0.0071970231762603434,0.0012209644861738676,-0.004719925269599102,0.0033261939974276447,-0.00470882949042448
mystery,0.005202570904927977,0.0007492832830697497,-0.010309633703534118,-0.005963258940385796,0.0030794291336931215,-0.008492552773805217,0.0023729942371793276,-0.014854646021474741,0.0030454492274454817,-0.00019762158668241474
gentleman,-0.0050683201946311734,0.008648244707199309,-0.003938082070050978,-0.0025869365466403794,0.014073284252044724,-0.00022630539700116634,-0.004885436736716234,-0.00569120242606974,-0.0034814209566307918,0.00586679523264431
bed,0.004288186522237667,-0.0014702626169765252,0.005027286308013022,-0.008410627352911256,-0.0014665335221060595,0.012254663951555594,-0.0032275633612548465,-0.011530327219686505,0.012864358188432764,-0.003480760424089251
sound,-0.0011535200486290588,0.008557294807989007,-0.0052587479314815215,0.00032081782316407373,0.009988226594943281,-0.0020748326303650483,-0.008336870638398209,0.005343791044222222,-0.002946098193569222,-0.0005470578788547005
hours,0.005079065104056121,-0.00146437001431812,-0.0007749039705717463,-0.006683295325006959,0.008705808760178695,-0.0006659892850964101,-0.002182290610055794,-0.007090693934559931,-5.988178327353665e-05,0.003620012147451839
road,-0.005849875108858252,0.0009592056982790447,-0.005909178256812382,-0.007786097437422729,0.014307519892382296,-0.005703713493317221,0.0015544075953735019,-0.007267361274587427,-0.008458181335976452,0.005812490765532351
middle,-0.00206264730576494,0.004834660303334271,-0.0032023996401801475,-0.002965271659001757,-0.002918821807858118,-0.001233444759996638,-0.004207487680669058,-0.0017801929435503517,0.0027523741544252175,-0.0014289994953788714
street,-0.006100029508748084,0.003004155715127167,-0.028917943591127992,-0.0070416078608598965,0.028160794085129573,-0.006403715596149805,0.006742156256992712,-0.024413286899816776,-0.006341798317673682,0.01792684813702508
inside,-0.0012267479312817265,0.0033419276837884835,-0.0038196065301209364,0.0033679481700351504,0.005931403676947014,0.0017275234972657057,0.001518330112256859,-0.009384349999449844,-0.0070924181580041615,-0.0022598316386993203
bit,-0.009726215466534306,-0.0006663765895283264,0.003558242222396666,-0.0021746781005384133,-0.007467060510733656,0.005834481467836222,-0.002538302517529265,0.00026691253933250423,-0.002681771491859047,0.004384368373127202
boy,-0.003941336000098293,-0.006554974527443478,0.001252096036177889,-0.0050497438304550855,0.004602838216029533,-0.008729602650990237,-0.007826785019430373,0.004650364625585191,0.006454627817399074,0.0035162502015879415
questions,0.0036889308312988717,-0.0016768176833427853,-0.001687522221347986,0.002922608473138892,0.0006216495760398054,0.0006769109127644007,-0.007215154728116502,0.0034282275513358366,0.001371706816300069,-0.0006607521853191563
wife,0.007862139534037962,-0.001337837620154435,-0.023912765623579992,-0.008549967183021739,0.02410908633110645,0.011033960881722878,-0.016069197481147754,0.011990984985413629,0.003418925614330489,-0.00396175036909283
therefore,0.0006495640969925236,-0.0023600195979071328,-0.006709153542458273,-0.0009421914150949903,0.012720328554756527,0.0020907831422533447,-0.004509130114297398,-7.764186416642216e-05,-0.002495465921052525,-0.004830724667786921
times,0.0015383920000508631,-0.0023150754174684264,-0.004855294082628674,0.0006175014379455253,0.00602617204547098,6.779759015600734e-05,0.00014138943945352198,0.0022210575338416872,-0.0005884525764016537,0.004910681397506977
yesterday,0.005318478273980215,0.0023623531746054974,0.0024969059789267186,0.007338380212392421,0.003172707347775137,0.00047800262410290894,-0.0009997700938891318,-0.005949245213973651,0.003417970255635427,-0.0059614600055424675
arm,0.002200955061974353,0.0011020581998710953,0.0009815580968591895,0.005310505668255753,-0.0014432328747654615,0.0012596377387526423,0.0029929179899750667,0.00255716016486994,0.000395355078663245,0.0003647526552924478
start,0.0006790417143863455,-0.002887187199449803,-0.001118066146271864,-0.007126990940893686,-0.005737201836051897,2.3163088894501726e-05,-0.0006776048379395486,-0.0019824000217709,-0.0006337542870075335,0.0018970631860705297
lips,0.000916225805293797,-0.0020979986458166465,0.0008452462082029109,-0.0041110777975134185,0.0057584558771088855,0.00029962117757743585,0.003553147408879676,-0.004421006636604068,0.0049402751700212055,0.003500537854532596
tone,0.0038912505059470978,0.0023029965384397783,0.009277791134361701,-0.0010616623098913648,-0.007659180193529737,-0.0027762426519554327,-0.0037729916889210433,-0.0013229883041041895,-0.002197560111946427,-0.002460647857716796
walk,0.0026212013034120994,-0.00044938808232787157,-0.011235138224391391,0.0022951589733636478,0.009364622030034806,-0.0016266295767264783,-0.013324940336980633,0.004107513943888273,-0.0006094455003960767,0.0017626237612795553
god,-0.0002346321971162567,0.00415169912281856,-0.00746350365696658,-0.0017449134936316588,0.0015514283896772597,-0.0014345422852682461,0.003465492552331406,0.007280505433551223,-0.005065176981947349,0.014314704919205246
sight,0.0011823628444784838,-0.0014783656543638705,-0.006160014025554544,-0.005845602924712272,0.003290552943416964,-0.0018457125578553075,-0.0001628381692015892,-0.0022352651238422435,-0.004831327154830554,0.0003630697468791595
body,0.010260471451923043,0.005902270569476347,0.005936693712968803,-0.005607667005759408,0.009135970573164686,-0.0147674438883897,-0.0012145863135297262,-0.004275824677527521,0.0020166473343903525,-0.0078913424888277
piece,0.0069764834047758035,0.0010668001258797876,0.0021938872394996456,0.0016534944834821533,0.002087484638690768,0.008109585580510927,-0.0010068617856633809,-0.006970117518208766,-0.0029487573572597164,-0.0020822005852399895
anyone,-0.010034161333195154,0.0030127069049606524,-0.0002192838566654477,-0.001838863951532926,0.016723600143307985,0.014308212029729438,-0.003099086938315028,0.00739543392561445,0.004129391811014689,-0.007035000489420377
fire,0.00412404385312551,-0.0030961505018657944,-0.008323723988509184,0.006480083485723406,0.009151375905137291,0.0030105667519401596,0.0019520117122917191,-0.01037413302577595,-0.0012999488327586155,0.0003938936242280612
figure,0.0012444873009036174,0.0032813234675014287,-0.001499555883637768,-0.0011666984115025901,0.0025940031691147015,0.0003049515045616346,-0.006019984372939415,0.0015607420361694957,0.001610865247225886,0.0077996964426036266
england,7.61739562666373e-05,0.005657346832097719,0.0004937577319249846,-0.009629406285192259,-0.0036119549708888686,-0.002556202856411069,-0.003455481132196569,2.8134666783264523e-05,0.002149832211989293,0.012225645738472266
knowledge,0.003814292309872242,0.0004926094012247343,-0.004610135970365162,-0.0007405894590890295,0.007237129980369649,-0.0038595754673366703,0.0016525929676141538,-0.006612185392325223,0.00282212503101904,0.0010615480580659473
town,-0.003262241919940942,0.002742570898234268,-0.015801959187928902,-0.007095194051081164,-0.016274673671236174,-0.0047241880536055495,0.007638933294462358,0.017310041113301314,0.0016231006243234481,0.0025055062008935746
sign,0.005538003325445849,0.0008112224745183571,-0.006639040059288166,-0.004823984603817701,0.011081608952396706,0.006086001560210481,0.007062580816165817,-0.01126110121148892,-0.004140094798635918,0.023506405674317027
air,0.00015541470600250682,-0.000267032618161738,-0.005954293311698329,-0.0021778556827840947,0.005558229455080589,-0.004006778962370942,-0.002188757777043042,-0.006335187001035538,0.0014335478772931434,0.0024881246128110115
person,0.003399273412686848,0.00141411686634397,-0.0033494020742724545,0.005965344362648841,0.0037119548804891724,-0.00011179706916420048,-0.0010130387568173002,-0.00877405984094958,-0.0005309260184487846,-0.011175286198918352
wonder,0.0004654507340241152,0.0007525818790095647,0.004538235898684782,-0.0004470196296888565,-0.004911615381814498,0.0012773325060678475,-0.007712946837983239,-0.0005287563876337216,-0.0026384193183909134,0.005017358145011306
use,0.0018848638836290398,-0.0010770947525624117,-0.007570190583713968,0.0010925160756476765,0.007180024468586327,-0.0036040602277124306,-0.0002702497966919707,-0.010706243898735616,0.00014034413748019323,0.007899402026013627
presence,-0.00135868218446579,-0.002994459917187194,-0.005242394856279502,-0.00096649669003212,0.0019410150950745306,0.0030481408396716607,-0.0029019566890984986,-0.003440025034361722,0.0035369475436035722,-0.00222088209051247
months,-0.0014214246126404316,-0.0002630954985648503,-0.0017029214755325396,0.0010806382192182933,0.005815249931211937,0.0009042487325821686,0.002934149691376763,0.0007102118248327971,-0.0033389601224738164,0.014051709049861963
fashion,-0.0013515893615379433,0.0028245348881732616,-0.005408955530657612,0.0006921109090855475,0.002307867749655798,-0.0030793296481966973,0.005723725360686477,-0.0037912217058134867,0.004077898262001364,0.0002597757449058803
state,-0.0013300221881761846,0.0014233797936207837,-0.004740967538004678,-0.0005750152219432533,0.00012601049545013474,0.000636183511836335,0.004757950806162384,-0.000160041476499397,-0.0010570404332317744,0.0015150510667772338
latter,0.0008613156898305383,-0.002304532721668958,7.19080957580353e-05,0.0017093552542469222,0.004127858785072516,-0.002635471084047612,-0.004283476862396768,-0.0022093180426940922,-0.0015985613360492935,-0.00026354386338112905
news,0.0018818440413505503,0.0006151481507933955,-0.0012012424551552927,-0.001082271266298471,0.00575491582502622,-0.0028545910064947987,0.01252012205737795,-0.00027246890783965474,0.0030020330258338575,0.002239314559920913
danger,0.001551142873236329,-0.001880337132777168,-0.010850795574092827,-0.007417801911412299,0.008518034814094856,-0.0018066331664323909,0.0016129931359584121,0.01152987141249364,0.0037936465553563337,0.012563996321048758
object,0.0054842552621648805,0.002153679772785955,-0.003615685748406654,0.006341028869377299,0.008392624263501415,-0.0012194508036733169,-0.008738735082321133,0.0011870681395209318,-3.163916484423524e-05,-0.0018543443152625233
id,-0.015006897435587186,-0.0030037271439171897,0.014214501431114962,0.00032482505390455887,-0.007962647733654347,0.0027165546896745626,0.007360578537408511,0.014796452401537364,0.015347363195739504,0.0029037678091330204
opinion,0.0023143186399600646,-0.0010749992884086517,-0.002439476004842159,-0.004026437596850729,0.006114243298207069,0.002639479822861541,0.0003808398599157933,-0.00598908460631104,-0.0028618007512538394,0.0016352270331821616
eh,0.017622333729039038,-0.004642565414050352,0.02000151943436032,-0.008125997543325042,-0.0017412200293274317,-0.0037736410288653193,-0.006041693832868349,0.00022427298657753941,0.003874044717586181,0.010140570296038367
ground,0.0047055973516663225,-0.001127255609254116,-0.002585115767815821,-0.007610084158871936,0.012465599188663993,-0.007269712985066442,-0.007001211699369617,-0.0030836478436229845,0.0007029040138000556,0.007815212506167372
steps,-0.0017874434167136524,0.0013543073142460377,-0.00213480792766262,-0.0061152759580590695,0.011080723013192633,-0.004837771377096569,0.000990158629777955,-0.012612960260007394,-0.0012522238733251776,0.004975492129553041
notice,0.0004000770309664057,-0.003875086162461986,-0.0017942975737646155,-0.0021257724958730546,0.0016875455493765021,0.004484637402766822,-0.002387137542118154,-0.00665180449352661,-0.002202293301479856,-0.004075361069120855
hall,5.843734821766183e-05,-0.0026685590267736064,-0.012029994201211622,0.007061286643874348,0.024951806508734027,0.0009977976429219376,-0.03485399611268554,0.021057009531510254,0.01557813989474664,-0.010078806435745965
pocket,-0.0015433848516556324,-0.0025634968079384585,-0.000754978308693144,-0.0011248329028365153,0.008283537452864325,-0.003859507152474061,0.0050734261116730794,-0.007462806245103957,0.004049858735899217,0.007815229553134583
thank,-0.0027965496591142182,0.0029882596483884025,0.0017054404336892784,0.0052244711081589216,0.0035460002017095654,0.0013347812896573295,-0.0019966422485915816,-0.0008320867145616133,0.00154782405073453,-0.0002567608852927174
number,0.011529561848029361,-0.008695459523743126,0.0012062258957741111,-0.002034836901650868,0.010124335026836292,0.012430180914095977,0.003945996502871651,-0.012288263733379613,-0.041255443760497335,0.0961811013976474
glass,-0.0007918000747573102,-0.0032321159342322612,-0.0034322432383960665,-0.00446998068276114,0.005345285481247737,-0.005101202737586104,0.0077390483233059125,-0.004007652382254677,0.006181808606713975,0.006189369603492195
importance,0.008472794507327956,-0.0021217247724392564,-0.006696334306150847,-0.003182368824435459,0.014694769073688167,-0.00016576786159103781,0.001963183755022066,-0.014285923998681544,0.004034453012479803,-0.00022670492240155495
women,0.0002683961211666216,0.005182315226459475,-0.010879679135668934,-0.002857660116116339,-0.022147055280363103,0.00019185357629103404,0.001549633338230744,0.00015196126744725568,0.0019197356467502036,-0.005609622128683477
blood,-0.00039546957402361924,0.0025699959370457694,-0.012340336653276234,-0.0032336072019418143,0.01488377574837153,-0.0008941443711551274,0.01474096043715017,-0.012618772490744425,0.0005149646113430006,0.011050605599528595
deal,-0.0010208471142957344,0.00013409740773595417,-0.004202518238999146,-0.0030528457760191697,-0.0012353723363355445,-0.002096966982658473,0.002535842653545588,-0.0035555021960892645,0.0025299359512267017,0.0029705867914316666
smile,0.0010452181219932294,0.0034855215182613337,0.003524630785823452,-0.005409097442473508,-0.001214024273811591,-0.002121421144776881,0.005348987985704286,-0.0036012725563024693,0.0031982210889075447,0.00612501252633311
mans,0.000558858231866882,0.0015001163961859219,-0.007906699547711263,-0.0032815029142457606,0.008206366651803902,-0.00041058502277655537,0.0019270787465722357,-0.009844231782532329,0.0017438149231670998,0.005590060556858867
silence,0.0019636807292607444,-0.002752998599125356,0.0009197848348004656,0.00576329503172335,0.0008194373095487203,0.000882407004393656,0.001876145052488058,0.0010733159710880433,-0.0015385537285502481,-0.0032733143371663047
others,-0.002253738094175177,-0.0003021689375471729,0.000703735142142725,0.0021694298420196394,0.006877775986402224,-0.002462758725280397,0.013956451252562658,0.008759667008249608,-0.0025384968035350383,0.003699795830700724
poirot,0.4626700076507365,-0.16792351773158215,0.29499922361654696,0.06133755506800874,-0.007871152859560733,0.17158094580643377,-0.10470190442470843,0.039178907252711226,-0.04989225352459956,0.42701181317661613
ones,0.0016339909891139926,-0.003445628464898724,-0.0021631031962880158,0.001173505872940984,-0.0021066955019266257,-0.003428065545110738,-0.002881040557413183,-0.00023327211055851273,-0.008583644307326208,0.0031782841701615966
nature,0.001035922027916569,-7.726931054504913e-05,-0.011298319959027643,0.00013427549371752275,0.010438874083484264,0.0003042632676634274,-0.0026594860725487235,-0.0011308263810549167,0.004414866614339739,-0.0012856323686785103
longer,-0.0028073394333083834,-0.0029183391033195186,0.00266673098417977,5.2430123134752826e-05,-0.0031254906110963097,-0.004486594568575724,-7.768392579950392e-05,-0.0006353297625658644,-0.002644667061561784,-0.0033590232968398566
father,0.0032974653287222745,0.003863476856989014,-0.008280019455357895,-0.018477912736894607,0.013593559515420723,-0.006610818556103048,0.022005842237086598,-0.007555843523985074,0.005145859955367445,-0.020559351846735064
watch,0.003650082939424829,0.002519959551327182,-0.00011473781035564314,-0.012152344854591927,5.562617722079513e-05,-0.004045930461286722,-0.000652160611142659,-0.008964953690485222,-0.005426869958240465,-0.006261969555331346
please,5.899281807484165e-05,0.001485567687081778,-0.00471388069261664,0.0008224244486875504,-0.0025934899179383118,-0.0025152134458739594,-0.004670033765165904,-0.000588073688080687,0.005289120590184944,0.0022382077073254546
weve,-0.012628939728689493,-0.005932489889269472,0.009686505903126114,0.008098169196325989,-0.00485424541686095,0.0032361487593730266,-0.0020145848907076524,0.0038021185559329695,-0.004765738687472695,-0.0005107286828313129
english,0.006716880128847903,0.0060284395368086635,0.012769953022049916,-0.012492637380428119,-0.0011333478493490015,-0.005408603838143401,0.0004896591607800303,-0.004876676802823757,-0.0002816048889843101,0.007721307465362343
suspicion,0.006025841180498369,-0.0026671787987224294,0.002174598584103991,0.005414884148316203,-0.001621420174447395,0.010996480227343338,-0.0012395139071312916,-0.002426886718581206,-0.001516258542883986,-0.008327760873971206
wall,-0.003466992925552531,0.0014525890844406541,-0.004742621740640682,0.002395147958303849,0.010174129626443696,-0.003468963679343052,0.0020874158961176055,-0.01128454699468945,0.0029914601393027348,0.004133582690612537
hold,-0.004040574471498659,0.0008490472388757784,-0.0011289507030751399,0.0005500684821062343,-0.0024883625780733084,0.001833809788017416,0.0012926939931594875,0.004777208055604434,-0.0007519200343699966,0.0011642170922796418
fear,0.0018530315841899052,-0.0042620412066998944,-0.007872740771666413,-0.004886085717606213,0.013067946998413911,-0.003362656498166681,0.005955809733099295,0.008590823808306622,-0.0005516101277874866,0.010006538464673264
study,0.011999086474510406,-0.003141035298482938,-0.004665855256119437,0.028702777690350283,0.009157741346130954,-0.015026285792384608,-0.0004063033023517243,-0.011439891301685448,0.004780255004478101,-0.004043909937351003
subject,0.005515547276700828,-0.0015585444391276295,-0.003707136039460674,0.0053644040756287955,-0.0016316290254070084,0.004573383280902579,-0.005470140683621634,-0.0010881852161244577,0.006187759436394092,-0.0032248567523268557
details,0.003538341676782226,-0.00106389473846197,-0.002904179771101325,-0.004454859790330542,0.0035296706391031232,-0.005830362714464278,0.002577174495742246,-0.011602927788841902,0.0019304608565278076,0.0029886796035513523
earth,0.002381778769125851,-0.002623146625750302,-0.005866595989411633,-0.002937478668783962,0.006980184130930045,-0.00018713909144021186,-0.006224312414164184,-0.001218786063213242,0.0008949289433463215,0.001143996077874792
impression,0.0037658981981310955,0.0002607557756323206,-0.0037735120291337207,0.002757883793177326,0.009587050620896358,-0.004304554873330424,-0.001790629864436566,-0.007757415449098318,-0.0027356568446941978,-0.006975889936062388
beginning,0.0023929347342873174,-0.0022083155652878124,-0.0001722269790776823,-0.003135112599590613,-0.009454188383297063,-0.0028691578443599537,-0.0006159917844460554,-0.0027338125611324872,-0.001539243290784766,0.005307840699971673
sorry,-0.0006419108277630339,0.0014223232163515004,-0.002573137036903965,-5.7157116060544464e-05,0.0040206821513031595,0.005245683231869203,0.0015753957267933968,0.0028165697667865896,0.001220846225485372,-0.0033212489961878203
bell,-0.0034087179889052727,-0.0035966131920319956,-0.00473952598774923,0.0054621595470891625,0.009104153341273779,0.0030206753694762226,0.007612093997494024,-0.0200140645112341,0.012621266631304102,-0.0060709284262501296
london,-0.010320537513006284,0.003017519849259977,-0.009938116046393494,-0.004802399851660392,0.024038202933269782,-0.00300711212198185,-0.015995712288699518,-0.005623019831815426,-0.0006622905237260551,0.009694805231278657
interest,0.0032071622558471854,0.0016942979999377227,-0.005262068682629318,-0.003782659503678078,0.009729756161019015,-0.002258332324625384,-0.006903612911138311,-0.002897274895768446,0.003516717071013597,0.004838345400006269
mine,3.926166581304088e-05,0.0014117795999390942,-0.0004375171560530123,-0.000514428681151908,0.0010486516675871245,0.0014072623246087234,0.003467459421784587,0.007616868353325307,0.004879336496843019,0.004052135432907826
master,0.0016483132898093133,0.005249785402573789,-0.0026123019618087325,0.0023942263925445604,0.009267209512955066,-0.0024590241031154417,-0.00026551358965427863,0.0009870349376535485,-0.0011040484020200215,0.01412708775240898
hat,-0.0006542035403672223,0.002496057841142327,-0.009110770241298355,-0.002972256918925396,0.007681032183630259,-0.0015160933917907505,-0.000675069487661016,-0.005660689468988416,0.002772325603178619,0.0026493533680772762
