book_id,chap_id,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,title,author,date,source_file_path,label,doc
244,1,-0.025562852607493865,0.02274872878248409,-0.11548480072804858,-0.02540105778468192,0.07212284186791636,-0.011863406930738285,0.05603028281257973,-0.08630879437099306,-0.0010599506442354786,0.013772061499682001,A Study in Scarlet,Arthur Conan Doyle,1887,pg244.txt,Arthur Conan Doyle: A Study In Scarlet,Arthur Conan Doyle: A Study In Scarlet 01
244,2,-0.021180671504667698,0.015589325791380447,-0.14179606563691147,-0.02882584526394675,0.10266734763667842,-0.013532740758136893,0.06190032989714484,-0.13472474334273477,0.0044396709370177175,0.01243640330620167,A Study in Scarlet,Arthur Conan Doyle,1887,pg244.txt,Arthur Conan Doyle: A Study In Scarlet,Arthur Conan Doyle: A Study In Scarlet 02
244,3,-0.025488096735972514,0.024233647939481597,-0.171161475653134,-0.03310890106261631,0.14683461076720253,-0.03148321100910441,0.09018811808393475,-0.2060720609986668,0.014003559256096133,-0.0015350316758243904,A Study in Scarlet,Arthur Conan Doyle,1887,pg244.txt,Arthur Conan Doyle: A Study In Scarlet,Arthur Conan Doyle: A Study In Scarlet 03
244,4,-0.02619608544623441,0.01863588659945035,-0.14373616003641765,-0.028388350564530197,0.1034100609319276,-0.013690733357627681,0.062355334666082764,-0.13164138309276135,0.004143204166568043,0.0015295057121045381,A Study in Scarlet,Arthur Conan Doyle,1887,pg244.txt,Arthur Conan Doyle: A Study In Scarlet,Arthur Conan Doyle: A Study In Scarlet 04
244,5,-0.030079443700209495,0.021174039398476847,-0.14985274428238496,-0.028878599092256565,0.10761546900633671,-0.023420618455288943,0.058916857261303905,-0.13486433522313016,0.0068810577387432145,0.007750987658776721,A Study in Scarlet,Arthur Conan Doyle,1887,pg244.txt,Arthur Conan Doyle: A Study In Scarlet,Arthur Conan Doyle: A Study In Scarlet 05
244,6,-0.019637887195782043,0.02254265074067472,-0.16079498249096588,-0.04372377733115,0.12435825121887477,-0.03171813735469458,0.09947844375871377,-0.20311153937697252,0.011633234348617924,-0.009365215985931983,A Study in Scarlet,Arthur Conan Doyle,1887,pg244.txt,Arthur Conan Doyle: A Study In Scarlet,Arthur Conan Doyle: A Study In Scarlet 06
244,7,-0.02854711213796624,0.03683864922328175,-0.1967160553225066,-0.04527472802060269,0.1780650041045681,-0.03970964209949483,0.09593086813910726,-0.24458972504014395,0.013630367135845086,-0.0045913571653142795,A Study in Scarlet,Arthur Conan Doyle,1887,pg244.txt,Arthur Conan Doyle: A Study In Scarlet,Arthur Conan Doyle: A Study In Scarlet 07
244,8,-0.024481592317215962,0.015762060487092385,-0.09608778753027139,-0.02380895177004776,0.03368899511873111,-0.0017143576493296897,0.07229700221869417,-0.027544936793106194,-0.01247056255634096,-0.004932369787980673,A Study in Scarlet,Arthur Conan Doyle,1887,pg244.txt,Arthur Conan Doyle: A Study In Scarlet,Arthur Conan Doyle: A Study In Scarlet 08
244,9,-0.019358720459027975,0.01272875055654225,-0.10283365995525894,-0.029958231490841765,0.03859613259717421,0.012418123437266107,0.09484576040175405,-0.05554986586684235,-0.010483334066101909,-0.02849381269891108,A Study in Scarlet,Arthur Conan Doyle,1887,pg244.txt,Arthur Conan Doyle: A Study In Scarlet,Arthur Conan Doyle: A Study In Scarlet 09
244,10,-0.018901005483829253,0.01626243121109258,-0.09541362244733878,-0.02730537073748306,0.03524149366869183,0.026681420757262722,0.09796832841999911,-0.04580305538174829,-0.014606303753526978,-0.03701341435256116,A Study in Scarlet,Arthur Conan Doyle,1887,pg244.txt,Arthur Conan Doyle: A Study In Scarlet,Arthur Conan Doyle: A Study In Scarlet 10
